noun_w_buah_affixed1	noun_w_buah_affixed2	cossim
persidangan	pergelaran	0.27
persidangan	meteran	0.09
persidangan	tuturan	0.22
persidangan	ujaran	0.24
persidangan	penjepit	0.13
persidangan	penggaris	0.11
persidangan	tamparan	0.25
persidangan	hantaman	0.14
persidangan	layangan	0.1
persidangan	gurauan	0.21
persidangan	kelaziman	0.18
persidangan	kemustahilan	0.12
persidangan	penyerah	0.32
rumusan	penyajian	0.41
rumusan	nyanyian	0.26
rumusan	kementerian	0.2
rumusan	perkampungan	0.14
rumusan	penanda	0.23
rumusan	pengabdian	0.25
rumusan	terobosan	0.27
rumusan	suntikan	0.16
rumusan	persimpangan	0.21
rumusan	kritikan	0.27
rumusan	pertemanan	0.11
rumusan	kekosongan	0.2
rumusan	percetakan	0.15
rumusan	halangan	0.24
rumusan	kutukan	0.2
rumusan	perbincangan	0.31
rumusan	kiriman	0.11
rumusan	kebodohan	0.21
rumusan	teriakan	0.15
rumusan	kejelasan	0.39
rumusan	pertengkaran	0.18
rumusan	ajakan	0.22
rumusan	kemewahan	0.15
rumusan	pelarian	0.17
rumusan	anjuran	0.32
rumusan	pencitraan	0.19
rumusan	ringkasan	0.43
rumusan	akhiran	0.2
rumusan	tontonan	0.19
rumusan	kerinduan	0.17
rumusan	jebakan	0.19
rumusan	pengkhianatan	0.18
rumusan	garapan	0.3
rumusan	terusan	0.06
rumusan	penegasan	0.44
rumusan	kontrakan	0.14
rumusan	cerminan	0.31
rumusan	lompatan	0.21
rumusan	renungan	0.31
rumusan	pelataran	0.23
rumusan	perempatan	0.16
rumusan	rangkuman	0.45
rumusan	ketukan	0.22
rumusan	bisikan	0.24
rumusan	bungkusan	0.23
rumusan	kerumitan	0.28
rumusan	pahatan	0.16
rumusan	sindiran	0.2
rumusan	kewajaran	0.25
rumusan	penantian	0.22
rumusan	pergelaran	0.27
rumusan	meteran	0.17
rumusan	tuturan	0.29
rumusan	ujaran	0.3
rumusan	penjepit	0.18
rumusan	penggaris	0.18
rumusan	tamparan	0.19
rumusan	hantaman	0.15
rumusan	layangan	0.1
rumusan	gurauan	0.22
rumusan	kelaziman	0.28
rumusan	kemustahilan	0.24
rumusan	penyerah	0.29
penyajian	nyanyian	0.29
penyajian	kementerian	0.17
penyajian	perkampungan	0.11
penyajian	penanda	0.2
penyajian	pengabdian	0.26
penyajian	terobosan	0.24
penyajian	suntikan	0.11
penyajian	persimpangan	0.19
penyajian	kritikan	0.29
penyajian	pertemanan	0.18
penyajian	kekosongan	0.23
penyajian	percetakan	0.25
penyajian	halangan	0.18
penyajian	kutukan	0.13
penyajian	perbincangan	0.28
penyajian	kiriman	0.18
penyajian	kebodohan	0.13
penyajian	teriakan	0.15
penyajian	kejelasan	0.32
penyajian	pertengkaran	0.18
penyajian	ajakan	0.24
penyajian	kemewahan	0.24
penyajian	pelarian	0.12
penyajian	anjuran	0.22
penyajian	pencitraan	0.26
penyajian	ringkasan	0.41
penyajian	akhiran	0.1
penyajian	tontonan	0.32
penyajian	kerinduan	0.19
penyajian	jebakan	0.18
penyajian	pengkhianatan	0.16
penyajian	garapan	0.24
penyajian	terusan	0.14
penyajian	penegasan	0.34
penyajian	kontrakan	0.1
penyajian	cerminan	0.28
penyajian	lompatan	0.25
penyajian	renungan	0.25
penyajian	pelataran	0.2
penyajian	perempatan	0.16
penyajian	rangkuman	0.39
penyajian	ketukan	0.23
penyajian	bisikan	0.14
penyajian	bungkusan	0.26
penyajian	kerumitan	0.31
penyajian	pahatan	0.26
penyajian	sindiran	0.18
penyajian	kewajaran	0.31
penyajian	penantian	0.19
penyajian	pergelaran	0.29
penyajian	meteran	0.14
penyajian	tuturan	0.28
penyajian	ujaran	0.24
penyajian	penjepit	0.21
penyajian	penggaris	0.19
penyajian	tamparan	0.13
penyajian	hantaman	0.15
penyajian	layangan	0.22
penyajian	gurauan	0.23
penyajian	kelaziman	0.3
penyajian	kemustahilan	0.19
penyajian	penyerah	0.35
nyanyian	kementerian	0.12
nyanyian	perkampungan	0.24
nyanyian	penanda	0.21
nyanyian	pengabdian	0.24
nyanyian	terobosan	0.17
nyanyian	suntikan	0.19
nyanyian	persimpangan	0.14
nyanyian	kritikan	0.28
nyanyian	pertemanan	0.2
nyanyian	kekosongan	0.19
nyanyian	percetakan	0.1
nyanyian	halangan	0.16
nyanyian	kutukan	0.27
nyanyian	perbincangan	0.33
nyanyian	kiriman	0.19
nyanyian	kebodohan	0.23
nyanyian	teriakan	0.44
nyanyian	kejelasan	0.24
nyanyian	pertengkaran	0.3
nyanyian	ajakan	0.29
nyanyian	kemewahan	0.19
nyanyian	pelarian	0.23
nyanyian	anjuran	0.26
nyanyian	pencitraan	0.22
nyanyian	ringkasan	0.28
nyanyian	akhiran	0.21
nyanyian	tontonan	0.36
nyanyian	kerinduan	0.31
nyanyian	jebakan	0.18
nyanyian	pengkhianatan	0.19
nyanyian	garapan	0.19
nyanyian	terusan	0.2
nyanyian	penegasan	0.32
nyanyian	kontrakan	0.07
nyanyian	cerminan	0.28
nyanyian	lompatan	0.25
nyanyian	renungan	0.38
nyanyian	pelataran	0.26
nyanyian	perempatan	0.13
nyanyian	rangkuman	0.25
nyanyian	ketukan	0.34
nyanyian	bisikan	0.35
nyanyian	bungkusan	0.16
nyanyian	kerumitan	0.12
nyanyian	pahatan	0.26
nyanyian	sindiran	0.31
nyanyian	kewajaran	0.23
nyanyian	penantian	0.25
nyanyian	pergelaran	0.37
nyanyian	meteran	0.18
nyanyian	tuturan	0.27
nyanyian	ujaran	0.3
nyanyian	penjepit	0.15
nyanyian	penggaris	0.08
nyanyian	tamparan	0.23
nyanyian	hantaman	0.17
nyanyian	layangan	0.3
nyanyian	gurauan	0.38
nyanyian	kelaziman	0.25
nyanyian	kemustahilan	0.21
nyanyian	penyerah	0.22
kementerian	perkampungan	0.17
kementerian	penanda	0.16
kementerian	pengabdian	0.27
kementerian	terobosan	0.31
kementerian	suntikan	0.14
kementerian	persimpangan	0.28
kementerian	kritikan	0.23
kementerian	pertemanan	0.2
kementerian	kekosongan	0.2
kementerian	percetakan	0.29
kementerian	halangan	0.23
kementerian	kutukan	0.13
kementerian	perbincangan	0.21
kementerian	kiriman	0.2
kementerian	kebodohan	0.18
kementerian	teriakan	0.12
kementerian	kejelasan	0.23
kementerian	pertengkaran	0.11
kementerian	ajakan	0.13
kementerian	kemewahan	0.17
kementerian	pelarian	0.21
kementerian	anjuran	0.21
kementerian	pencitraan	0.29
kementerian	ringkasan	0.17
kementerian	akhiran	0.12
kementerian	tontonan	0.12
kementerian	kerinduan	0.06
kementerian	jebakan	0.18
kementerian	pengkhianatan	0.18
kementerian	garapan	0.16
kementerian	terusan	0.24
kementerian	penegasan	0.26
kementerian	kontrakan	0.1
kementerian	cerminan	0.24
kementerian	lompatan	0.18
kementerian	renungan	0.12
kementerian	pelataran	0.18
kementerian	perempatan	0.18
kementerian	rangkuman	0.2
kementerian	ketukan	0.06
kementerian	bisikan	0.16
kementerian	bungkusan	0.15
kementerian	kerumitan	0.13
kementerian	pahatan	0.11
kementerian	sindiran	0.15
kementerian	kewajaran	0.15
kementerian	penantian	0.12
kementerian	pergelaran	0.19
kementerian	meteran	0.07
kementerian	tuturan	0.1
kementerian	ujaran	0.11
kementerian	penjepit	0.16
kementerian	penggaris	0.12
kementerian	tamparan	0.16
kementerian	hantaman	0.15
kementerian	layangan	0.09
kementerian	gurauan	0.06
kementerian	kelaziman	0.17
kementerian	kemustahilan	0.15
kementerian	penyerah	0.27
perkampungan	penanda	0.22
perkampungan	pengabdian	0.17
perkampungan	terobosan	0.14
perkampungan	suntikan	0.14
perkampungan	persimpangan	0.36
perkampungan	kritikan	0.12
perkampungan	pertemanan	0.25
perkampungan	kekosongan	0.16
perkampungan	percetakan	0.23
perkampungan	halangan	0.27
perkampungan	kutukan	0.16
perkampungan	perbincangan	0.28
perkampungan	kiriman	0.19
perkampungan	kebodohan	0.18
perkampungan	teriakan	0.17
perkampungan	kejelasan	0.14
perkampungan	pertengkaran	0.23
perkampungan	ajakan	0.2
perkampungan	kemewahan	0.21
perkampungan	pelarian	0.38
perkampungan	anjuran	0.19
perkampungan	pencitraan	0.14
perkampungan	ringkasan	0.14
perkampungan	akhiran	0.08
perkampungan	tontonan	0.27
perkampungan	kerinduan	0.2
perkampungan	jebakan	0.16
perkampungan	pengkhianatan	0.17
perkampungan	garapan	0.25
perkampungan	terusan	0.24
perkampungan	penegasan	0.14
perkampungan	kontrakan	0.38
perkampungan	cerminan	0.21
perkampungan	lompatan	0.16
perkampungan	renungan	0.14
perkampungan	pelataran	0.38
perkampungan	perempatan	0.32
perkampungan	rangkuman	0.1
perkampungan	ketukan	0.16
perkampungan	bisikan	0.11
perkampungan	bungkusan	0.2
perkampungan	kerumitan	0.11
perkampungan	pahatan	0.22
perkampungan	sindiran	0.21
perkampungan	kewajaran	0.12
perkampungan	penantian	0.13
perkampungan	pergelaran	0.17
perkampungan	meteran	0.15
perkampungan	tuturan	0.18
perkampungan	ujaran	0.15
perkampungan	penjepit	0.12
perkampungan	penggaris	0.11
perkampungan	tamparan	0.21
perkampungan	hantaman	0.14
perkampungan	layangan	0.26
perkampungan	gurauan	0.18
perkampungan	kelaziman	0.24
perkampungan	kemustahilan	0.13
perkampungan	penyerah	0.23
penanda	pengabdian	0.21
penanda	terobosan	0.2
penanda	suntikan	0.18
penanda	persimpangan	0.35
penanda	kritikan	0.16
penanda	pertemanan	0.28
penanda	kekosongan	0.19
penanda	percetakan	0.21
penanda	halangan	0.24
penanda	kutukan	0.22
penanda	perbincangan	0.26
penanda	kiriman	0.25
penanda	kebodohan	0.15
penanda	teriakan	0.25
penanda	kejelasan	0.32
penanda	pertengkaran	0.17
penanda	ajakan	0.2
penanda	kemewahan	0.15
penanda	pelarian	0.18
penanda	anjuran	0.19
penanda	pencitraan	0.32
penanda	ringkasan	0.23
penanda	akhiran	0.24
penanda	tontonan	0.21
penanda	kerinduan	0.22
penanda	jebakan	0.22
penanda	pengkhianatan	0.16
penanda	garapan	0.14
penanda	terusan	0.2
penanda	penegasan	0.38
penanda	kontrakan	0.21
penanda	cerminan	0.32
penanda	lompatan	0.24
penanda	renungan	0.2
penanda	pelataran	0.29
penanda	perempatan	0.25
penanda	rangkuman	0.21
penanda	ketukan	0.29
penanda	bisikan	0.15
penanda	bungkusan	0.23
penanda	kerumitan	0.24
penanda	pahatan	0.29
penanda	sindiran	0.17
penanda	kewajaran	0.17
penanda	penantian	0.3
penanda	pergelaran	0.19
penanda	meteran	0.26
penanda	tuturan	0.24
penanda	ujaran	0.32
penanda	penjepit	0.19
penanda	penggaris	0.27
penanda	tamparan	0.23
penanda	hantaman	0.12
penanda	layangan	0.19
penanda	gurauan	0.16
penanda	kelaziman	0.27
penanda	kemustahilan	0.2
penanda	penyerah	0.28
pengabdian	terobosan	0.25
pengabdian	suntikan	0.14
pengabdian	persimpangan	0.22
pengabdian	kritikan	0.26
pengabdian	pertemanan	0.25
pengabdian	kekosongan	0.25
pengabdian	percetakan	0.17
pengabdian	halangan	0.22
pengabdian	kutukan	0.21
pengabdian	perbincangan	0.22
pengabdian	kiriman	0.18
pengabdian	kebodohan	0.31
pengabdian	teriakan	0.23
pengabdian	kejelasan	0.28
pengabdian	pertengkaran	0.19
pengabdian	ajakan	0.26
pengabdian	kemewahan	0.32
pengabdian	pelarian	0.22
pengabdian	anjuran	0.26
pengabdian	pencitraan	0.38
pengabdian	ringkasan	0.19
pengabdian	akhiran	0.11
pengabdian	tontonan	0.22
pengabdian	kerinduan	0.37
pengabdian	jebakan	0.13
pengabdian	pengkhianatan	0.4
pengabdian	garapan	0.27
pengabdian	terusan	0.16
pengabdian	penegasan	0.35
pengabdian	kontrakan	0.17
pengabdian	cerminan	0.34
pengabdian	lompatan	0.23
pengabdian	renungan	0.3
pengabdian	pelataran	0.23
pengabdian	perempatan	0.11
pengabdian	rangkuman	0.22
pengabdian	ketukan	0.13
pengabdian	bisikan	0.2
pengabdian	bungkusan	0.13
pengabdian	kerumitan	0.2
pengabdian	pahatan	0.18
pengabdian	sindiran	0.21
pengabdian	kewajaran	0.27
pengabdian	penantian	0.39
pengabdian	pergelaran	0.23
pengabdian	meteran	0.12
pengabdian	tuturan	0.16
pengabdian	ujaran	0.12
pengabdian	penjepit	0.12
pengabdian	penggaris	0.12
pengabdian	tamparan	0.25
pengabdian	hantaman	0.18
pengabdian	layangan	0.17
pengabdian	gurauan	0.22
pengabdian	kelaziman	0.21
pengabdian	kemustahilan	0.28
pengabdian	penyerah	0.35
terobosan	suntikan	0.27
terobosan	persimpangan	0.17
terobosan	kritikan	0.29
terobosan	pertemanan	0.14
terobosan	kekosongan	0.32
terobosan	percetakan	0.25
terobosan	halangan	0.3
terobosan	kutukan	0.16
terobosan	perbincangan	0.29
terobosan	kiriman	0.14
terobosan	kebodohan	0.18
terobosan	teriakan	0.21
terobosan	kejelasan	0.25
terobosan	pertengkaran	0.12
terobosan	ajakan	0.19
terobosan	kemewahan	0.19
terobosan	pelarian	0.23
terobosan	anjuran	0.21
terobosan	pencitraan	0.32
terobosan	ringkasan	0.22
terobosan	akhiran	-0.01
terobosan	tontonan	0.22
terobosan	kerinduan	0.16
terobosan	jebakan	0.24
terobosan	pengkhianatan	0.13
terobosan	garapan	0.26
terobosan	terusan	0.27
terobosan	penegasan	0.3
terobosan	kontrakan	0.07
terobosan	cerminan	0.27
terobosan	lompatan	0.43
terobosan	renungan	0.27
terobosan	pelataran	0.11
terobosan	perempatan	0.1
terobosan	rangkuman	0.28
terobosan	ketukan	0.19
terobosan	bisikan	0.17
terobosan	bungkusan	0.16
terobosan	kerumitan	0.26
terobosan	pahatan	0.16
terobosan	sindiran	0.17
terobosan	kewajaran	0.23
terobosan	penantian	0.28
terobosan	pergelaran	0.18
terobosan	meteran	0.19
terobosan	tuturan	0.08
terobosan	ujaran	0.05
terobosan	penjepit	0.2
terobosan	penggaris	0.14
terobosan	tamparan	0.24
terobosan	hantaman	0.19
terobosan	layangan	0.21
terobosan	gurauan	0.17
terobosan	kelaziman	0.24
terobosan	kemustahilan	0.31
terobosan	penyerah	0.28
suntikan	persimpangan	0.14
suntikan	kritikan	0.26
suntikan	pertemanan	0.13
suntikan	kekosongan	0.19
suntikan	percetakan	0.21
suntikan	halangan	0.24
suntikan	kutukan	0.22
suntikan	perbincangan	0.14
suntikan	kiriman	0.21
suntikan	kebodohan	0.13
suntikan	teriakan	0.15
suntikan	kejelasan	0.23
suntikan	pertengkaran	0.11
suntikan	ajakan	0.18
suntikan	kemewahan	0.1
suntikan	pelarian	0.22
suntikan	anjuran	0.33
suntikan	pencitraan	0.2
suntikan	ringkasan	0.21
suntikan	akhiran	0.11
suntikan	tontonan	0.15
suntikan	kerinduan	0.15
suntikan	jebakan	0.2
suntikan	pengkhianatan	0.18
suntikan	garapan	0.09
suntikan	terusan	0.21
suntikan	penegasan	0.27
suntikan	kontrakan	0.15
suntikan	cerminan	0.12
suntikan	lompatan	0.19
suntikan	renungan	0.17
suntikan	pelataran	0.15
suntikan	perempatan	0.15
suntikan	rangkuman	0.14
suntikan	ketukan	0.1
suntikan	bisikan	0.23
suntikan	bungkusan	0.27
suntikan	kerumitan	0.09
suntikan	pahatan	0.1
suntikan	sindiran	0.19
suntikan	kewajaran	0.11
suntikan	penantian	0.21
suntikan	pergelaran	0.11
suntikan	meteran	0.12
suntikan	tuturan	0.16
suntikan	ujaran	0.1
suntikan	penjepit	0.29
suntikan	penggaris	0.15
suntikan	tamparan	0.3
suntikan	hantaman	0.18
suntikan	layangan	0.12
suntikan	gurauan	0.12
suntikan	kelaziman	0.13
suntikan	kemustahilan	0.1
suntikan	penyerah	0.23
persimpangan	kritikan	0.17
persimpangan	pertemanan	0.25
persimpangan	kekosongan	0.29
persimpangan	percetakan	0.22
persimpangan	halangan	0.36
persimpangan	kutukan	0.13
persimpangan	perbincangan	0.27
persimpangan	kiriman	0.13
persimpangan	kebodohan	0.26
persimpangan	teriakan	0.17
persimpangan	kejelasan	0.29
persimpangan	pertengkaran	0.28
persimpangan	ajakan	0.12
persimpangan	kemewahan	0.16
persimpangan	pelarian	0.28
persimpangan	anjuran	0.12
persimpangan	pencitraan	0.19
persimpangan	ringkasan	0.23
persimpangan	akhiran	0.12
persimpangan	tontonan	0.21
persimpangan	kerinduan	0.17
persimpangan	jebakan	0.28
persimpangan	pengkhianatan	0.26
persimpangan	garapan	0.12
persimpangan	terusan	0.26
persimpangan	penegasan	0.18
persimpangan	kontrakan	0.24
persimpangan	cerminan	0.28
persimpangan	lompatan	0.23
persimpangan	renungan	0.22
persimpangan	pelataran	0.37
persimpangan	perempatan	0.6
persimpangan	rangkuman	0.17
persimpangan	ketukan	0.23
persimpangan	bisikan	0.23
persimpangan	bungkusan	0.16
persimpangan	kerumitan	0.23
persimpangan	pahatan	0.23
persimpangan	sindiran	0.13
persimpangan	kewajaran	0.2
persimpangan	penantian	0.27
persimpangan	pergelaran	0.22
persimpangan	meteran	0.23
persimpangan	tuturan	0.16
persimpangan	ujaran	0.19
persimpangan	penjepit	0.17
persimpangan	penggaris	0.13
persimpangan	tamparan	0.21
persimpangan	hantaman	0.18
persimpangan	layangan	0.2
persimpangan	gurauan	0.12
persimpangan	kelaziman	0.23
persimpangan	kemustahilan	0.21
persimpangan	penyerah	0.29
kritikan	pertemanan	0.25
kritikan	kekosongan	0.26
kritikan	percetakan	0.17
kritikan	halangan	0.28
kritikan	kutukan	0.35
kritikan	perbincangan	0.4
kritikan	kiriman	0.29
kritikan	kebodohan	0.3
kritikan	teriakan	0.33
kritikan	kejelasan	0.33
kritikan	pertengkaran	0.34
kritikan	ajakan	0.36
kritikan	kemewahan	0.22
kritikan	pelarian	0.21
kritikan	anjuran	0.32
kritikan	pencitraan	0.29
kritikan	ringkasan	0.31
kritikan	akhiran	0.14
kritikan	tontonan	0.29
kritikan	kerinduan	0.23
kritikan	jebakan	0.26
kritikan	pengkhianatan	0.25
kritikan	garapan	0.23
kritikan	terusan	0.19
kritikan	penegasan	0.37
kritikan	kontrakan	0.12
kritikan	cerminan	0.34
kritikan	lompatan	0.23
kritikan	renungan	0.4
kritikan	pelataran	0.12
kritikan	perempatan	0.16
kritikan	rangkuman	0.33
kritikan	ketukan	0.19
kritikan	bisikan	0.33
kritikan	bungkusan	0.16
kritikan	kerumitan	0.24
kritikan	pahatan	0.22
kritikan	sindiran	0.58
kritikan	kewajaran	0.21
kritikan	penantian	0.18
kritikan	pergelaran	0.16
kritikan	meteran	0.18
kritikan	tuturan	0.26
kritikan	ujaran	0.33
kritikan	penjepit	0.16
kritikan	penggaris	0.14
kritikan	tamparan	0.41
kritikan	hantaman	0.37
kritikan	layangan	0.16
kritikan	gurauan	0.36
kritikan	kelaziman	0.14
kritikan	kemustahilan	0.14
kritikan	penyerah	0.34
pertemanan	kekosongan	0.22
pertemanan	percetakan	0.22
pertemanan	halangan	0.25
pertemanan	kutukan	0.23
pertemanan	perbincangan	0.37
pertemanan	kiriman	0.33
pertemanan	kebodohan	0.22
pertemanan	teriakan	0.21
pertemanan	kejelasan	0.22
pertemanan	pertengkaran	0.37
pertemanan	ajakan	0.38
pertemanan	kemewahan	0.23
pertemanan	pelarian	0.38
pertemanan	anjuran	0.18
pertemanan	pencitraan	0.24
pertemanan	ringkasan	0.18
pertemanan	akhiran	0.09
pertemanan	tontonan	0.2
pertemanan	kerinduan	0.24
pertemanan	jebakan	0.29
pertemanan	pengkhianatan	0.27
pertemanan	garapan	0.17
pertemanan	terusan	0.21
pertemanan	penegasan	0.21
pertemanan	kontrakan	0.26
pertemanan	cerminan	0.3
pertemanan	lompatan	0.17
pertemanan	renungan	0.24
pertemanan	pelataran	0.22
pertemanan	perempatan	0.15
pertemanan	rangkuman	0.17
pertemanan	ketukan	0.21
pertemanan	bisikan	0.21
pertemanan	bungkusan	0.18
pertemanan	kerumitan	0.27
pertemanan	pahatan	0.16
pertemanan	sindiran	0.22
pertemanan	kewajaran	0.26
pertemanan	penantian	0.23
pertemanan	pergelaran	0.16
pertemanan	meteran	0.14
pertemanan	tuturan	0.18
pertemanan	ujaran	0.23
pertemanan	penjepit	0.2
pertemanan	penggaris	0.14
pertemanan	tamparan	0.15
pertemanan	hantaman	0.17
pertemanan	layangan	0.26
pertemanan	gurauan	0.31
pertemanan	kelaziman	0.13
pertemanan	kemustahilan	0.16
pertemanan	penyerah	0.23
kekosongan	percetakan	0.19
kekosongan	halangan	0.31
kekosongan	kutukan	0.17
kekosongan	perbincangan	0.23
kekosongan	kiriman	0.18
kekosongan	kebodohan	0.32
kekosongan	teriakan	0.19
kekosongan	kejelasan	0.34
kekosongan	pertengkaran	0.26
kekosongan	ajakan	0.2
kekosongan	kemewahan	0.28
kekosongan	pelarian	0.32
kekosongan	anjuran	0.14
kekosongan	pencitraan	0.2
kekosongan	ringkasan	0.22
kekosongan	akhiran	0.11
kekosongan	tontonan	0.22
kekosongan	kerinduan	0.38
kekosongan	jebakan	0.19
kekosongan	pengkhianatan	0.23
kekosongan	garapan	0.22
kekosongan	terusan	0.19
kekosongan	penegasan	0.26
kekosongan	kontrakan	0.21
kekosongan	cerminan	0.24
kekosongan	lompatan	0.21
kekosongan	renungan	0.25
kekosongan	pelataran	0.22
kekosongan	perempatan	0.08
kekosongan	rangkuman	0.2
kekosongan	ketukan	0.2
kekosongan	bisikan	0.22
kekosongan	bungkusan	0.15
kekosongan	kerumitan	0.26
kekosongan	pahatan	0.13
kekosongan	sindiran	0.2
kekosongan	kewajaran	0.25
kekosongan	penantian	0.38
kekosongan	pergelaran	0.25
kekosongan	meteran	0.16
kekosongan	tuturan	0.19
kekosongan	ujaran	0.17
kekosongan	penjepit	0.09
kekosongan	penggaris	0.17
kekosongan	tamparan	0.19
kekosongan	hantaman	0.21
kekosongan	layangan	0.22
kekosongan	gurauan	0.2
kekosongan	kelaziman	0.21
kekosongan	kemustahilan	0.37
kekosongan	penyerah	0.32
percetakan	halangan	0.24
percetakan	kutukan	0.09
percetakan	perbincangan	0.12
percetakan	kiriman	0.27
percetakan	kebodohan	0.12
percetakan	teriakan	0.09
percetakan	kejelasan	0.22
percetakan	pertengkaran	0.14
percetakan	ajakan	0.13
percetakan	kemewahan	0.19
percetakan	pelarian	0.2
percetakan	anjuran	0.14
percetakan	pencitraan	0.21
percetakan	ringkasan	0.15
percetakan	akhiran	0.03
percetakan	tontonan	0.1
percetakan	kerinduan	0.1
percetakan	jebakan	0.15
percetakan	pengkhianatan	0.19
percetakan	garapan	0.17
percetakan	terusan	0.18
percetakan	penegasan	0.16
percetakan	kontrakan	0.29
percetakan	cerminan	0.18
percetakan	lompatan	0.17
percetakan	renungan	0.12
percetakan	pelataran	0.17
percetakan	perempatan	0.2
percetakan	rangkuman	0.15
percetakan	ketukan	0.09
percetakan	bisikan	0.14
percetakan	bungkusan	0.27
percetakan	kerumitan	0.22
percetakan	pahatan	0.26
percetakan	sindiran	0.04
percetakan	kewajaran	0.09
percetakan	penantian	0.16
percetakan	pergelaran	0.1
percetakan	meteran	0.19
percetakan	tuturan	0.06
percetakan	ujaran	0.06
percetakan	penjepit	0.25
percetakan	penggaris	0.26
percetakan	tamparan	0.15
percetakan	hantaman	0.11
percetakan	layangan	0.14
percetakan	gurauan	0.07
percetakan	kelaziman	0.21
percetakan	kemustahilan	0.13
percetakan	penyerah	0.33
halangan	kutukan	0.28
halangan	perbincangan	0.21
halangan	kiriman	0.23
halangan	kebodohan	0.26
halangan	teriakan	0.17
halangan	kejelasan	0.29
halangan	pertengkaran	0.27
halangan	ajakan	0.21
halangan	kemewahan	0.24
halangan	pelarian	0.32
halangan	anjuran	0.29
halangan	pencitraan	0.16
halangan	ringkasan	0.17
halangan	akhiran	0.12
halangan	tontonan	0.22
halangan	kerinduan	0.24
halangan	jebakan	0.28
halangan	pengkhianatan	0.24
halangan	garapan	0.22
halangan	terusan	0.27
halangan	penegasan	0.23
halangan	kontrakan	0.2
halangan	cerminan	0.25
halangan	lompatan	0.36
halangan	renungan	0.16
halangan	pelataran	0.25
halangan	perempatan	0.22
halangan	rangkuman	0.1
halangan	ketukan	0.15
halangan	bisikan	0.25
halangan	bungkusan	0.1
halangan	kerumitan	0.36
halangan	pahatan	0.16
halangan	sindiran	0.19
halangan	kewajaran	0.24
halangan	penantian	0.21
halangan	pergelaran	0.15
halangan	meteran	0.22
halangan	tuturan	0.13
halangan	ujaran	0.18
halangan	penjepit	0.21
halangan	penggaris	0.15
halangan	tamparan	0.23
halangan	hantaman	0.3
halangan	layangan	0.22
halangan	gurauan	0.17
halangan	kelaziman	0.24
halangan	kemustahilan	0.35
halangan	penyerah	0.31
kutukan	perbincangan	0.17
kutukan	kiriman	0.29
kutukan	kebodohan	0.34
kutukan	teriakan	0.35
kutukan	kejelasan	0.19
kutukan	pertengkaran	0.3
kutukan	ajakan	0.23
kutukan	kemewahan	0.31
kutukan	pelarian	0.26
kutukan	anjuran	0.22
kutukan	pencitraan	0.16
kutukan	ringkasan	0.26
kutukan	akhiran	0.2
kutukan	tontonan	0.25
kutukan	kerinduan	0.23
kutukan	jebakan	0.31
kutukan	pengkhianatan	0.34
kutukan	garapan	0.09
kutukan	terusan	0.14
kutukan	penegasan	0.26
kutukan	kontrakan	0.13
kutukan	cerminan	0.28
kutukan	lompatan	0.17
kutukan	renungan	0.19
kutukan	pelataran	0.14
kutukan	perempatan	0.13
kutukan	rangkuman	0.17
kutukan	ketukan	0.19
kutukan	bisikan	0.29
kutukan	bungkusan	0.21
kutukan	kerumitan	0.28
kutukan	pahatan	0.28
kutukan	sindiran	0.34
kutukan	kewajaran	0.16
kutukan	penantian	0.21
kutukan	pergelaran	0.1
kutukan	meteran	0.11
kutukan	tuturan	0.14
kutukan	ujaran	0.21
kutukan	penjepit	0.16
kutukan	penggaris	0.15
kutukan	tamparan	0.38
kutukan	hantaman	0.4
kutukan	layangan	0.19
kutukan	gurauan	0.28
kutukan	kelaziman	0.19
kutukan	kemustahilan	0.29
kutukan	penyerah	0.28
perbincangan	kiriman	0.19
perbincangan	kebodohan	0.2
perbincangan	teriakan	0.23
perbincangan	kejelasan	0.32
perbincangan	pertengkaran	0.46
perbincangan	ajakan	0.3
perbincangan	kemewahan	0.18
perbincangan	pelarian	0.24
perbincangan	anjuran	0.26
perbincangan	pencitraan	0.22
perbincangan	ringkasan	0.31
perbincangan	akhiran	0.1
perbincangan	tontonan	0.38
perbincangan	kerinduan	0.26
perbincangan	jebakan	0.16
perbincangan	pengkhianatan	0.21
perbincangan	garapan	0.21
perbincangan	terusan	0.19
perbincangan	penegasan	0.3
perbincangan	kontrakan	0.15
perbincangan	cerminan	0.31
perbincangan	lompatan	0.2
perbincangan	renungan	0.46
perbincangan	pelataran	0.26
perbincangan	perempatan	0.23
perbincangan	rangkuman	0.35
perbincangan	ketukan	0.17
perbincangan	bisikan	0.31
perbincangan	bungkusan	0.22
perbincangan	kerumitan	0.26
perbincangan	pahatan	0.2
perbincangan	sindiran	0.32
perbincangan	kewajaran	0.27
perbincangan	penantian	0.3
perbincangan	pergelaran	0.25
perbincangan	meteran	0.13
perbincangan	tuturan	0.3
perbincangan	ujaran	0.32
perbincangan	penjepit	0.13
perbincangan	penggaris	0.05
perbincangan	tamparan	0.29
perbincangan	hantaman	0.21
perbincangan	layangan	0.22
perbincangan	gurauan	0.44
perbincangan	kelaziman	0.24
perbincangan	kemustahilan	0.1
perbincangan	penyerah	0.27
kiriman	kebodohan	0.17
kiriman	teriakan	0.22
kiriman	kejelasan	0.2
kiriman	pertengkaran	0.23
kiriman	ajakan	0.33
kiriman	kemewahan	0.14
kiriman	pelarian	0.27
kiriman	anjuran	0.2
kiriman	pencitraan	0.2
