noun_w_buah_affixed1	noun_w_buah_affixed2	cossim
pertandingan	perempatan	0.23
pertandingan	rangkuman	0.31
pertandingan	ketukan	0.24
pertandingan	bisikan	0.14
pertandingan	bungkusan	0.19
pertandingan	kerumitan	0.18
pertandingan	pahatan	0.19
pertandingan	sindiran	0.1
pertandingan	kewajaran	0.17
pertandingan	penantian	0.3
pertandingan	pergelaran	0.44
pertandingan	meteran	0.27
pertandingan	tuturan	0.17
pertandingan	ujaran	0.11
pertandingan	penjepit	0.25
pertandingan	penggaris	0.17
pertandingan	tamparan	0.26
pertandingan	hantaman	0.22
pertandingan	layangan	0.3
pertandingan	gurauan	0.19
pertandingan	kelaziman	0.19
pertandingan	kemustahilan	0.22
pertandingan	penyerah	0.33
bangunan	pembangunan	0.65
bangunan	tindakan	0.27
bangunan	gerakan	0.31
bangunan	kerajaan	0.43
bangunan	kematian	0.21
bangunan	kebijakan	0.33
bangunan	pembelajaran	0.31
bangunan	serangan	0.33
bangunan	tulisan	0.32
bangunan	jawaban	0.15
bangunan	perbedaan	0.28
bangunan	kekuasaan	0.36
bangunan	keputusan	0.26
bangunan	keuntungan	0.3
bangunan	kehilangan	0.26
bangunan	kejadian	0.33
bangunan	kendaraan	0.44
bangunan	perasaan	0.18
bangunan	pelajaran	0.29
bangunan	ruangan	0.51
bangunan	peningkatan	0.27
bangunan	saluran	0.37
bangunan	aliran	0.34
bangunan	laporan	0.28
bangunan	pemilihan	0.31
bangunan	kemenangan	0.24
bangunan	pernikahan	0.33
bangunan	catatan	0.27
bangunan	pertemuan	0.31
bangunan	penjualan	0.39
bangunan	kesalahan	0.23
bangunan	pandangan	0.31
bangunan	lapangan	0.42
bangunan	perbuatan	0.28
bangunan	keinginan	0.23
bangunan	jabatan	0.3
bangunan	penampilan	0.32
bangunan	aturan	0.28
bangunan	harapan	0.22
bangunan	perencanaan	0.42
bangunan	latihan	0.27
bangunan	peralatan	0.47
bangunan	penjelasan	0.2
bangunan	kepercayaan	0.27
bangunan	peraturan	0.35
bangunan	kebiasaan	0.26
bangunan	permasalahan	0.28
bangunan	pemikiran	0.34
bangunan	ajaran	0.27
bangunan	permintaan	0.24
bangunan	kebenaran	0.25
bangunan	pemahaman	0.27
bangunan	pernyataan	0.24
bangunan	kebudayaan	0.44
bangunan	perjanjian	0.33
bangunan	campuran	0.36
bangunan	pertempuran	0.28
bangunan	pendekatan	0.28
bangunan	pelatihan	0.28
bangunan	sebutan	0.22
bangunan	petunjuk	0.23
bangunan	ketinggian	0.37
bangunan	kebaikan	0.22
bangunan	hukuman	0.24
bangunan	ujian	0.27
bangunan	perguruan	0.34
bangunan	perjuangan	0.32
bangunan	kejahatan	0.26
bangunan	masakan	0.38
bangunan	ketentuan	0.3
bangunan	kewajiban	0.3
bangunan	pengelolaan	0.41
bangunan	kemajuan	0.31
bangunan	penawaran	0.3
bangunan	rekaman	0.3
bangunan	persoalan	0.29
bangunan	jurusan	0.31
bangunan	satuan	0.36
bangunan	peringatan	0.3
bangunan	kenyataan	0.24
bangunan	kecelakaan	0.29
bangunan	ikatan	0.29
bangunan	kekerasan	0.27
bangunan	keyakinan	0.27
bangunan	kesadaran	0.26
bangunan	tantangan	0.18
bangunan	panggilan	0.18
bangunan	gambaran	0.34
bangunan	pemandangan	0.43
bangunan	potongan	0.34
bangunan	ancaman	0.26
bangunan	rangkaian	0.32
bangunan	kunjungan	0.3
bangunan	keberhasilan	0.24
bangunan	kebebasan	0.26
bangunan	keindahan	0.41
bangunan	perbatasan	0.34
bangunan	pertimbangan	0.33
bangunan	kebetulan	0.27
bangunan	persiapan	0.33
bangunan	harian	0.25
bangunan	pembicaraan	0.23
bangunan	ucapan	0.19
bangunan	pelabuhan	0.45
bangunan	pertunjukan	0.37
bangunan	pengadilan	0.34
bangunan	lukisan	0.39
bangunan	tuntutan	0.23
bangunan	pelanggaran	0.27
bangunan	gagasan	0.32
bangunan	pesanan	0.19
bangunan	penemuan	0.31
bangunan	jaminan	0.34
bangunan	perkebunan	0.4
bangunan	lingkaran	0.31
bangunan	daratan	0.41
bangunan	kekalahan	0.17
bangunan	pergerakan	0.33
bangunan	percobaan	0.24
bangunan	peradaban	0.44
bangunan	kegagalan	0.25
bangunan	perayaan	0.34
bangunan	perkawinan	0.28
bangunan	perekonomian	0.37
bangunan	pengakuan	0.25
bangunan	kajian	0.33
bangunan	kesuksesan	0.26
bangunan	dataran	0.36
bangunan	persamaan	0.27
bangunan	tinjauan	0.16
bangunan	kesepakatan	0.25
bangunan	perumahan	0.56
bangunan	penutup	0.3
bangunan	pemberontakan	0.24
bangunan	pengajaran	0.33
bangunan	kebahagiaan	0.22
bangunan	susunan	0.41
bangunan	kebakaran	0.43
bangunan	undangan	0.25
bangunan	kesimpulan	0.16
bangunan	panduan	0.19
bangunan	tahapan	0.3
bangunan	larutan	0.22
bangunan	angkutan	0.4
bangunan	pengukuran	0.29
bangunan	dugaan	0.22
bangunan	keadilan	0.22
bangunan	pameran	0.38
bangunan	permohonan	0.27
bangunan	keseimbangan	0.27
bangunan	perlawanan	0.25
bangunan	pengumuman	0.25
bangunan	kemasan	0.3
bangunan	persahabatan	0.24
bangunan	tawaran	0.23
bangunan	pencapaian	0.3
bangunan	acuan	0.32
bangunan	kehormatan	0.25
bangunan	muatan	0.29
bangunan	percakapan	0.2
bangunan	ungkapan	0.2
bangunan	kenangan	0.27
bangunan	mainan	0.27
bangunan	rancangan	0.48
bangunan	karangan	0.25
bangunan	dorongan	0.19
bangunan	batasan	0.27
bangunan	bayangan	0.33
bangunan	tarian	0.26
bangunan	pertarungan	0.3
bangunan	usulan	0.29
bangunan	ledakan	0.37
bangunan	pengembang	0.37
bangunan	pembuka	0.2
bangunan	penerbit	0.2
bangunan	ingatan	0.26
bangunan	hiasan	0.4
bangunan	permulaan	0.27
bangunan	balasan	0.17
bangunan	pemecahan	0.22
bangunan	tuduhan	0.19
bangunan	penerbitan	0.33
bangunan	perdebatan	0.24
bangunan	tembakan	0.27
bangunan	keberanian	0.18
bangunan	ciuman	0.14
bangunan	anggapan	0.25
bangunan	perhiasan	0.35
bangunan	pukulan	0.23
bangunan	kutipan	0.25
bangunan	kepastian	0.24
bangunan	kebanggaan	0.28
bangunan	permukiman	0.53
bangunan	hunian	0.56
bangunan	kejutan	0.16
bangunan	tayangan	0.25
bangunan	pengantar	0.23
bangunan	kuburan	0.43
bangunan	pengorbanan	0.28
bangunan	pangkalan	0.4
bangunan	lembaran	0.31
bangunan	tendangan	0.23
bangunan	perpaduan	0.36
bangunan	kesedihan	0.18
bangunan	jalinan	0.26
bangunan	kejujuran	0.19
bangunan	senyuman	0.12
bangunan	keajaiban	0.34
bangunan	paduan	0.3
bangunan	perlombaan	0.25
bangunan	perkumpulan	0.31
bangunan	tautan	0.18
bangunan	keharusan	0.25
bangunan	pelukan	0.17
bangunan	perpisahan	0.17
bangunan	persidangan	0.26
bangunan	rumusan	0.17
bangunan	penyajian	0.24
bangunan	nyanyian	0.22
bangunan	kementerian	0.34
bangunan	perkampungan	0.46
bangunan	penanda	0.3
bangunan	pengabdian	0.24
bangunan	terobosan	0.21
bangunan	suntikan	0.14
bangunan	persimpangan	0.38
bangunan	kritikan	0.22
bangunan	pertemanan	0.22
bangunan	kekosongan	0.22
bangunan	percetakan	0.35
bangunan	halangan	0.3
bangunan	kutukan	0.16
bangunan	perbincangan	0.18
bangunan	kiriman	0.23
bangunan	kebodohan	0.18
bangunan	teriakan	0.21
bangunan	kejelasan	0.24
bangunan	pertengkaran	0.22
bangunan	ajakan	0.13
bangunan	kemewahan	0.31
bangunan	pelarian	0.26
bangunan	anjuran	0.14
bangunan	pencitraan	0.29
bangunan	ringkasan	0.16
bangunan	akhiran	0.13
bangunan	tontonan	0.25
bangunan	kerinduan	0.15
bangunan	jebakan	0.27
bangunan	pengkhianatan	0.18
bangunan	garapan	0.3
bangunan	terusan	0.32
bangunan	penegasan	0.25
bangunan	kontrakan	0.39
bangunan	cerminan	0.32
bangunan	lompatan	0.28
bangunan	renungan	0.2
bangunan	pelataran	0.48
bangunan	perempatan	0.29
bangunan	rangkuman	0.17
bangunan	ketukan	0.21
bangunan	bisikan	0.14
bangunan	bungkusan	0.23
bangunan	kerumitan	0.24
bangunan	pahatan	0.4
bangunan	sindiran	0.19
bangunan	kewajaran	0.19
bangunan	penantian	0.17
bangunan	pergelaran	0.22
bangunan	meteran	0.28
bangunan	tuturan	0.17
bangunan	ujaran	0.15
bangunan	penjepit	0.22
bangunan	penggaris	0.22
bangunan	tamparan	0.23
bangunan	hantaman	0.32
bangunan	layangan	0.27
bangunan	gurauan	0.15
bangunan	kelaziman	0.25
bangunan	kemustahilan	0.17
bangunan	penyerah	0.34
pembangunan	tindakan	0.37
pembangunan	gerakan	0.41
pembangunan	kerajaan	0.37
pembangunan	kematian	0.28
pembangunan	kebijakan	0.52
pembangunan	pembelajaran	0.42
pembangunan	serangan	0.34
pembangunan	tulisan	0.26
pembangunan	jawaban	0.17
pembangunan	perbedaan	0.25
pembangunan	kekuasaan	0.36
pembangunan	keputusan	0.3
pembangunan	keuntungan	0.3
pembangunan	kehilangan	0.18
pembangunan	kejadian	0.29
pembangunan	kendaraan	0.4
pembangunan	perasaan	0.18
pembangunan	pelajaran	0.27
pembangunan	ruangan	0.33
pembangunan	peningkatan	0.49
pembangunan	saluran	0.4
pembangunan	aliran	0.35
pembangunan	laporan	0.29
pembangunan	pemilihan	0.43
pembangunan	kemenangan	0.33
pembangunan	pernikahan	0.36
pembangunan	catatan	0.23
pembangunan	pertemuan	0.35
pembangunan	penjualan	0.39
pembangunan	kesalahan	0.26
pembangunan	pandangan	0.31
pembangunan	lapangan	0.46
pembangunan	perbuatan	0.32
pembangunan	keinginan	0.26
pembangunan	jabatan	0.35
pembangunan	penampilan	0.3
pembangunan	aturan	0.28
pembangunan	harapan	0.28
pembangunan	perencanaan	0.55
pembangunan	latihan	0.32
pembangunan	peralatan	0.38
pembangunan	penjelasan	0.2
pembangunan	kepercayaan	0.23
pembangunan	peraturan	0.35
pembangunan	kebiasaan	0.27
pembangunan	permasalahan	0.42
pembangunan	pemikiran	0.41
pembangunan	ajaran	0.29
pembangunan	permintaan	0.29
pembangunan	kebenaran	0.28
pembangunan	pemahaman	0.34
pembangunan	pernyataan	0.23
pembangunan	kebudayaan	0.48
pembangunan	perjanjian	0.36
pembangunan	campuran	0.27
pembangunan	pertempuran	0.34
pembangunan	pendekatan	0.42
pembangunan	pelatihan	0.38
pembangunan	sebutan	0.17
pembangunan	petunjuk	0.21
pembangunan	ketinggian	0.22
pembangunan	kebaikan	0.34
pembangunan	hukuman	0.25
pembangunan	ujian	0.27
pembangunan	perguruan	0.35
pembangunan	perjuangan	0.45
pembangunan	kejahatan	0.35
pembangunan	masakan	0.3
pembangunan	ketentuan	0.22
pembangunan	kewajiban	0.32
pembangunan	pengelolaan	0.58
pembangunan	kemajuan	0.56
pembangunan	penawaran	0.32
pembangunan	rekaman	0.26
pembangunan	persoalan	0.44
pembangunan	jurusan	0.26
pembangunan	satuan	0.33
pembangunan	peringatan	0.29
pembangunan	kenyataan	0.28
pembangunan	kecelakaan	0.31
pembangunan	ikatan	0.3
pembangunan	kekerasan	0.3
pembangunan	keyakinan	0.23
pembangunan	kesadaran	0.34
pembangunan	tantangan	0.31
pembangunan	panggilan	0.19
pembangunan	gambaran	0.31
pembangunan	pemandangan	0.33
pembangunan	potongan	0.23
pembangunan	ancaman	0.28
pembangunan	rangkaian	0.36
pembangunan	kunjungan	0.37
pembangunan	keberhasilan	0.45
pembangunan	kebebasan	0.3
pembangunan	keindahan	0.38
pembangunan	perbatasan	0.41
pembangunan	pertimbangan	0.31
pembangunan	kebetulan	0.22
pembangunan	persiapan	0.44
pembangunan	harian	0.26
pembangunan	pembicaraan	0.29
pembangunan	ucapan	0.17
pembangunan	pelabuhan	0.44
pembangunan	pertunjukan	0.36
pembangunan	pengadilan	0.31
pembangunan	lukisan	0.27
pembangunan	tuntutan	0.33
pembangunan	pelanggaran	0.33
pembangunan	gagasan	0.38
pembangunan	pesanan	0.2
pembangunan	penemuan	0.37
pembangunan	jaminan	0.34
pembangunan	perkebunan	0.41
pembangunan	lingkaran	0.29
pembangunan	daratan	0.33
pembangunan	kekalahan	0.24
pembangunan	pergerakan	0.42
pembangunan	percobaan	0.28
pembangunan	peradaban	0.47
pembangunan	kegagalan	0.34
pembangunan	perayaan	0.41
pembangunan	perkawinan	0.31
pembangunan	perekonomian	0.57
pembangunan	pengakuan	0.22
pembangunan	kajian	0.44
pembangunan	kesuksesan	0.37
pembangunan	dataran	0.28
pembangunan	persamaan	0.24
pembangunan	tinjauan	0.16
pembangunan	kesepakatan	0.31
pembangunan	perumahan	0.54
pembangunan	penutup	0.23
pembangunan	pemberontakan	0.39
pembangunan	pengajaran	0.41
pembangunan	kebahagiaan	0.26
pembangunan	susunan	0.35
pembangunan	kebakaran	0.36
pembangunan	undangan	0.25
pembangunan	kesimpulan	0.15
pembangunan	panduan	0.24
pembangunan	tahapan	0.39
pembangunan	larutan	0.19
pembangunan	angkutan	0.42
pembangunan	pengukuran	0.36
pembangunan	dugaan	0.24
pembangunan	keadilan	0.38
pembangunan	pameran	0.41
pembangunan	permohonan	0.3
pembangunan	keseimbangan	0.34
pembangunan	perlawanan	0.32
pembangunan	pengumuman	0.26
pembangunan	kemasan	0.24
pembangunan	persahabatan	0.28
pembangunan	tawaran	0.28
pembangunan	pencapaian	0.47
pembangunan	acuan	0.31
pembangunan	kehormatan	0.22
pembangunan	muatan	0.29
pembangunan	percakapan	0.22
pembangunan	ungkapan	0.16
pembangunan	kenangan	0.21
pembangunan	mainan	0.19
pembangunan	rancangan	0.48
pembangunan	karangan	0.22
pembangunan	dorongan	0.29
pembangunan	batasan	0.25
pembangunan	bayangan	0.22
pembangunan	tarian	0.27
pembangunan	pertarungan	0.36
pembangunan	usulan	0.42
pembangunan	ledakan	0.35
pembangunan	pengembang	0.45
pembangunan	pembuka	0.28
pembangunan	penerbit	0.17
pembangunan	ingatan	0.22
pembangunan	hiasan	0.24
pembangunan	permulaan	0.31
pembangunan	balasan	0.19
pembangunan	pemecahan	0.39
pembangunan	tuduhan	0.21
pembangunan	penerbitan	0.37
pembangunan	perdebatan	0.3
pembangunan	tembakan	0.22
pembangunan	keberanian	0.21
pembangunan	ciuman	0.16
pembangunan	anggapan	0.25
pembangunan	perhiasan	0.23
pembangunan	pukulan	0.19
pembangunan	kutipan	0.18
pembangunan	kepastian	0.32
pembangunan	kebanggaan	0.26
pembangunan	permukiman	0.51
pembangunan	hunian	0.47
pembangunan	kejutan	0.18
pembangunan	tayangan	0.25
pembangunan	pengantar	0.25
pembangunan	kuburan	0.31
pembangunan	pengorbanan	0.3
pembangunan	pangkalan	0.39
pembangunan	lembaran	0.23
pembangunan	tendangan	0.19
pembangunan	perpaduan	0.29
pembangunan	kesedihan	0.15
pembangunan	jalinan	0.32
pembangunan	kejujuran	0.25
pembangunan	senyuman	0.13
pembangunan	keajaiban	0.3
pembangunan	paduan	0.24
pembangunan	perlombaan	0.36
pembangunan	perkumpulan	0.29
pembangunan	tautan	0.16
pembangunan	keharusan	0.25
pembangunan	pelukan	0.14
pembangunan	perpisahan	0.21
pembangunan	persidangan	0.32
pembangunan	rumusan	0.26
pembangunan	penyajian	0.26
pembangunan	nyanyian	0.22
pembangunan	kementerian	0.4
pembangunan	perkampungan	0.4
pembangunan	penanda	0.28
pembangunan	pengabdian	0.4
pembangunan	terobosan	0.37
pembangunan	suntikan	0.21
pembangunan	persimpangan	0.36
pembangunan	kritikan	0.24
pembangunan	pertemanan	0.26
pembangunan	kekosongan	0.26
pembangunan	percetakan	0.31
pembangunan	halangan	0.28
pembangunan	kutukan	0.13
pembangunan	perbincangan	0.26
pembangunan	kiriman	0.17
pembangunan	kebodohan	0.26
pembangunan	teriakan	0.18
pembangunan	kejelasan	0.3
pembangunan	pertengkaran	0.2
pembangunan	ajakan	0.21
pembangunan	kemewahan	0.31
pembangunan	pelarian	0.28
pembangunan	anjuran	0.17
pembangunan	pencitraan	0.37
pembangunan	ringkasan	0.17
pembangunan	akhiran	0.07
pembangunan	tontonan	0.21
pembangunan	kerinduan	0.18
pembangunan	jebakan	0.24
pembangunan	pengkhianatan	0.29
pembangunan	garapan	0.33
pembangunan	terusan	0.38
pembangunan	penegasan	0.24
pembangunan	kontrakan	0.27
pembangunan	cerminan	0.33
pembangunan	lompatan	0.31
pembangunan	renungan	0.21
pembangunan	pelataran	0.36
pembangunan	perempatan	0.28
pembangunan	rangkuman	0.14
pembangunan	ketukan	0.14
pembangunan	bisikan	0.15
pembangunan	bungkusan	0.18
pembangunan	kerumitan	0.26
pembangunan	pahatan	0.2
pembangunan	sindiran	0.17
pembangunan	kewajaran	0.2
pembangunan	penantian	0.24
pembangunan	pergelaran	0.32
pembangunan	meteran	0.19
pembangunan	tuturan	0.14
pembangunan	ujaran	0.15
pembangunan	penjepit	0.17
pembangunan	penggaris	0.15
pembangunan	tamparan	0.17
pembangunan	hantaman	0.21
pembangunan	layangan	0.19
pembangunan	gurauan	0.1
pembangunan	kelaziman	0.21
pembangunan	kemustahilan	0.2
pembangunan	penyerah	0.38
tindakan	gerakan	0.51
tindakan	kerajaan	0.21
tindakan	kematian	0.36
tindakan	kebijakan	0.57
tindakan	pembelajaran	0.44
tindakan	serangan	0.43
tindakan	tulisan	0.33
tindakan	jawaban	0.32
tindakan	perbedaan	0.35
tindakan	kekuasaan	0.35
tindakan	keputusan	0.61
tindakan	keuntungan	0.41
tindakan	kehilangan	0.31
tindakan	kejadian	0.53
tindakan	kendaraan	0.27
tindakan	perasaan	0.42
tindakan	pelajaran	0.37
tindakan	ruangan	0.3
tindakan	peningkatan	0.41
tindakan	saluran	0.32
tindakan	aliran	0.28
tindakan	laporan	0.4
tindakan	pemilihan	0.4
tindakan	kemenangan	0.34
tindakan	pernikahan	0.34
tindakan	catatan	0.37
tindakan	pertemuan	0.35
tindakan	penjualan	0.36
tindakan	kesalahan	0.53
tindakan	pandangan	0.44
tindakan	lapangan	0.34
tindakan	perbuatan	0.69
tindakan	keinginan	0.44
tindakan	jabatan	0.32
tindakan	penampilan	0.36
tindakan	aturan	0.42
tindakan	harapan	0.38
tindakan	perencanaan	0.48
tindakan	latihan	0.42
tindakan	peralatan	0.36
tindakan	penjelasan	0.44
tindakan	kepercayaan	0.36
tindakan	peraturan	0.45
tindakan	kebiasaan	0.47
tindakan	permasalahan	0.42
tindakan	pemikiran	0.5
tindakan	ajaran	0.34
tindakan	permintaan	0.36
tindakan	kebenaran	0.38
tindakan	pemahaman	0.46
tindakan	pernyataan	0.49
tindakan	kebudayaan	0.29
tindakan	perjanjian	0.39
tindakan	campuran	0.28
tindakan	pertempuran	0.33
tindakan	pendekatan	0.51
tindakan	pelatihan	0.37
tindakan	sebutan	0.26
tindakan	petunjuk	0.4
tindakan	ketinggian	0.25
tindakan	kebaikan	0.43
tindakan	hukuman	0.48
tindakan	ujian	0.3
tindakan	perguruan	0.22
tindakan	perjuangan	0.42
tindakan	kejahatan	0.52
tindakan	masakan	0.22
tindakan	ketentuan	0.39
tindakan	kewajiban	0.41
tindakan	pengelolaan	0.42
tindakan	kemajuan	0.41
tindakan	penawaran	0.28
tindakan	rekaman	0.34
tindakan	persoalan	0.39
tindakan	jurusan	0.25
tindakan	satuan	0.3
tindakan	peringatan	0.41
tindakan	kenyataan	0.42
tindakan	kecelakaan	0.37
tindakan	ikatan	0.29
tindakan	kekerasan	0.5
tindakan	keyakinan	0.43
tindakan	kesadaran	0.44
tindakan	tantangan	0.32
tindakan	panggilan	0.37
tindakan	gambaran	0.43
tindakan	pemandangan	0.31
tindakan	potongan	0.26
tindakan	ancaman	0.47
tindakan	rangkaian	0.44
tindakan	kunjungan	0.36
tindakan	keberhasilan	0.45
tindakan	kebebasan	0.37
tindakan	keindahan	0.28
tindakan	perbatasan	0.26
tindakan	pertimbangan	0.5
tindakan	kebetulan	0.31
tindakan	persiapan	0.46
tindakan	harian	0.3
tindakan	pembicaraan	0.36
tindakan	ucapan	0.46
tindakan	pelabuhan	0.18
tindakan	pertunjukan	0.37
tindakan	pengadilan	0.35
tindakan	lukisan	0.27
tindakan	tuntutan	0.44
tindakan	pelanggaran	0.55
tindakan	gagasan	0.43
tindakan	pesanan	0.22
tindakan	penemuan	0.37
tindakan	jaminan	0.39
tindakan	perkebunan	0.2
tindakan	lingkaran	0.27
tindakan	daratan	0.17
tindakan	kekalahan	0.34
tindakan	pergerakan	0.42
tindakan	percobaan	0.45
tindakan	peradaban	0.25
tindakan	kegagalan	0.42
tindakan	perayaan	0.37
tindakan	perkawinan	0.32
tindakan	perekonomian	0.23
tindakan	pengakuan	0.43
tindakan	kajian	0.4
tindakan	kesuksesan	0.35
tindakan	dataran	0.22
tindakan	persamaan	0.25
tindakan	tinjauan	0.27
tindakan	kesepakatan	0.42
tindakan	perumahan	0.23
tindakan	penutup	0.27
tindakan	pemberontakan	0.41
tindakan	pengajaran	0.43
tindakan	kebahagiaan	0.28
tindakan	susunan	0.31
tindakan	kebakaran	0.31
tindakan	undangan	0.24
tindakan	kesimpulan	0.46
tindakan	panduan	0.36
tindakan	tahapan	0.44
tindakan	larutan	0.23
tindakan	angkutan	0.23
tindakan	pengukuran	0.42
tindakan	dugaan	0.38
tindakan	keadilan	0.32
tindakan	pameran	0.27
tindakan	permohonan	0.37
tindakan	keseimbangan	0.32
tindakan	perlawanan	0.45
tindakan	pengumuman	0.35
tindakan	kemasan	0.23
tindakan	persahabatan	0.3
tindakan	tawaran	0.32
tindakan	pencapaian	0.42
tindakan	acuan	0.37
tindakan	kehormatan	0.33
tindakan	muatan	0.25
tindakan	percakapan	0.4
tindakan	ungkapan	0.4
tindakan	kenangan	0.25
tindakan	mainan	0.25
tindakan	rancangan	0.4
tindakan	karangan	0.27
tindakan	dorongan	0.46
tindakan	batasan	0.35
tindakan	bayangan	0.28
tindakan	tarian	0.28
tindakan	pertarungan	0.33
tindakan	usulan	0.42
tindakan	ledakan	0.3
tindakan	pengembang	0.25
tindakan	pembuka	0.27
tindakan	penerbit	0.19
tindakan	ingatan	0.28
tindakan	hiasan	0.24
tindakan	permulaan	0.4
tindakan	balasan	0.45
tindakan	pemecahan	0.45
tindakan	tuduhan	0.41
tindakan	penerbitan	0.28
tindakan	perdebatan	0.31
tindakan	tembakan	0.32
tindakan	keberanian	0.42
tindakan	ciuman	0.29
tindakan	anggapan	0.41
tindakan	perhiasan	0.23
tindakan	pukulan	0.38
tindakan	kutipan	0.36
tindakan	kepastian	0.36
tindakan	kebanggaan	0.26
tindakan	permukiman	0.25
tindakan	hunian	0.21
tindakan	kejutan	0.31
tindakan	tayangan	0.33
tindakan	pengantar	0.25
tindakan	kuburan	0.22
tindakan	pengorbanan	0.45
tindakan	pangkalan	0.25
tindakan	lembaran	0.25
tindakan	tendangan	0.31
tindakan	perpaduan	0.32
tindakan	kesedihan	0.28
tindakan	jalinan	0.33
tindakan	kejujuran	0.33
tindakan	senyuman	0.25
tindakan	keajaiban	0.28
tindakan	paduan	0.19
tindakan	perlombaan	0.3
tindakan	perkumpulan	0.28
tindakan	tautan	0.18
tindakan	keharusan	0.39
tindakan	pelukan	0.23
tindakan	perpisahan	0.32
tindakan	persidangan	0.36
tindakan	rumusan	0.4
tindakan	penyajian	0.33
tindakan	nyanyian	0.27
tindakan	kementerian	0.22
tindakan	perkampungan	0.19
tindakan	penanda	0.27
tindakan	pengabdian	0.39
tindakan	terobosan	0.39
tindakan	suntikan	0.28
tindakan	persimpangan	0.27
tindakan	kritikan	0.36
tindakan	pertemanan	0.28
tindakan	kekosongan	0.29
tindakan	percetakan	0.18
tindakan	halangan	0.29
tindakan	kutukan	0.28
tindakan	perbincangan	0.31
tindakan	kiriman	0.23
tindakan	kebodohan	0.35
tindakan	teriakan	0.32
tindakan	kejelasan	0.35
tindakan	pertengkaran	0.31
tindakan	ajakan	0.37
tindakan	kemewahan	0.22
tindakan	pelarian	0.33
tindakan	anjuran	0.42
tindakan	pencitraan	0.39
tindakan	ringkasan	0.37
tindakan	akhiran	0.18
tindakan	tontonan	0.33
tindakan	kerinduan	0.22
tindakan	jebakan	0.25
tindakan	pengkhianatan	0.44
tindakan	garapan	0.24
tindakan	terusan	0.27
tindakan	penegasan	0.44
tindakan	kontrakan	0.13
tindakan	cerminan	0.42
tindakan	lompatan	0.33
tindakan	renungan	0.35
tindakan	pelataran	0.23
tindakan	perempatan	0.19
tindakan	rangkuman	0.33
tindakan	ketukan	0.21
tindakan	bisikan	0.28
tindakan	bungkusan	0.21
tindakan	kerumitan	0.27
tindakan	pahatan	0.22
tindakan	sindiran	0.33
tindakan	kewajaran	0.33
tindakan	penantian	0.32
tindakan	pergelaran	0.31
tindakan	meteran	0.21
tindakan	tuturan	0.3
tindakan	ujaran	0.35
tindakan	penjepit	0.26
tindakan	penggaris	0.21
tindakan	tamparan	0.39
tindakan	hantaman	0.21
tindakan	layangan	0.22
tindakan	gurauan	0.34
tindakan	kelaziman	0.33
tindakan	kemustahilan	0.31
tindakan	penyerah	0.4
gerakan	kerajaan	0.25
gerakan	kematian	0.29
gerakan	kebijakan	0.36
gerakan	pembelajaran	0.36
gerakan	serangan	0.44
gerakan	tulisan	0.33
gerakan	jawaban	0.2
gerakan	perbedaan	0.33
gerakan	kekuasaan	0.34
gerakan	keputusan	0.27
gerakan	keuntungan	0.31
gerakan	kehilangan	0.27
gerakan	kejadian	0.33
gerakan	kendaraan	0.29
gerakan	perasaan	0.33
gerakan	pelajaran	0.31
gerakan	ruangan	0.29
gerakan	peningkatan	0.38
gerakan	saluran	0.3
gerakan	aliran	0.51
gerakan	laporan	0.26
gerakan	pemilihan	0.36
gerakan	kemenangan	0.33
gerakan	pernikahan	0.22
gerakan	catatan	0.3
gerakan	pertemuan	0.33
gerakan	penjualan	0.31
gerakan	kesalahan	0.34
gerakan	pandangan	0.4
gerakan	lapangan	0.34
gerakan	perbuatan	0.41
gerakan	keinginan	0.32
gerakan	jabatan	0.21
gerakan	penampilan	0.3
gerakan	aturan	0.3
gerakan	harapan	0.24
gerakan	perencanaan	0.32
gerakan	latihan	0.51
gerakan	peralatan	0.32
gerakan	penjelasan	0.25
gerakan	kepercayaan	0.26
gerakan	peraturan	0.28
gerakan	kebiasaan	0.36
gerakan	permasalahan	0.31
gerakan	pemikiran	0.46
gerakan	ajaran	0.35
gerakan	permintaan	0.23
gerakan	kebenaran	0.29
gerakan	pemahaman	0.41
gerakan	pernyataan	0.31
gerakan	kebudayaan	0.38
gerakan	perjanjian	0.28
gerakan	campuran	0.28
gerakan	pertempuran	0.36
gerakan	pendekatan	0.41
gerakan	pelatihan	0.42
gerakan	sebutan	0.24
gerakan	petunjuk	0.27
gerakan	ketinggian	0.27
gerakan	kebaikan	0.34
gerakan	hukuman	0.25
gerakan	ujian	0.21
gerakan	perguruan	0.3
gerakan	perjuangan	0.48
gerakan	kejahatan	0.33
gerakan	masakan	0.27
gerakan	ketentuan	0.19
gerakan	kewajiban	0.29
gerakan	pengelolaan	0.33
gerakan	kemajuan	0.43
gerakan	penawaran	0.21
gerakan	rekaman	0.38
gerakan	persoalan	0.33
gerakan	jurusan	0.22
gerakan	satuan	0.32
gerakan	peringatan	0.31
gerakan	kenyataan	0.27
gerakan	kecelakaan	0.24
gerakan	ikatan	0.3
gerakan	kekerasan	0.38
gerakan	keyakinan	0.3
gerakan	kesadaran	0.42
gerakan	tantangan	0.3
gerakan	panggilan	0.26
gerakan	gambaran	0.36
gerakan	pemandangan	0.33
gerakan	potongan	0.28
gerakan	ancaman	0.33
gerakan	rangkaian	0.41
gerakan	kunjungan	0.28
