noun_w_ekor	noun_w_orang	cossim
kumbang	orang	0.27
kumbang	sendiri	0.22
kumbang	diri	0.21
kumbang	manusia	0.26
kumbang	wanita	0.26
kumbang	anggota	0.19
kumbang	siswa	0.18
kumbang	pihak	0.14
kumbang	pria	0.25
kumbang	guru	0.22
kumbang	perempuan	0.22
kumbang	teman	0.2
kumbang	warga	0.22
kumbang	bayi	0.23
kumbang	mahasiswa	0.17
kumbang	dokter	0.12
kumbang	internet	0.15
kumbang	raja	0.21
kumbang	rakyat	0.2
kumbang	ahli	0.17
kumbang	tokoh	0.22
kumbang	tenaga	0.18
kumbang	kaum	0.22
kumbang	istri	0.18
kumbang	militer	0.12
kumbang	gadis	0.3
kumbang	dewasa	0.16
kumbang	suami	0.17
kumbang	calon	0.19
kumbang	asing	0.17
kumbang	ayah	0.21
kumbang	tamu	0.2
kumbang	remaja	0.22
kumbang	umat	0.22
kumbang	mantan	0.22
kumbang	publik	0.14
kumbang	korban	0.24
kumbang	konsumen	0.19
kumbang	putra	0.19
kumbang	saudara	0.16
kumbang	putri	0.19
kumbang	presiden	0.15
kumbang	makhluk	0.3
kumbang	pasien	0.19
kumbang	polisi	0.15
kumbang	sobat	0.19
kumbang	sahabat	0.19
kumbang	staf	0.08
kumbang	aktor	0.22
kumbang	ulama	0.25
kumbang	artis	0.24
kumbang	lawan	0.17
kumbang	kontak	0.17
kumbang	lelaki	0.27
kumbang	murid	0.16
kumbang	ketua	0.11
kumbang	wakil	0.15
kumbang	pegawai	0.16
kumbang	musuh	0.26
kumbang	adik	0.2
kumbang	dewa	0.25
kumbang	mas	0.12
kumbang	kakak	0.22
kumbang	produsen	0.26
kumbang	menteri	0.12
kumbang	mitra	0.2
kumbang	raksasa	0.28
kumbang	blogger	0.15
kumbang	manajer	0.08
kumbang	dosen	0.16
kumbang	sutradara	0.1
kumbang	buruh	0.22
kumbang	nenek	0.2
kumbang	induk	0.3
kumbang	rekan	0.15
kumbang	tetangga	0.2
kumbang	kuasa	0.08
kumbang	bandar	0.16
kumbang	malaikat	0.17
kumbang	gubernur	0.1
kumbang	prajurit	0.25
kumbang	admin	0.07
kumbang	tukang	0.2
kumbang	user	0.11
kumbang	operator	0.12
kumbang	pakar	0.18
kumbang	wartawan	0.18
kumbang	pacar	0.1
kumbang	produser	0.14
kumbang	senior	0.13
kumbang	wali	0.11
kumbang	saksi	0.16
kumbang	kawan	0.23
kumbang	hamba	0.16
kumbang	seniman	0.21
kumbang	musisi	0.25
kumbang	hakim	0.12
kumbang	kaisar	0.18
kumbang	famili	0.37
kumbang	pahlawan	0.27
kumbang	sarjana	0.07
kumbang	investor	0.15
kumbang	haji	0.15
kumbang	perwira	0.19
kumbang	eksekutif	0.13
kumbang	budak	0.2
kumbang	mama	0.13
kumbang	cucu	0.2
kumbang	bupati	0.14
kumbang	nelayan	0.23
kumbang	hantu	0.22
kumbang	atlet	0.22
kumbang	isteri	0.2
kumbang	leader	0.09
kumbang	pendeta	0.16
kumbang	direktur	0.06
kumbang	formasi	0.15
kumbang	panitia	0.14
kumbang	aktivis	0.2
kumbang	official	0.25
kumbang	jenderal	0.14
kumbang	kafir	0.15
kumbang	pilot	0.18
kumbang	kandidat	0.14
kumbang	mayat	0.22
kumbang	wasit	0.14
kumbang	balita	0.17
kumbang	pangeran	0.19
kumbang	asisten	0.09
kumbang	responden	0.09
kumbang	juru	0.08
kumbang	awak	0.13
kumbang	distributor	0.15
kumbang	kakek	0.25
kumbang	profesor	0.1
kumbang	komandan	0.12
kumbang	kerabat	0.16
kumbang	komunis	0.17
kumbang	teroris	0.21
kumbang	leluhur	0.18
kumbang	arsitek	0.13
kumbang	politisi	0.21
kumbang	ratu	0.2
kumbang	pribumi	0.12
kumbang	desainer	0.18
kumbang	kapten	0.1
kumbang	sekutu	0.15
kumbang	alumni	0.11
kumbang	sponsor	0.15
kumbang	master	0.08
kumbang	spesialis	0.15
kumbang	atasan	0.14
kumbang	santri	0.23
kumbang	sekretaris	0.05
kumbang	putera	0.16
kumbang	kritikus	0.25
kumbang	abang	0.2
kumbang	oknum	0.18
kumbang	konsultan	0.15
kumbang	player	0.13
kumbang	filsuf	0.16
kumbang	turis	0.19
kumbang	monster	0.29
kumbang	mahluk	0.27
kumbang	tante	0.07
kumbang	bidan	0.07
kumbang	rasul	0.1
kumbang	iblis	0.22
kumbang	janda	0.17
kumbang	jamaah	0.22
kumbang	fotografer	0.14
kumbang	elit	0.15
kumbang	kader	0.16
kumbang	waris	0.12
kumbang	insinyur	0.21
kumbang	subyek	0.17
kumbang	dukun	0.13
kumbang	audit	0.09
kumbang	kru	0.13
kumbang	sopir	0.19
kumbang	duta	0.16
kumbang	doktor	0.09
kumbang	bubur	0.23
kumbang	bocah	0.26
kumbang	driver	0.15
kumbang	intelijen	0.11
kumbang	praktisi	0.15
kumbang	walikota	0.08
kumbang	obesitas	0.07
kumbang	siswi	0.13
kumbang	finalis	0.17
kumbang	sultan	0.12
kumbang	panglima	0.21
kumbang	imigran	0.18
kumbang	hacker	0.15
kumbang	puteri	0.21
kumbang	optimis	0.08
kumbang	family	0.15
kumbang	resepsionis	0.08
kumbang	bajak	0.19
kumbang	delegasi	0.1
kumbang	revolusioner	0.18
kumbang	developer	0.16
kumbang	keponakan	0.2
kumbang	teknisi	0.18
kumbang	jago	0.24
kumbang	ninja	0.21
kumbang	kiper	0.11
kumbang	propaganda	0.18
kumbang	nasionalis	0.16
kumbang	netizen	0.17
kumbang	mahasiswi	0.12
kumbang	mempelai	0.22
kumbang	psikolog	0.09
kumbang	analis	0.15
kumbang	donor	0.18
kumbang	striker	0.18
kumbang	ekonom	0.12
kumbang	sufi	0.14
kumbang	tuna	0.18
kumbang	supir	0.15
kumbang	konselor	0.09
kumbang	diplomat	0.12
kumbang	ksatria	0.2
kumbang	dalang	0.16
kumbang	rektor	0.13
kumbang	inspeksi	0.18
kumbang	wirausaha	0.13
kumbang	majikan	0.12
kumbang	administrator	0.06
kumbang	ojek	0.2
kumbang	general	0.06
kumbang	kapitalis	0.15
kumbang	suporter	0.14
kumbang	alim	0.15
kumbang	mukmin	0.17
kumbang	siluman	0.21
kumbang	suster	0.11
kumbang	guide	0.11
kumbang	detektif	0.11
kumbang	jaksa	0.1
kumbang	agent	0.07
kumbang	kolektor	0.22
kumbang	business	0.01
kumbang	macan	0.34
kumbang	elite	0.11
kumbang	pendekar	0.27
kumbang	pastor	0.2
kumbang	sanak	0.14
kumbang	kontributor	0.15
kumbang	trader	0.12
kumbang	preman	0.24
kumbang	mafia	0.18
kumbang	direksi	0.03
kumbang	konduktor	0.19
kumbang	fasilitator	0.14
kumbang	miss	0.01
kumbang	kristen	0.07
kumbang	partisipan	0.09
kumbang	bibi	0.14
kumbang	pramuka	0.24
kumbang	birokrat	0.11
kumbang	pensiunan	0.17
kumbang	anarkis	0.12
kumbang	mentor	0.17
kumbang	rias	0.13
kumbang	botani	0.08
kumbang	programmer	0.13
kumbang	designer	0.11
kumbang	hadirin	0.19
kumbang	jemaah	0.23
kumbang	narapidana	0.19
kumbang	kasir	0.07
kumbang	panutan	0.15
kumbang	gerombolan	0.24
kumbang	biksu	0.16
kumbang	debitur	0.14
kumbang	supplier	0.16
kumbang	diktator	0.16
kumbang	abdi	0.15
kumbang	sesepuh	0.17
kumbang	lesbian	0.12
kumbang	lurah	0.14
kumbang	satpam	0.12
kumbang	kurir	0.13
kumbang	engineer	0.1
kumbang	migran	0.21
kumbang	koruptor	0.23
kumbang	demonstran	0.19
kumbang	sandera	0.16
kumbang	astronot	0.14
kumbang	serdadu	0.25
kumbang	martir	0.12
kumbang	kiai	0.19
kumbang	pramugari	0.15
kumbang	motivator	0.19
kumbang	kesatria	0.21
kumbang	bendahara	0.09
kumbang	downline	0.11
kumbang	perawi	0.17
kumbang	kuli	0.18
kumbang	kreditur	0.09
kumbang	kyai	0.15
kumbang	biang	0.21
kumbang	pesimis	0.08
kumbang	saudagar	0.21
kumbang	audiens	0.18
kumbang	dai	0.14
kumbang	maling	0.2
kumbang	regulator	0.15
kumbang	founder	0.15
kumbang	moderator	0.13
kumbang	pujangga	0.16
kumbang	alumnus	0.17
kumbang	komunikator	0.21
kumbang	entrepreneur	0.11
kumbang	redaktur	0.1
kumbang	separatis	0.17
kumbang	bujang	0.18
kumbang	mumi	0.15
kumbang	independent	0.03
kumbang	konsul	0.08
kumbang	tutor	0.09
kumbang	laskar	0.2
kumbang	badut	0.21
kumbang	informan	0.16
kumbang	mediator	0.13
kumbang	humas	0.12
kumbang	psikiater	0.03
kumbang	otodidak	0.13
kumbang	cleaning	0.09
kumbang	indo	0.09
kumbang	pesepakbola	0.28
kumbang	filosof	0.09
kumbang	krama	0.07
kumbang	brahmana	0.23
kumbang	simpatisan	0.14
kumbang	petahana	0.12
kumbang	musafir	0.16
kumbang	duda	0.16
kumbang	eksportir	0.17
kumbang	guest	0.06
kumbang	wiraswasta	0.11
kumbang	nona	0.2
kumbang	deputi	0.05
kumbang	buronan	0.2
kumbang	ateis	0.07
kumbang	sosiolog	0.06
kumbang	narator	0.18
kumbang	maestro	0.21
kumbang	perompak	0.21
kumbang	tabib	0.13
kumbang	konseli	0.12
kumbang	woman	0.04
kumbang	punggawa	0.08
kumbang	firaun	0.17
kumbang	humanis	0.08
kumbang	intel	0.12
kumbang	tameng	0.17
kumbang	komunikan	0.13
kumbang	pengamen	0.22
kumbang	naturalis	0.1
kumbang	waria	0.15
kumbang	technical	0.09
kumbang	marinir	0.16
kumbang	bandit	0.21
kumbang	inspektur	0.14
kumbang	syetan	0.22
kumbang	pecundang	0.16
kumbang	borjuis	0.11
kumbang	pialang	0.24
kumbang	ekspatriat	0.14
kumbang	praja	0.08
kumbang	miliarder	0.14
kumbang	satria	0.16
kumbang	laksamana	0.16
kumbang	maniak	0.17
kumbang	transmigran	0.19
kumbang	blasteran	0.13
kumbang	mujtahid	0.1
kumbang	tiran	0.13
kumbang	decision	0.02
kumbang	sepuh	0.19
kumbang	resign	0.09
kumbang	marketer	0.05
kumbang	prabu	0.13
kumbang	koboi	0.23
kumbang	persona	0.02
kumbang	fighter	0.18
kumbang	pegiat	0.16
kumbang	priyayi	0.12
kumbang	mbok	0.08
kumbang	agamis	0.13
kumbang	purnawirawan	0.18
kumbang	peragawati	0.21
kumbang	demokrat	0.07
kumbang	mantri	0.15
kumbang	syuhada	0.19
kumbang	sekuriti	0.13
kumbang	mujahid	0.21
kumbang	idiot	0.14
kumbang	demokratik	0.12
kumbang	salesman	0.08
kumbang	eyang	0.15
kumbang	bajingan	0.24
kumbang	selebritas	0.22
kumbang	paramedis	0.07
kumbang	dirigen	0.12
kumbang	translator	0.12
kumbang	principal	0.03
kumbang	panitera	0.16
kumbang	panelis	0.11
kumbang	orator	0.22
kumbang	mursyid	0.07
kumbang	algojo	0.1
kumbang	pawang	0.22
kumbang	sersan	0.1
kumbang	rentenir	0.15
kumbang	kompeni	0.12
kumbang	superstar	0.18
kumbang	ekstremis	0.2
kumbang	perjaka	0.17
kumbang	comic	0.1
kumbang	jagal	0.22
kumbang	diva	0.17
kumbang	modernis	0.14
kumbang	sipir	0.17
kumbang	partisan	0.13
kumbang	patriot	0.2
kumbang	habib	0.17
kumbang	materialis	0.15
kumbang	inovator	0.26
kumbang	sahaya	0.18
kumbang	polwan	0.21
kumbang	mubaligh	0.12
kumbang	pemrakarsa	0.06
kumbang	mahasiwa	0.16
kumbang	observer	0.12
kumbang	saintis	0.08
kumbang	akrobatik	0.19
kumbang	raden	0.12
kumbang	volunteer	0.14
kumbang	bintara	0.1
kumbang	cagub	0.14
kumbang	kondektur	0.14
kumbang	opsir	0.09
kumbang	bodyguard	0.12
kumbang	negosiator	0.06
kumbang	agnostik	0.01
kumbang	angota	0.1
kumbang	reserse	0.13
kumbang	teknokrat	0.16
kumbang	oportunis	0.14
kumbang	flamboyan	0.16
kumbang	mucikari	0.05
kumbang	terperiksa	0.16
kumbang	biduan	0.21
kumbang	konstruktivis	0.11
kumbang	cerpenis	0.17
kumbang	sinden	0.15
kumbang	binatu	0.18
kumbang	kiyai	0.18
kumbang	romusha	0.19
kumbang	wapres	0.13
kumbang	pelayat	0.19
kumbang	bumiputera	0.12
kumbang	nyai	0.11
kumbang	mantu	0.2
kumbang	bartender	0.1
kumbang	enterpreneur	0.09
kumbang	ekstrovert	0.08
kumbang	formatur	0.12
kumbang	rohaniawan	0.14
kumbang	rasionalis	0.13
kumbang	gigolo	0.09
kumbang	presidium	0.1
kumbang	upline	0.05
kumbang	asesor	0.1
kumbang	nahkoda	0.08
kumbang	franchisee	0.11
kumbang	evaluator	0.13
kumbang	porter	0.15
kumbang	sensei	0.03
kumbang	buzzer	0.12
kumbang	lover	0.11
kumbang	sayyid	0.12
kumbang	keparat	0.21
kumbang	marsekal	0.17
kumbang	kontrolir	0.07
kumbang	mubalig	0.17
kumbang	organisator	0.16
kumbang	balerina	0.12
kumbang	selebgram	0.13
kumbang	bumiputra	0.11
kumbang	kopral	0.17
kumbang	kalifah	0.12
kumbang	perias	0.22
kumbang	arsiparis	0.11
kumbang	gentlemen	0.1
kumbang	waiter	0.09
kumbang	loper	0.19
kumbang	waliyullah	0.06
kumbang	marxis	0.06
kumbang	liberalis	0.14
kumbang	judoka	0.13
kumbang	businessman	0.16
kumbang	syaman	0.11
kumbang	widyaiswara	0.15
kumbang	learner	0.02
kumbang	ginekolog	0.01
kumbang	residivis	0.18
kumbang	tumenggung	0.13
kumbang	ketum	0.09
kumbang	murabbi	0.11
kumbang	wagub	0.06
kumbang	vlogger	0.16
kumbang	kapolda	0.19
kumbang	kacung	0.19
kumbang	koleris	0.09
kumbang	moralis	0.11
kumbang	propagandis	0.2
kumbang	voter	0.04
kumbang	adopter	0.2
kumbang	inlander	0.09
kumbang	peresensi	0.14
kumbang	klinisi	0.01
kumbang	jongos	0.17
kumbang	mayoret	0.22
kumbang	devi	0.09
kumbang	waskita	0.13
kumbang	ballerina	0.09
kumbang	enterpreneurship	0.08
kumbang	jugun	0.03
kumbang	mukminah	0.28
kumbang	teungku	0.13
kumbang	mandataris	0.09
kumbang	reformer	0.21
kumbang	grader	0.13
kumbang	sekularis	0.13
kumbang	filosuf	0.09
kumbang	konservator	0.17
kumbang	madam	0.18
kumbang	masbuk	0.09
kumbang	cendikia	0.13
kumbang	validator	0.13
kumbang	terroris	0.15
kumbang	duchess	0.05
kumbang	meneer	0.14
kumbang	godfather	0.19
kumbang	assessor	0.05
kumbang	paramedik	0.06
kumbang	egoistik	0.12
kumbang	floris	0.16
kumbang	biduanita	0.24
kumbang	clairvoyance	0.07
kumbang	bhiksuni	0.19
kumbang	evangelist	0.06
kumbang	gatekeeper	0.08
kumbang	diktaktor	0.18
kumbang	ekspat	0.09
kumbang	inspektor	0.19
kumbang	superintendent	0.05
kumbang	foreman	0.18
kumbang	golfer	0.12
kumbang	sebatangkara	0.37
kumbang	herpetolog	0.17
kumbang	strategist	0.03
kumbang	selebtwit	0.25
kumbang	achiever	0.02
kumbang	hispanik	0.19
kumbang	ghostwriter	0.17
kumbang	nulipara	0.24
kumbang	legalis	0.18
kumbang	networker	0
kumbang	monetaris	0.13
kumbang	pamongpraja	0.11
kumbang	pengibing	0.22
kumbang	taekwondoin	0.11
kumbang	paedofil	0.09
kumbang	campers	0.18
kumbang	pramusiwi	0.14
kumbang	wirausahaan	0.11
kumbang	kooperator	0.15
kumbang	perempuaan	0.21
kumbang	markonis	0.16
kumbang	sadomasokis	0.21
kumbang	mushalli	0.21
kumbang	mubayyin	0.21
kumbang	koder	0.21
kumbang	laksmana	0.23
kumbang	nonpartisipan	0.08
kumbang	kristalografer	0.15
kumbang	marbut	0.12
kumbang	snowboarder	0.1
kumbang	crossline	0.05
kumbang	murabi	0.22
kumbang	postrukturalis	0.18
kumbang	budayan	0.14
kumbang	penaluk	0.26
kumbang	propagandais	0.13
kumbang	khatamul	0.11
kumbang	controlleur	0.13
ikan	orang	0.33
ikan	sendiri	0.23
ikan	diri	0.32
ikan	manusia	0.4
ikan	wanita	0.28
ikan	anggota	0.24
ikan	siswa	0.23
ikan	pihak	0.18
ikan	pria	0.28
ikan	guru	0.2
ikan	perempuan	0.29
ikan	teman	0.24
ikan	warga	0.31
ikan	bayi	0.33
ikan	mahasiswa	0.22
ikan	dokter	0.2
ikan	internet	0.2
ikan	raja	0.3
ikan	rakyat	0.27
ikan	ahli	0.21
ikan	tokoh	0.24
ikan	tenaga	0.26
ikan	kaum	0.3
ikan	istri	0.23
ikan	militer	0.18
ikan	gadis	0.25
ikan	dewasa	0.25
ikan	suami	0.2
ikan	calon	0.24
ikan	asing	0.29
ikan	ayah	0.23
ikan	tamu	0.16
ikan	remaja	0.23
ikan	umat	0.27
ikan	mantan	0.19
ikan	publik	0.16
ikan	korban	0.3
ikan	konsumen	0.28
ikan	putra	0.25
ikan	saudara	0.21
ikan	putri	0.26
ikan	presiden	0.16
ikan	makhluk	0.42
ikan	pasien	0.24
ikan	polisi	0.21
ikan	sobat	0.14
ikan	sahabat	0.25
ikan	staf	0.08
ikan	aktor	0.25
ikan	ulama	0.22
ikan	artis	0.23
ikan	lawan	0.23
ikan	kontak	0.23
ikan	lelaki	0.32
ikan	murid	0.24
ikan	ketua	0.15
ikan	wakil	0.21
ikan	pegawai	0.17
ikan	musuh	0.29
ikan	adik	0.21
ikan	dewa	0.28
ikan	mas	0.41
ikan	kakak	0.22
ikan	produsen	0.28
ikan	menteri	0.27
ikan	mitra	0.14
ikan	raksasa	0.37
ikan	blogger	0.21
ikan	manajer	0.11
ikan	dosen	0.15
ikan	sutradara	0.13
ikan	buruh	0.24
ikan	nenek	0.21
ikan	induk	0.4
ikan	rekan	0.19
ikan	tetangga	0.23
ikan	kuasa	0.17
ikan	bandar	0.27
ikan	malaikat	0.2
ikan	gubernur	0.16
ikan	prajurit	0.24
ikan	admin	0.05
ikan	tukang	0.25
ikan	user	0.07
ikan	operator	0.18
ikan	pakar	0.21
ikan	wartawan	0.18
ikan	pacar	0.19
ikan	produser	0.17
ikan	senior	0.15
ikan	wali	0.13
ikan	saksi	0.17
ikan	kawan	0.25
ikan	hamba	0.16
ikan	seniman	0.24
ikan	musisi	0.2
ikan	hakim	0.14
ikan	kaisar	0.21
ikan	famili	0.26
ikan	pahlawan	0.21
ikan	sarjana	0.13
ikan	investor	0.23
ikan	haji	0.14
ikan	perwira	0.18
ikan	eksekutif	0.13
ikan	budak	0.25
ikan	mama	0.19
ikan	cucu	0.24
ikan	bupati	0.13
ikan	nelayan	0.56
ikan	hantu	0.33
ikan	atlet	0.26
ikan	isteri	0.22
ikan	leader	0.13
ikan	pendeta	0.17
ikan	direktur	0.08
ikan	formasi	0.21
ikan	panitia	0.11
ikan	aktivis	0.19
ikan	official	0.08
ikan	jenderal	0.15
ikan	kafir	0.18
ikan	pilot	0.15
ikan	kandidat	0.2
ikan	mayat	0.39
ikan	wasit	0.07
ikan	balita	0.27
ikan	pangeran	0.21
ikan	asisten	0.03
ikan	responden	0.15
ikan	juru	0.14
ikan	awak	0.25
ikan	distributor	0.18
ikan	kakek	0.23
ikan	profesor	0.12
ikan	komandan	0.16
ikan	kerabat	0.27
ikan	komunis	0.22
ikan	teroris	0.27
ikan	leluhur	0.25
ikan	arsitek	0.16
ikan	politisi	0.23
ikan	ratu	0.21
ikan	pribumi	0.18
ikan	desainer	0.16
ikan	kapten	0.21
ikan	sekutu	0.19
ikan	alumni	0.15
ikan	sponsor	0.12
ikan	master	0.19
ikan	spesialis	0.23
ikan	atasan	0.08
ikan	santri	0.24
ikan	sekretaris	0.07
ikan	putera	0.22
ikan	kritikus	0.19
ikan	abang	0.22
ikan	oknum	0.2
ikan	konsultan	0.16
ikan	player	0.08
ikan	filsuf	0.22
ikan	turis	0.28
ikan	monster	0.36
ikan	mahluk	0.39
ikan	tante	0.12
ikan	bidan	0.12
ikan	rasul	0.19
ikan	iblis	0.27
ikan	janda	0.21
ikan	jamaah	0.2
ikan	fotografer	0.21
ikan	elit	0.21
ikan	kader	0.23
ikan	waris	0.12
ikan	insinyur	0.12
ikan	subyek	0.23
ikan	dukun	0.17
ikan	audit	0.12
ikan	kru	0.2
ikan	sopir	0.16
ikan	duta	0.19
ikan	doktor	0.14
ikan	bubur	0.32
ikan	bocah	0.28
ikan	driver	0.09
ikan	intelijen	0.23
ikan	praktisi	0.13
ikan	walikota	0.21
ikan	obesitas	0.18
ikan	siswi	0.15
ikan	finalis	0.19
ikan	sultan	0.22
ikan	panglima	0.24
ikan	imigran	0.24
ikan	hacker	0.11
ikan	puteri	0.22
ikan	optimis	0.17
ikan	family	0.18
ikan	resepsionis	0.03
ikan	bajak	0.3
ikan	delegasi	0.17
ikan	revolusioner	0.2
ikan	developer	0.09
ikan	keponakan	0.22
ikan	teknisi	0.18
ikan	jago	0.28
ikan	ninja	0.11
ikan	kiper	0.17
ikan	propaganda	0.19
ikan	nasionalis	0.18
ikan	netizen	0.15
ikan	mahasiswi	0.1
ikan	mempelai	0.2
ikan	psikolog	0.07
ikan	analis	0.15
ikan	donor	0.29
ikan	striker	0.19
ikan	ekonom	0.18
ikan	sufi	0.22
ikan	tuna	0.55
ikan	supir	0.16
ikan	konselor	0.1
ikan	diplomat	0.08
ikan	ksatria	0.18
ikan	dalang	0.15
ikan	rektor	0.15
ikan	inspeksi	0.2
ikan	wirausaha	0.2
ikan	majikan	0.14
ikan	administrator	0.05
ikan	ojek	0.12
ikan	general	0.08
ikan	kapitalis	0.19
ikan	suporter	0.12
ikan	alim	0.14
ikan	mukmin	0.22
ikan	siluman	0.25
ikan	suster	0.12
ikan	guide	0.11
ikan	detektif	0.16
ikan	jaksa	0.08
ikan	agent	0.09
ikan	kolektor	0.21
ikan	business	0.16
ikan	macan	0.32
ikan	elite	0.16
ikan	pendekar	0.19
ikan	pastor	0.19
ikan	sanak	0.2
ikan	kontributor	0.15
ikan	trader	0.18
ikan	preman	0.22
ikan	mafia	0.29
ikan	direksi	0.08
ikan	konduktor	0.12
ikan	fasilitator	0.16
ikan	miss	0.1
ikan	kristen	0.22
ikan	partisipan	0.21
ikan	bibi	0.18
ikan	pramuka	0.18
ikan	birokrat	0.14
ikan	pensiunan	0.16
ikan	anarkis	0.13
ikan	mentor	0.08
ikan	rias	0.15
ikan	botani	0.19
ikan	programmer	0.15
ikan	designer	0.09
ikan	hadirin	0.14
ikan	jemaah	0.22
ikan	narapidana	0.23
ikan	kasir	0.14
ikan	panutan	0.1
ikan	gerombolan	0.35
ikan	biksu	0.17
ikan	debitur	0.15
ikan	supplier	0.3
ikan	diktator	0.1
ikan	abdi	0.07
ikan	sesepuh	0.11
ikan	lesbian	0.17
ikan	lurah	0.13
ikan	satpam	0.09
ikan	kurir	0.18
ikan	engineer	0.07
ikan	migran	0.34
ikan	koruptor	0.29
ikan	demonstran	0.17
ikan	sandera	0.19
ikan	astronot	0.15
ikan	serdadu	0.24
ikan	martir	0.14
ikan	kiai	0.16
ikan	pramugari	0.11
ikan	motivator	0.14
ikan	kesatria	0.2
ikan	bendahara	0.18
ikan	downline	0.12
ikan	perawi	0.15
ikan	kuli	0.2
ikan	kreditur	0.16
ikan	kyai	0.14
ikan	biang	0.21
ikan	pesimis	0.15
ikan	saudagar	0.27
ikan	audiens	0.14
ikan	dai	0.18
ikan	maling	0.24
ikan	regulator	0.18
ikan	founder	0.05
ikan	moderator	0.11
ikan	pujangga	0.17
ikan	alumnus	0.2
ikan	komunikator	0.16
ikan	entrepreneur	0.14
ikan	redaktur	0.15
ikan	separatis	0.15
ikan	bujang	0.2
ikan	mumi	0.23
ikan	independent	0.07
ikan	konsul	0.13
ikan	tutor	0.06
ikan	laskar	0.23
ikan	badut	0.34
ikan	informan	0.19
ikan	mediator	0.15
ikan	humas	0.06
ikan	psikiater	0.05
ikan	otodidak	0.12
ikan	cleaning	0.11
ikan	indo	0.08
ikan	pesepakbola	0.23
ikan	filosof	0.18
ikan	krama	0.1
ikan	brahmana	0.14
ikan	simpatisan	0.25
ikan	petahana	0.17
ikan	musafir	0.16
ikan	duda	0.14
ikan	eksportir	0.33
ikan	guest	0.06
ikan	wiraswasta	0.13
ikan	nona	0.17
ikan	deputi	0.18
ikan	buronan	0.26
ikan	ateis	0.17
ikan	sosiolog	0.07
ikan	narator	0.14
ikan	maestro	0.18
ikan	perompak	0.32
ikan	tabib	0.17
ikan	konseli	0.11
ikan	woman	0.05
ikan	punggawa	0.17
ikan	firaun	0.18
ikan	humanis	0.1
ikan	intel	0.13
ikan	tameng	0.16
ikan	komunikan	0.11
ikan	pengamen	0.21
ikan	naturalis	0.19
ikan	waria	0.2
ikan	technical	0.05
ikan	marinir	0.21
ikan	bandit	0.21
ikan	inspektur	0.13
ikan	syetan	0.2
ikan	pecundang	0.17
ikan	borjuis	0.13
ikan	pialang	0.26
ikan	ekspatriat	0.24
ikan	praja	0.12
ikan	miliarder	0.12
ikan	satria	0.17
ikan	laksamana	0.24
ikan	maniak	0.22
ikan	transmigran	0.21
ikan	blasteran	0.19
ikan	mujtahid	0.09
ikan	tiran	0.17
ikan	decision	0.02
ikan	sepuh	0.14
ikan	resign	0.01
ikan	marketer	0.14
ikan	prabu	0.14
ikan	koboi	0.16
ikan	persona	0.12
ikan	fighter	0.2
ikan	pegiat	0.16
ikan	priyayi	0.09
ikan	mbok	0.14
ikan	agamis	0.17
ikan	purnawirawan	0.11
ikan	peragawati	0.17
ikan	demokrat	0.18
ikan	mantri	0.13
ikan	syuhada	0.15
ikan	sekuriti	0.12
ikan	mujahid	0.2
ikan	idiot	0.13
ikan	demokratik	0.17
ikan	salesman	0.16
ikan	eyang	0.09
ikan	bajingan	0.21
ikan	selebritas	0.18
ikan	paramedis	0.14
ikan	dirigen	0.17
ikan	translator	0.08
ikan	principal	0.07
ikan	panitera	0.09
ikan	panelis	0.2
ikan	orator	0.1
ikan	mursyid	0.13
ikan	algojo	0.14
ikan	pawang	0.21
ikan	sersan	0.09
ikan	rentenir	0.16
ikan	kompeni	0.11
ikan	superstar	0.15
ikan	ekstremis	0.21
ikan	perjaka	0.16
ikan	comic	0.1
ikan	jagal	0.24
ikan	diva	0.1
ikan	modernis	0.14
ikan	sipir	0.19
ikan	partisan	0.21
ikan	patriot	0.09
ikan	habib	0.15
ikan	materialis	0.21
ikan	inovator	0.17
ikan	sahaya	0.21
ikan	polwan	0.16
ikan	mubaligh	0.1
ikan	pemrakarsa	0.06
ikan	mahasiwa	0.18
ikan	observer	0.12
ikan	saintis	0.24
ikan	akrobatik	0.23
ikan	raden	0.19
ikan	volunteer	0.06
ikan	bintara	0.19
ikan	cagub	0.12
ikan	kondektur	0.11
ikan	opsir	0.15
ikan	bodyguard	0.09
ikan	negosiator	0.15
ikan	agnostik	0.04
ikan	angota	0.14
ikan	reserse	0.13
ikan	teknokrat	0.19
ikan	oportunis	0.19
ikan	flamboyan	0.16
ikan	mucikari	0.16
ikan	terperiksa	0.12
ikan	biduan	0.13
ikan	konstruktivis	0.13
ikan	cerpenis	0.25
ikan	sinden	0.1
ikan	binatu	0.22
ikan	kiyai	0.1
ikan	romusha	0.12
ikan	wapres	0.12
ikan	pelayat	0.17
ikan	bumiputera	0.15
ikan	nyai	0.06
ikan	mantu	0.19
ikan	bartender	0.16
ikan	enterpreneur	0.09
ikan	ekstrovert	0.15
ikan	formatur	0.13
ikan	rohaniawan	0.18
ikan	rasionalis	0.21
ikan	gigolo	0.15
ikan	presidium	0.06
ikan	upline	-0.01
ikan	asesor	0.12
ikan	nahkoda	0.22
ikan	franchisee	0.16
ikan	evaluator	0.1
ikan	porter	0.17
ikan	sensei	0.12
ikan	buzzer	0.12
ikan	lover	0.13
ikan	sayyid	0.17
ikan	keparat	0.27
ikan	marsekal	0.14
