noun_w_ekor_noaffix1	noun_w_ekor_noaffix2	cossim
beruang	tokek	0.27
beruang	garuda	0.2
beruang	musang	0.41
beruang	keong	0.21
beruang	kalkun	0.35
beruang	cicak	0.24
beruang	gorila	0.44
beruang	patin	0.13
beruang	tungau	0.3
beruang	biawak	0.3
beruang	pipit	0.25
beruang	semur	0.17
beruang	mencit	0.25
beruang	bunglon	0.37
beruang	belatung	0.33
beruang	kancil	0.34
beruang	kobra	0.23
beruang	kupu	0.25
beruang	kerapu	0.18
beruang	beo	0.27
beruang	kecoak	0.28
beruang	cecak	0.18
beruang	sanca	0.28
beruang	lutung	0.37
beruang	rajungan	0.16
beruang	nuri	0.23
beruang	iguana	0.38
beruang	lipan	0.32
beruang	celeng	0.33
beruang	wader	0.17
beruang	beruk	0.37
beruang	marmut	0.43
beruang	laron	0.18
beruang	insekta	0.25
beruang	cenderawasih	0.33
beruang	kutilang	0.27
beruang	kelomang	0.27
beruang	pedet	0.18
beruang	lipas	0.33
beruang	cemani	0.23
beruang	bonobo	0.28
beruang	tonggeret	0.26
beruang	gazelle	0.34
beruang	tedong	0.25
beruang	pekatik	0.3
beruang	tongeret	0.34
monyet	lele	0.28
monyet	rusa	0.36
monyet	serigala	0.41
monyet	katak	0.41
monyet	unta	0.36
monyet	kera	0.68
monyet	ulat	0.3
monyet	kepiting	0.43
monyet	kodok	0.39
monyet	penyu	0.34
monyet	elang	0.32
monyet	rubah	0.32
monyet	kadal	0.36
monyet	merpati	0.38
monyet	lembu	0.27
monyet	kelelawar	0.43
monyet	belut	0.28
monyet	bersayap	0.25
monyet	keledai	0.34
monyet	belalang	0.23
monyet	siput	0.27
monyet	angsa	0.31
monyet	banteng	0.36
monyet	jangkrik	0.26
monyet	cupang	0.18
monyet	primata	0.57
monyet	pari	0.23
monyet	gagak	0.37
monyet	biota	0.18
monyet	gurita	0.34
monyet	kijang	0.34
monyet	kecoa	0.32
monyet	simpanse	0.57
monyet	pejantan	0.3
monyet	tupai	0.48
monyet	orangutan	0.43
monyet	ngengat	0.24
monyet	tokek	0.32
monyet	garuda	0.25
monyet	musang	0.41
monyet	keong	0.26
monyet	kalkun	0.23
monyet	cicak	0.3
monyet	gorila	0.44
monyet	patin	0.16
monyet	tungau	0.19
monyet	biawak	0.37
monyet	pipit	0.34
monyet	semur	0.19
monyet	mencit	0.35
monyet	bunglon	0.29
monyet	belatung	0.28
monyet	kancil	0.38
monyet	kobra	0.28
monyet	kupu	0.24
monyet	kerapu	0.2
monyet	beo	0.31
monyet	kecoak	0.38
monyet	cecak	0.34
monyet	sanca	0.3
monyet	lutung	0.48
monyet	rajungan	0.16
monyet	nuri	0.32
monyet	iguana	0.39
monyet	lipan	0.39
monyet	celeng	0.35
monyet	wader	0.3
monyet	beruk	0.5
monyet	marmut	0.43
monyet	laron	0.19
monyet	insekta	0.25
monyet	cenderawasih	0.37
monyet	kutilang	0.38
monyet	kelomang	0.31
monyet	pedet	0.14
monyet	lipas	0.34
monyet	cemani	0.26
monyet	bonobo	0.44
monyet	tonggeret	0.28
monyet	gazelle	0.33
monyet	tedong	0.3
monyet	pekatik	0.35
monyet	tongeret	0.3
lele	rusa	0.24
lele	serigala	0.23
lele	katak	0.37
lele	unta	0.21
lele	kera	0.29
lele	ulat	0.33
lele	kepiting	0.4
lele	kodok	0.44
lele	penyu	0.31
lele	elang	0.28
lele	rubah	0.23
lele	kadal	0.36
lele	merpati	0.25
lele	lembu	0.31
lele	kelelawar	0.23
lele	belut	0.69
lele	bersayap	0.14
lele	keledai	0.22
lele	belalang	0.32
lele	siput	0.28
lele	angsa	0.3
lele	banteng	0.29
lele	jangkrik	0.41
lele	cupang	0.52
lele	primata	0.24
lele	pari	0.41
lele	gagak	0.17
lele	biota	0.33
lele	gurita	0.35
lele	kijang	0.27
lele	kecoa	0.25
lele	simpanse	0.19
lele	pejantan	0.37
lele	tupai	0.28
lele	orangutan	0.29
lele	ngengat	0.24
lele	tokek	0.39
lele	garuda	0.19
lele	musang	0.25
lele	keong	0.34
lele	kalkun	0.39
lele	cicak	0.33
lele	gorila	0.24
lele	patin	0.68
lele	tungau	0.24
lele	biawak	0.36
lele	pipit	0.28
lele	semur	0.32
lele	mencit	0.25
lele	bunglon	0.21
lele	belatung	0.33
lele	kancil	0.25
lele	kobra	0.42
lele	kupu	0.24
lele	kerapu	0.52
lele	beo	0.16
lele	kecoak	0.25
lele	cecak	0.39
lele	sanca	0.35
lele	lutung	0.3
lele	rajungan	0.35
lele	nuri	0.21
lele	iguana	0.29
lele	lipan	0.29
lele	celeng	0.33
lele	wader	0.53
lele	beruk	0.28
lele	marmut	0.3
lele	laron	0.25
lele	insekta	0.27
lele	cenderawasih	0.24
lele	kutilang	0.3
lele	kelomang	0.28
lele	pedet	0.34
lele	lipas	0.27
lele	cemani	0.4
lele	bonobo	0.15
lele	tonggeret	0.25
lele	gazelle	0.18
lele	tedong	0.33
lele	pekatik	0.28
lele	tongeret	0.29
rusa	serigala	0.46
rusa	katak	0.36
rusa	unta	0.44
rusa	kera	0.37
rusa	ulat	0.33
rusa	kepiting	0.3
rusa	kodok	0.35
rusa	penyu	0.35
rusa	elang	0.43
rusa	rubah	0.37
rusa	kadal	0.34
rusa	merpati	0.32
rusa	lembu	0.44
rusa	kelelawar	0.33
rusa	belut	0.31
rusa	bersayap	0.24
rusa	keledai	0.35
rusa	belalang	0.29
rusa	siput	0.31
rusa	angsa	0.36
rusa	banteng	0.45
rusa	jangkrik	0.32
rusa	cupang	0.16
rusa	primata	0.3
rusa	pari	0.26
rusa	gagak	0.28
rusa	biota	0.21
rusa	gurita	0.21
rusa	kijang	0.56
rusa	kecoa	0.19
rusa	simpanse	0.24
rusa	pejantan	0.24
rusa	tupai	0.42
rusa	orangutan	0.3
rusa	ngengat	0.23
rusa	tokek	0.31
rusa	garuda	0.26
rusa	musang	0.34
rusa	keong	0.27
rusa	kalkun	0.4
rusa	cicak	0.18
rusa	gorila	0.22
rusa	patin	0.21
rusa	tungau	0.21
rusa	biawak	0.37
rusa	pipit	0.28
rusa	semur	0.23
rusa	mencit	0.27
rusa	bunglon	0.28
rusa	belatung	0.23
rusa	kancil	0.39
rusa	kobra	0.22
rusa	kupu	0.23
rusa	kerapu	0.22
rusa	beo	0.23
rusa	kecoak	0.18
rusa	cecak	0.24
rusa	sanca	0.29
rusa	lutung	0.34
rusa	rajungan	0.24
rusa	nuri	0.28
rusa	iguana	0.38
rusa	lipan	0.3
rusa	celeng	0.41
rusa	wader	0.27
rusa	beruk	0.32
rusa	marmut	0.33
rusa	laron	0.22
rusa	insekta	0.17
rusa	cenderawasih	0.33
rusa	kutilang	0.31
rusa	kelomang	0.35
rusa	pedet	0.25
rusa	lipas	0.27
rusa	cemani	0.29
rusa	bonobo	0.23
rusa	tonggeret	0.35
rusa	gazelle	0.41
rusa	tedong	0.31
rusa	pekatik	0.3
rusa	tongeret	0.3
serigala	katak	0.32
serigala	unta	0.38
serigala	kera	0.46
serigala	ulat	0.31
serigala	kepiting	0.25
serigala	kodok	0.32
serigala	penyu	0.27
serigala	elang	0.42
serigala	rubah	0.42
serigala	kadal	0.31
serigala	merpati	0.28
serigala	lembu	0.35
serigala	kelelawar	0.39
serigala	belut	0.33
serigala	bersayap	0.29
serigala	keledai	0.37
serigala	belalang	0.34
serigala	siput	0.21
serigala	angsa	0.38
serigala	banteng	0.42
serigala	jangkrik	0.27
serigala	cupang	0.19
serigala	primata	0.41
serigala	pari	0.13
serigala	gagak	0.39
serigala	biota	0.11
serigala	gurita	0.3
serigala	kijang	0.35
serigala	kecoa	0.26
serigala	simpanse	0.34
serigala	pejantan	0.28
serigala	tupai	0.35
serigala	orangutan	0.35
serigala	ngengat	0.25
serigala	tokek	0.29
serigala	garuda	0.18
serigala	musang	0.38
serigala	keong	0.21
serigala	kalkun	0.32
serigala	cicak	0.26
serigala	gorila	0.39
serigala	patin	0.14
serigala	tungau	0.28
serigala	biawak	0.29
serigala	pipit	0.26
serigala	semur	0.25
serigala	mencit	0.25
serigala	bunglon	0.31
serigala	belatung	0.29
serigala	kancil	0.3
serigala	kobra	0.27
serigala	kupu	0.19
serigala	kerapu	0.16
serigala	beo	0.24
serigala	kecoak	0.29
serigala	cecak	0.23
serigala	sanca	0.25
serigala	lutung	0.36
serigala	rajungan	0.11
serigala	nuri	0.2
serigala	iguana	0.32
serigala	lipan	0.31
serigala	celeng	0.39
serigala	wader	0.18
serigala	beruk	0.33
serigala	marmut	0.4
serigala	laron	0.25
serigala	insekta	0.2
serigala	cenderawasih	0.22
serigala	kutilang	0.26
serigala	kelomang	0.2
serigala	pedet	0.21
serigala	lipas	0.3
serigala	cemani	0.28
serigala	bonobo	0.35
serigala	tonggeret	0.29
serigala	gazelle	0.37
serigala	tedong	0.22
serigala	pekatik	0.33
serigala	tongeret	0.24
katak	unta	0.29
katak	kera	0.4
katak	ulat	0.34
katak	kepiting	0.39
katak	kodok	0.7
katak	penyu	0.38
katak	elang	0.34
katak	rubah	0.26
katak	kadal	0.46
katak	merpati	0.29
katak	lembu	0.43
katak	kelelawar	0.39
katak	belut	0.39
katak	bersayap	0.27
katak	keledai	0.3
katak	belalang	0.42
katak	siput	0.47
katak	angsa	0.33
katak	banteng	0.32
katak	jangkrik	0.38
katak	cupang	0.26
katak	primata	0.31
katak	pari	0.28
katak	gagak	0.41
katak	biota	0.29
katak	gurita	0.35
katak	kijang	0.34
katak	kecoa	0.27
katak	simpanse	0.24
katak	pejantan	0.28
katak	tupai	0.39
katak	orangutan	0.29
katak	ngengat	0.29
katak	tokek	0.3
katak	garuda	0.22
katak	musang	0.32
katak	keong	0.36
katak	kalkun	0.24
katak	cicak	0.4
katak	gorila	0.29
katak	patin	0.27
katak	tungau	0.25
katak	biawak	0.4
katak	pipit	0.29
katak	semur	0.18
katak	mencit	0.25
katak	bunglon	0.4
katak	belatung	0.3
katak	kancil	0.32
katak	kobra	0.28
katak	kupu	0.28
katak	kerapu	0.3
katak	beo	0.24
katak	kecoak	0.31
katak	cecak	0.42
katak	sanca	0.3
katak	lutung	0.31
katak	rajungan	0.24
katak	nuri	0.32
katak	iguana	0.36
katak	lipan	0.35
katak	celeng	0.29
katak	wader	0.28
katak	beruk	0.41
katak	marmut	0.31
katak	laron	0.27
katak	insekta	0.32
katak	cenderawasih	0.27
katak	kutilang	0.26
katak	kelomang	0.34
katak	pedet	0.11
katak	lipas	0.38
katak	cemani	0.22
katak	bonobo	0.23
katak	tonggeret	0.4
katak	gazelle	0.25
katak	tedong	0.21
katak	pekatik	0.26
katak	tongeret	0.3
unta	kera	0.31
unta	ulat	0.33
unta	kepiting	0.25
unta	kodok	0.27
unta	penyu	0.34
unta	elang	0.41
unta	rubah	0.23
unta	kadal	0.27
unta	merpati	0.38
unta	lembu	0.47
unta	kelelawar	0.32
unta	belut	0.21
unta	bersayap	0.32
unta	keledai	0.57
unta	belalang	0.3
unta	siput	0.28
unta	angsa	0.37
unta	banteng	0.38
unta	jangkrik	0.24
unta	cupang	0.1
unta	primata	0.25
unta	pari	0.21
unta	gagak	0.32
unta	biota	0.18
unta	gurita	0.22
unta	kijang	0.43
unta	kecoa	0.3
unta	simpanse	0.32
unta	pejantan	0.3
unta	tupai	0.33
unta	orangutan	0.25
unta	ngengat	0.21
unta	tokek	0.3
unta	garuda	0.28
unta	musang	0.37
unta	keong	0.24
unta	kalkun	0.33
unta	cicak	0.24
unta	gorila	0.26
unta	patin	0.15
unta	tungau	0.24
unta	biawak	0.37
unta	pipit	0.34
unta	semur	0.19
unta	mencit	0.28
unta	bunglon	0.24
unta	belatung	0.24
unta	kancil	0.32
unta	kobra	0.19
unta	kupu	0.23
unta	kerapu	0.14
unta	beo	0.22
unta	kecoak	0.29
unta	cecak	0.29
unta	sanca	0.21
unta	lutung	0.26
unta	rajungan	0.19
unta	nuri	0.24
unta	iguana	0.39
unta	lipan	0.27
unta	celeng	0.27
unta	wader	0.19
unta	beruk	0.31
unta	marmut	0.34
unta	laron	0.19
unta	insekta	0.22
unta	cenderawasih	0.28
unta	kutilang	0.34
unta	kelomang	0.29
unta	pedet	0.29
unta	lipas	0.36
unta	cemani	0.3
unta	bonobo	0.24
unta	tonggeret	0.26
unta	gazelle	0.38
unta	tedong	0.27
unta	pekatik	0.34
unta	tongeret	0.31
kera	ulat	0.26
kera	kepiting	0.34
kera	kodok	0.31
kera	penyu	0.33
kera	elang	0.27
kera	rubah	0.34
kera	kadal	0.36
kera	merpati	0.29
kera	lembu	0.31
kera	kelelawar	0.4
kera	belut	0.28
kera	bersayap	0.23
kera	keledai	0.34
kera	belalang	0.23
kera	siput	0.24
kera	angsa	0.31
kera	banteng	0.32
kera	jangkrik	0.19
kera	cupang	0.22
kera	primata	0.6
kera	pari	0.2
kera	gagak	0.35
kera	biota	0.2
kera	gurita	0.23
kera	kijang	0.35
kera	kecoa	0.26
kera	simpanse	0.57
kera	pejantan	0.28
kera	tupai	0.39
kera	orangutan	0.45
kera	ngengat	0.19
kera	tokek	0.31
kera	garuda	0.28
kera	musang	0.41
kera	keong	0.24
kera	kalkun	0.24
kera	cicak	0.3
kera	gorila	0.47
kera	patin	0.18
kera	tungau	0.22
kera	biawak	0.35
kera	pipit	0.27
kera	semur	0.16
kera	mencit	0.34
kera	bunglon	0.31
kera	belatung	0.24
kera	kancil	0.39
kera	kobra	0.26
kera	kupu	0.18
kera	kerapu	0.15
kera	beo	0.29
kera	kecoak	0.27
kera	cecak	0.32
kera	sanca	0.31
kera	lutung	0.48
kera	rajungan	0.14
kera	nuri	0.27
kera	iguana	0.34
kera	lipan	0.35
kera	celeng	0.34
kera	wader	0.24
kera	beruk	0.46
kera	marmut	0.39
kera	laron	0.17
kera	insekta	0.27
kera	cenderawasih	0.31
kera	kutilang	0.32
kera	kelomang	0.38
kera	pedet	0.18
kera	lipas	0.3
kera	cemani	0.24
kera	bonobo	0.46
kera	tonggeret	0.32
kera	gazelle	0.36
kera	tedong	0.26
kera	pekatik	0.37
kera	tongeret	0.27
ulat	kepiting	0.35
ulat	kodok	0.33
ulat	penyu	0.26
ulat	elang	0.36
ulat	rubah	0.25
ulat	kadal	0.33
ulat	merpati	0.28
ulat	lembu	0.28
ulat	kelelawar	0.36
ulat	belut	0.31
ulat	bersayap	0.3
ulat	keledai	0.24
ulat	belalang	0.49
ulat	siput	0.32
ulat	angsa	0.35
ulat	banteng	0.23
ulat	jangkrik	0.48
ulat	cupang	0.24
ulat	primata	0.18
ulat	pari	0.14
ulat	gagak	0.38
ulat	biota	0.25
ulat	gurita	0.28
ulat	kijang	0.24
ulat	kecoa	0.43
ulat	simpanse	0.14
ulat	pejantan	0.24
ulat	tupai	0.33
ulat	orangutan	0.25
ulat	ngengat	0.48
ulat	tokek	0.26
ulat	garuda	0.26
ulat	musang	0.34
ulat	keong	0.38
ulat	kalkun	0.31
ulat	cicak	0.35
ulat	gorila	0.19
ulat	patin	0.27
ulat	tungau	0.5
ulat	biawak	0.32
ulat	pipit	0.27
ulat	semur	0.25
ulat	mencit	0.28
ulat	bunglon	0.26
ulat	belatung	0.47
ulat	kancil	0.23
ulat	kobra	0.22
ulat	kupu	0.42
ulat	kerapu	0.29
ulat	beo	0.19
ulat	kecoak	0.42
ulat	cecak	0.37
ulat	sanca	0.24
ulat	lutung	0.26
ulat	rajungan	0.24
ulat	nuri	0.25
ulat	iguana	0.27
ulat	lipan	0.38
ulat	celeng	0.33
ulat	wader	0.28
ulat	beruk	0.3
ulat	marmut	0.36
ulat	laron	0.48
ulat	insekta	0.44
ulat	cenderawasih	0.31
ulat	kutilang	0.36
ulat	kelomang	0.31
ulat	pedet	0.25
ulat	lipas	0.45
ulat	cemani	0.28
ulat	bonobo	0.14
ulat	tonggeret	0.42
ulat	gazelle	0.17
ulat	tedong	0.24
ulat	pekatik	0.27
ulat	tongeret	0.28
kepiting	kodok	0.41
kepiting	penyu	0.43
kepiting	elang	0.26
kepiting	rubah	0.28
kepiting	kadal	0.32
kepiting	merpati	0.3
kepiting	lembu	0.27
kepiting	kelelawar	0.32
kepiting	belut	0.46
kepiting	bersayap	0.19
kepiting	keledai	0.28
kepiting	belalang	0.31
kepiting	siput	0.39
kepiting	angsa	0.3
kepiting	banteng	0.28
kepiting	jangkrik	0.36
kepiting	cupang	0.33
kepiting	primata	0.24
kepiting	pari	0.34
kepiting	gagak	0.32
kepiting	biota	0.39
kepiting	gurita	0.48
kepiting	kijang	0.26
kepiting	kecoa	0.33
kepiting	simpanse	0.24
kepiting	pejantan	0.28
kepiting	tupai	0.31
kepiting	orangutan	0.25
kepiting	ngengat	0.26
kepiting	tokek	0.28
kepiting	garuda	0.23
kepiting	musang	0.29
kepiting	keong	0.41
kepiting	kalkun	0.3
kepiting	cicak	0.29
kepiting	gorila	0.25
kepiting	patin	0.38
kepiting	tungau	0.28
kepiting	biawak	0.36
kepiting	pipit	0.29
kepiting	semur	0.31
kepiting	mencit	0.23
kepiting	bunglon	0.25
kepiting	belatung	0.28
kepiting	kancil	0.26
kepiting	kobra	0.22
kepiting	kupu	0.23
kepiting	kerapu	0.44
kepiting	beo	0.22
kepiting	kecoak	0.38
kepiting	cecak	0.31
kepiting	sanca	0.26
kepiting	lutung	0.32
kepiting	rajungan	0.56
kepiting	nuri	0.21
kepiting	iguana	0.32
kepiting	lipan	0.38
kepiting	celeng	0.26
kepiting	wader	0.32
kepiting	beruk	0.27
kepiting	marmut	0.25
kepiting	laron	0.26
kepiting	insekta	0.28
kepiting	cenderawasih	0.24
kepiting	kutilang	0.32
kepiting	kelomang	0.36
kepiting	pedet	0.15
kepiting	lipas	0.29
kepiting	cemani	0.25
kepiting	bonobo	0.26
kepiting	tonggeret	0.31
kepiting	gazelle	0.17
kepiting	tedong	0.29
kepiting	pekatik	0.31
kepiting	tongeret	0.32
kodok	penyu	0.38
kodok	elang	0.31
kodok	rubah	0.28
kodok	kadal	0.45
kodok	merpati	0.25
kodok	lembu	0.38
kodok	kelelawar	0.4
kodok	belut	0.46
kodok	bersayap	0.23
kodok	keledai	0.29
kodok	belalang	0.4
kodok	siput	0.4
kodok	angsa	0.32
kodok	banteng	0.32
kodok	jangkrik	0.42
kodok	cupang	0.32
kodok	primata	0.3
kodok	pari	0.25
kodok	gagak	0.37
kodok	biota	0.23
kodok	gurita	0.33
kodok	kijang	0.31
kodok	kecoa	0.3
kodok	simpanse	0.25
kodok	pejantan	0.28
kodok	tupai	0.35
kodok	orangutan	0.25
kodok	ngengat	0.31
kodok	tokek	0.4
kodok	garuda	0.21
kodok	musang	0.33
kodok	keong	0.39
kodok	kalkun	0.25
kodok	cicak	0.37
kodok	gorila	0.28
kodok	patin	0.29
kodok	tungau	0.26
kodok	biawak	0.36
kodok	pipit	0.3
kodok	semur	0.23
kodok	mencit	0.25
kodok	bunglon	0.34
kodok	belatung	0.27
kodok	kancil	0.3
kodok	kobra	0.27
kodok	kupu	0.3
kodok	kerapu	0.28
kodok	beo	0.21
kodok	kecoak	0.36
kodok	cecak	0.41
kodok	sanca	0.33
kodok	lutung	0.28
kodok	rajungan	0.22
kodok	nuri	0.32
kodok	iguana	0.4
kodok	lipan	0.32
kodok	celeng	0.31
kodok	wader	0.36
kodok	beruk	0.35
kodok	marmut	0.28
kodok	laron	0.28
kodok	insekta	0.27
kodok	cenderawasih	0.22
kodok	kutilang	0.32
kodok	kelomang	0.3
kodok	pedet	0.12
kodok	lipas	0.32
kodok	cemani	0.28
kodok	bonobo	0.16
kodok	tonggeret	0.39
kodok	gazelle	0.24
kodok	tedong	0.21
kodok	pekatik	0.29
kodok	tongeret	0.38
penyu	elang	0.37
penyu	rubah	0.25
penyu	kadal	0.36
penyu	merpati	0.26
penyu	lembu	0.28
penyu	kelelawar	0.31
penyu	belut	0.34
penyu	bersayap	0.2
penyu	keledai	0.24
penyu	belalang	0.28
penyu	siput	0.41
penyu	angsa	0.36
penyu	banteng	0.33
penyu	jangkrik	0.24
penyu	cupang	0.27
penyu	primata	0.23
penyu	pari	0.42
penyu	gagak	0.26
penyu	biota	0.43
penyu	gurita	0.38
penyu	kijang	0.33
penyu	kecoa	0.19
penyu	simpanse	0.17
penyu	pejantan	0.24
penyu	tupai	0.29
penyu	orangutan	0.4
penyu	ngengat	0.26
penyu	tokek	0.32
penyu	garuda	0.25
penyu	musang	0.35
penyu	keong	0.35
penyu	kalkun	0.24
penyu	cicak	0.28
penyu	gorila	0.31
penyu	patin	0.28
penyu	tungau	0.28
penyu	biawak	0.41
penyu	pipit	0.29
penyu	semur	0.17
penyu	mencit	0.2
penyu	bunglon	0.29
penyu	belatung	0.21
penyu	kancil	0.28
penyu	kobra	0.25
penyu	kupu	0.27
penyu	kerapu	0.38
penyu	beo	0.22
penyu	kecoak	0.18
penyu	cecak	0.29
penyu	sanca	0.33
penyu	lutung	0.33
penyu	rajungan	0.43
penyu	nuri	0.25
penyu	iguana	0.4
penyu	lipan	0.26
penyu	celeng	0.34
penyu	wader	0.35
penyu	beruk	0.37
penyu	marmut	0.23
penyu	laron	0.23
penyu	insekta	0.22
penyu	cenderawasih	0.33
penyu	kutilang	0.29
penyu	kelomang	0.41
penyu	pedet	0.18
penyu	lipas	0.28
penyu	cemani	0.21
penyu	bonobo	0.16
penyu	tonggeret	0.3
penyu	gazelle	0.26
penyu	tedong	0.35
penyu	pekatik	0.24
penyu	tongeret	0.25
elang	rubah	0.33
elang	kadal	0.32
elang	merpati	0.42
elang	lembu	0.34
elang	kelelawar	0.41
elang	belut	0.25
elang	bersayap	0.36
elang	keledai	0.29
elang	belalang	0.37
elang	siput	0.21
elang	angsa	0.46
elang	banteng	0.42
elang	jangkrik	0.32
elang	cupang	0.17
elang	primata	0.29
elang	pari	0.22
elang	gagak	0.5
elang	biota	0.16
elang	gurita	0.25
elang	kijang	0.39
elang	kecoa	0.18
elang	simpanse	0.21
elang	pejantan	0.28
elang	tupai	0.31
elang	orangutan	0.34
elang	ngengat	0.28
elang	tokek	0.29
elang	garuda	0.52
elang	musang	0.34
elang	keong	0.27
elang	kalkun	0.31
elang	cicak	0.26
elang	gorila	0.3
elang	patin	0.23
elang	tungau	0.15
elang	biawak	0.29
elang	pipit	0.37
elang	semur	0.17
elang	mencit	0.22
elang	bunglon	0.29
elang	belatung	0.15
elang	kancil	0.31
elang	kobra	0.32
elang	kupu	0.32
elang	kerapu	0.23
elang	beo	0.36
elang	kecoak	0.21
elang	cecak	0.34
elang	sanca	0.31
elang	lutung	0.38
elang	rajungan	0.23
elang	nuri	0.41
elang	iguana	0.38
elang	lipan	0.31
elang	celeng	0.3
elang	wader	0.29
elang	beruk	0.27
elang	marmut	0.3
elang	laron	0.3
elang	insekta	0.24
elang	cenderawasih	0.44
elang	kutilang	0.41
elang	kelomang	0.2
elang	pedet	0.2
elang	lipas	0.3
elang	cemani	0.36
elang	bonobo	0.18
elang	tonggeret	0.37
elang	gazelle	0.31
elang	tedong	0.26
elang	pekatik	0.28
elang	tongeret	0.23
rubah	kadal	0.25
rubah	merpati	0.28
rubah	lembu	0.19
rubah	kelelawar	0.32
rubah	belut	0.25
rubah	bersayap	0.26
rubah	keledai	0.28
rubah	belalang	0.19
rubah	siput	0.24
rubah	angsa	0.31
rubah	banteng	0.29
rubah	jangkrik	0.31
rubah	cupang	0.16
rubah	primata	0.19
rubah	pari	0.18
rubah	gagak	0.34
rubah	biota	0.15
rubah	gurita	0.29
rubah	kijang	0.32
rubah	kecoa	0.23
rubah	simpanse	0.15
rubah	pejantan	0.19
rubah	tupai	0.3
rubah	orangutan	0.21
rubah	ngengat	0.17
rubah	tokek	0.24
rubah	garuda	0.23
rubah	musang	0.34
rubah	keong	0.26
rubah	kalkun	0.3
rubah	cicak	0.22
rubah	gorila	0.18
rubah	patin	0.13
rubah	tungau	0.13
rubah	biawak	0.17
rubah	pipit	0.15
rubah	semur	0.22
rubah	mencit	0.21
rubah	bunglon	0.41
rubah	belatung	0.15
rubah	kancil	0.31
rubah	kobra	0.2
rubah	kupu	0.29
rubah	kerapu	0.19
rubah	beo	0.24
rubah	kecoak	0.24
rubah	cecak	0.19
rubah	sanca	0.2
rubah	lutung	0.31
rubah	rajungan	0.2
rubah	nuri	0.22
rubah	iguana	0.3
rubah	lipan	0.26
rubah	celeng	0.29
rubah	wader	0.22
rubah	beruk	0.22
rubah	marmut	0.27
rubah	laron	0.17
rubah	insekta	0.15
rubah	cenderawasih	0.25
rubah	kutilang	0.33
rubah	kelomang	0.25
rubah	pedet	0.12
rubah	lipas	0.22
rubah	cemani	0.24
rubah	bonobo	0.19
rubah	tonggeret	0.25
rubah	gazelle	0.25
rubah	tedong	0.23
rubah	pekatik	0.29
rubah	tongeret	0.32
kadal	merpati	0.28
kadal	lembu	0.25
kadal	kelelawar	0.44
kadal	belut	0.39
kadal	bersayap	0.36
kadal	keledai	0.26
kadal	belalang	0.32
kadal	siput	0.45
kadal	angsa	0.25
kadal	banteng	0.33
kadal	jangkrik	0.33
kadal	cupang	0.22
kadal	primata	0.41
kadal	pari	0.23
kadal	gagak	0.26
kadal	biota	0.22
kadal	gurita	0.3
kadal	kijang	0.23
kadal	kecoa	0.34
kadal	simpanse	0.32
kadal	pejantan	0.25
kadal	tupai	0.42
kadal	orangutan	0.29
kadal	ngengat	0.31
kadal	tokek	0.44
kadal	garuda	0.25
kadal	musang	0.39
kadal	keong	0.27
kadal	kalkun	0.24
kadal	cicak	0.49
kadal	gorila	0.26
kadal	patin	0.2
kadal	tungau	0.25
kadal	biawak	0.56
kadal	pipit	0.28
kadal	semur	0.24
kadal	mencit	0.3
kadal	bunglon	0.55
kadal	belatung	0.27
kadal	kancil	0.31
kadal	kobra	0.42
kadal	kupu	0.27
kadal	kerapu	0.18
kadal	beo	0.26
kadal	kecoak	0.35
kadal	cecak	0.47
kadal	sanca	0.4
kadal	lutung	0.23
kadal	rajungan	0.2
kadal	nuri	0.26
kadal	iguana	0.51
kadal	lipan	0.36
kadal	celeng	0.25
kadal	wader	0.34
kadal	beruk	0.3
kadal	marmut	0.38
kadal	laron	0.27
kadal	insekta	0.28
kadal	cenderawasih	0.19
kadal	kutilang	0.26
kadal	kelomang	0.33
kadal	pedet	0.12
kadal	lipas	0.32
kadal	cemani	0.19
kadal	bonobo	0.26
kadal	tonggeret	0.26
kadal	gazelle	0.28
kadal	tedong	0.23
kadal	pekatik	0.21
kadal	tongeret	0.28
merpati	lembu	0.27
merpati	kelelawar	0.33
merpati	belut	0.22
merpati	bersayap	0.35
merpati	keledai	0.3
merpati	belalang	0.3
merpati	siput	0.28
merpati	angsa	0.45
merpati	banteng	0.3
merpati	jangkrik	0.39
merpati	cupang	0.3
merpati	primata	0.28
merpati	pari	0.16
merpati	gagak	0.49
merpati	biota	0.15
merpati	gurita	0.28
merpati	kijang	0.32
merpati	kecoa	0.27
merpati	simpanse	0.25
merpati	pejantan	0.36
merpati	tupai	0.37
merpati	orangutan	0.16
merpati	ngengat	0.24
merpati	tokek	0.28
merpati	garuda	0.39
merpati	musang	0.29
merpati	keong	0.23
merpati	kalkun	0.32
merpati	cicak	0.3
merpati	gorila	0.17
merpati	patin	0.21
merpati	tungau	0.19
merpati	biawak	0.24
merpati	pipit	0.41
merpati	semur	0.15
merpati	mencit	0.29
merpati	bunglon	0.21
merpati	belatung	0.21
merpati	kancil	0.24
merpati	kobra	0.27
merpati	kupu	0.28
merpati	kerapu	0.26
merpati	beo	0.39
merpati	kecoak	0.25
merpati	cecak	0.24
merpati	sanca	0.22
merpati	lutung	0.26
merpati	rajungan	0.2
merpati	nuri	0.4
merpati	iguana	0.39
merpati	lipan	0.23
merpati	celeng	0.28
merpati	wader	0.23
merpati	beruk	0.27
merpati	marmut	0.36
merpati	laron	0.23
merpati	insekta	0.22
