noun_w_ekor_noaffix1	noun_w_ekor_noaffix2	cossim
kuda	buaya	0.36
kuda	cacing	0.36
kuda	paus	0.29
kuda	nyamuk	0.22
kuda	lebah	0.31
kuda	kutu	0.28
kuda	mamalia	0.36
kuda	hiu	0.3
kuda	harimau	0.39
kuda	kerbau	0.61
kuda	semut	0.29
kuda	beruang	0.4
kuda	monyet	0.34
kuda	lele	0.25
kuda	rusa	0.53
kuda	serigala	0.37
kuda	katak	0.28
kuda	unta	0.58
kuda	kera	0.34
kuda	ulat	0.22
kuda	kepiting	0.26
kuda	kodok	0.3
kuda	penyu	0.26
kuda	elang	0.37
kuda	rubah	0.26
kuda	kadal	0.26
kuda	merpati	0.39
kuda	lembu	0.52
kuda	kelelawar	0.28
kuda	belut	0.27
kuda	bersayap	0.34
kuda	keledai	0.57
kuda	belalang	0.25
kuda	siput	0.3
kuda	angsa	0.34
kuda	banteng	0.48
kuda	jangkrik	0.27
kuda	cupang	0.2
kuda	primata	0.26
kuda	pari	0.24
kuda	gagak	0.26
kuda	biota	0.13
kuda	gurita	0.22
kuda	kijang	0.42
kuda	kecoa	0.24
kuda	simpanse	0.2
kuda	pejantan	0.34
kuda	tupai	0.32
kuda	orangutan	0.19
kuda	ngengat	0.2
kuda	tokek	0.24
kuda	garuda	0.26
kuda	musang	0.29
kuda	keong	0.31
kuda	kalkun	0.29
kuda	cicak	0.21
kuda	gorila	0.24
kuda	patin	0.2
kuda	tungau	0.24
kuda	biawak	0.22
kuda	pipit	0.26
kuda	semur	0.21
kuda	mencit	0.24
kuda	bunglon	0.2
kuda	belatung	0.33
kuda	kancil	0.35
kuda	kobra	0.24
kuda	kupu	0.21
kuda	kerapu	0.2
kuda	beo	0.21
kuda	kecoak	0.25
kuda	cecak	0.24
kuda	sanca	0.2
kuda	lutung	0.27
kuda	rajungan	0.17
kuda	nuri	0.18
kuda	iguana	0.36
kuda	lipan	0.3
kuda	celeng	0.34
kuda	wader	0.15
kuda	beruk	0.3
kuda	marmut	0.31
kuda	laron	0.19
kuda	insekta	0.19
kuda	cenderawasih	0.23
kuda	kutilang	0.25
kuda	kelomang	0.32
kuda	pedet	0.29
kuda	lipas	0.35
kuda	cemani	0.33
kuda	bonobo	0.19
kuda	tonggeret	0.28
kuda	gazelle	0.38
kuda	tedong	0.27
kuda	pekatik	0.38
kuda	tongeret	0.34
ular	jantan	0.33
ular	betina	0.34
ular	ternak	0.37
ular	babi	0.37
ular	serangga	0.44
ular	tikus	0.51
ular	gajah	0.43
ular	singa	0.41
ular	domba	0.31
ular	naga	0.56
ular	bebek	0.32
ular	buaya	0.54
ular	cacing	0.4
ular	paus	0.31
ular	nyamuk	0.37
ular	lebah	0.33
ular	kutu	0.3
ular	mamalia	0.36
ular	hiu	0.43
ular	harimau	0.51
ular	kerbau	0.4
ular	semut	0.37
ular	beruang	0.38
ular	monyet	0.43
ular	lele	0.4
ular	rusa	0.38
ular	serigala	0.35
ular	katak	0.47
ular	unta	0.33
ular	kera	0.39
ular	ulat	0.35
ular	kepiting	0.39
ular	kodok	0.45
ular	penyu	0.39
ular	elang	0.46
ular	rubah	0.32
ular	kadal	0.59
ular	merpati	0.38
ular	lembu	0.42
ular	kelelawar	0.38
ular	belut	0.47
ular	bersayap	0.3
ular	keledai	0.31
ular	belalang	0.34
ular	siput	0.41
ular	angsa	0.3
ular	banteng	0.38
ular	jangkrik	0.34
ular	cupang	0.28
ular	primata	0.32
ular	pari	0.34
ular	gagak	0.38
ular	biota	0.25
ular	gurita	0.37
ular	kijang	0.35
ular	kecoa	0.37
ular	simpanse	0.29
ular	pejantan	0.22
ular	tupai	0.36
ular	orangutan	0.35
ular	ngengat	0.35
ular	tokek	0.42
ular	garuda	0.34
ular	musang	0.42
ular	keong	0.38
ular	kalkun	0.26
ular	cicak	0.43
ular	gorila	0.27
ular	patin	0.28
ular	tungau	0.3
ular	biawak	0.48
ular	pipit	0.36
ular	semur	0.17
ular	mencit	0.28
ular	bunglon	0.42
ular	belatung	0.25
ular	kancil	0.29
ular	kobra	0.66
ular	kupu	0.33
ular	kerapu	0.29
ular	beo	0.24
ular	kecoak	0.37
ular	cecak	0.5
ular	sanca	0.57
ular	lutung	0.34
ular	rajungan	0.23
ular	nuri	0.29
ular	iguana	0.46
ular	lipan	0.49
ular	celeng	0.29
ular	wader	0.25
ular	beruk	0.35
ular	marmut	0.33
ular	laron	0.21
ular	insekta	0.29
ular	cenderawasih	0.28
ular	kutilang	0.34
ular	kelomang	0.34
ular	pedet	0.18
ular	lipas	0.43
ular	cemani	0.31
ular	bonobo	0.19
ular	tonggeret	0.33
ular	gazelle	0.24
ular	tedong	0.35
ular	pekatik	0.34
ular	tongeret	0.32
jantan	betina	0.84
jantan	ternak	0.39
jantan	babi	0.36
jantan	serangga	0.35
jantan	tikus	0.35
jantan	gajah	0.45
jantan	singa	0.42
jantan	domba	0.46
jantan	naga	0.3
jantan	bebek	0.38
jantan	buaya	0.38
jantan	cacing	0.28
jantan	paus	0.35
jantan	nyamuk	0.34
jantan	lebah	0.35
jantan	kutu	0.28
jantan	mamalia	0.37
jantan	hiu	0.34
jantan	harimau	0.4
jantan	kerbau	0.4
jantan	semut	0.35
jantan	beruang	0.38
jantan	monyet	0.41
jantan	lele	0.36
jantan	rusa	0.41
jantan	serigala	0.35
jantan	katak	0.43
jantan	unta	0.38
jantan	kera	0.36
jantan	ulat	0.3
jantan	kepiting	0.32
jantan	kodok	0.37
jantan	penyu	0.3
jantan	elang	0.35
jantan	rubah	0.29
jantan	kadal	0.3
jantan	merpati	0.31
jantan	lembu	0.48
jantan	kelelawar	0.27
jantan	belut	0.35
jantan	bersayap	0.32
jantan	keledai	0.38
jantan	belalang	0.28
jantan	siput	0.25
jantan	angsa	0.34
jantan	banteng	0.48
jantan	jangkrik	0.36
jantan	cupang	0.36
jantan	primata	0.31
jantan	pari	0.25
jantan	gagak	0.34
jantan	biota	0.12
jantan	gurita	0.22
jantan	kijang	0.38
jantan	kecoa	0.21
jantan	simpanse	0.34
jantan	pejantan	0.7
jantan	tupai	0.28
jantan	orangutan	0.38
jantan	ngengat	0.32
jantan	tokek	0.27
jantan	garuda	0.25
jantan	musang	0.32
jantan	keong	0.19
jantan	kalkun	0.38
jantan	cicak	0.22
jantan	gorila	0.35
jantan	patin	0.31
jantan	tungau	0.27
jantan	biawak	0.3
jantan	pipit	0.27
jantan	semur	0.15
jantan	mencit	0.41
jantan	bunglon	0.28
jantan	belatung	0.19
jantan	kancil	0.25
jantan	kobra	0.25
jantan	kupu	0.27
jantan	kerapu	0.27
jantan	beo	0.33
jantan	kecoak	0.23
jantan	cecak	0.26
jantan	sanca	0.27
jantan	lutung	0.39
jantan	rajungan	0.25
jantan	nuri	0.3
jantan	iguana	0.28
jantan	lipan	0.24
jantan	celeng	0.31
jantan	wader	0.21
jantan	beruk	0.4
jantan	marmut	0.35
jantan	laron	0.27
jantan	insekta	0.25
jantan	cenderawasih	0.33
jantan	kutilang	0.4
jantan	kelomang	0.33
jantan	pedet	0.42
jantan	lipas	0.35
jantan	cemani	0.39
jantan	bonobo	0.39
jantan	tonggeret	0.33
jantan	gazelle	0.27
jantan	tedong	0.28
jantan	pekatik	0.42
jantan	tongeret	0.32
betina	ternak	0.39
betina	babi	0.33
betina	serangga	0.38
betina	tikus	0.36
betina	gajah	0.42
betina	singa	0.39
betina	domba	0.42
betina	naga	0.3
betina	bebek	0.28
betina	buaya	0.35
betina	cacing	0.3
betina	paus	0.36
betina	nyamuk	0.41
betina	lebah	0.4
betina	kutu	0.29
betina	mamalia	0.41
betina	hiu	0.35
betina	harimau	0.43
betina	kerbau	0.33
betina	semut	0.35
betina	beruang	0.42
betina	monyet	0.42
betina	lele	0.34
betina	rusa	0.38
betina	serigala	0.38
betina	katak	0.37
betina	unta	0.43
betina	kera	0.34
betina	ulat	0.29
betina	kepiting	0.32
betina	kodok	0.35
betina	penyu	0.32
betina	elang	0.3
betina	rubah	0.33
betina	kadal	0.31
betina	merpati	0.32
betina	lembu	0.39
betina	kelelawar	0.27
betina	belut	0.31
betina	bersayap	0.31
betina	keledai	0.37
betina	belalang	0.26
betina	siput	0.26
betina	angsa	0.3
betina	banteng	0.43
betina	jangkrik	0.35
betina	cupang	0.33
betina	primata	0.35
betina	pari	0.24
betina	gagak	0.3
betina	biota	0.2
betina	gurita	0.25
betina	kijang	0.34
betina	kecoa	0.29
betina	simpanse	0.39
betina	pejantan	0.71
betina	tupai	0.28
betina	orangutan	0.42
betina	ngengat	0.34
betina	tokek	0.29
betina	garuda	0.16
betina	musang	0.34
betina	keong	0.17
betina	kalkun	0.34
betina	cicak	0.25
betina	gorila	0.34
betina	patin	0.28
betina	tungau	0.31
betina	biawak	0.29
betina	pipit	0.27
betina	semur	0.16
betina	mencit	0.42
betina	bunglon	0.29
betina	belatung	0.21
betina	kancil	0.23
betina	kobra	0.25
betina	kupu	0.28
betina	kerapu	0.28
betina	beo	0.29
betina	kecoak	0.28
betina	cecak	0.25
betina	sanca	0.28
betina	lutung	0.33
betina	rajungan	0.29
betina	nuri	0.24
betina	iguana	0.32
betina	lipan	0.26
betina	celeng	0.27
betina	wader	0.2
betina	beruk	0.38
betina	marmut	0.34
betina	laron	0.3
betina	insekta	0.3
betina	cenderawasih	0.3
betina	kutilang	0.36
betina	kelomang	0.31
betina	pedet	0.4
betina	lipas	0.34
betina	cemani	0.35
betina	bonobo	0.38
betina	tonggeret	0.3
betina	gazelle	0.26
betina	tedong	0.25
betina	pekatik	0.38
betina	tongeret	0.31
ternak	babi	0.51
ternak	serangga	0.4
ternak	tikus	0.42
ternak	gajah	0.37
ternak	singa	0.3
ternak	domba	0.56
ternak	naga	0.31
ternak	bebek	0.48
ternak	buaya	0.35
ternak	cacing	0.41
ternak	paus	0.26
ternak	nyamuk	0.29
ternak	lebah	0.4
ternak	kutu	0.3
ternak	mamalia	0.39
ternak	hiu	0.23
ternak	harimau	0.35
ternak	kerbau	0.53
ternak	semut	0.3
ternak	beruang	0.31
ternak	monyet	0.29
ternak	lele	0.5
ternak	rusa	0.41
ternak	serigala	0.36
ternak	katak	0.28
ternak	unta	0.46
ternak	kera	0.31
ternak	ulat	0.41
ternak	kepiting	0.3
ternak	kodok	0.32
ternak	penyu	0.27
ternak	elang	0.3
ternak	rubah	0.24
ternak	kadal	0.29
ternak	merpati	0.39
ternak	lembu	0.47
ternak	kelelawar	0.27
ternak	belut	0.4
ternak	bersayap	0.19
ternak	keledai	0.4
ternak	belalang	0.33
ternak	siput	0.27
ternak	angsa	0.37
ternak	banteng	0.36
ternak	jangkrik	0.48
ternak	cupang	0.31
ternak	primata	0.29
ternak	pari	0.22
ternak	gagak	0.29
ternak	biota	0.33
ternak	gurita	0.22
ternak	kijang	0.32
ternak	kecoa	0.31
ternak	simpanse	0.19
ternak	pejantan	0.4
ternak	tupai	0.34
ternak	orangutan	0.32
ternak	ngengat	0.24
ternak	tokek	0.34
ternak	garuda	0.22
ternak	musang	0.31
ternak	keong	0.3
ternak	kalkun	0.46
ternak	cicak	0.25
ternak	gorila	0.17
ternak	patin	0.34
ternak	tungau	0.36
ternak	biawak	0.36
ternak	pipit	0.29
ternak	semur	0.24
ternak	mencit	0.37
ternak	bunglon	0.15
ternak	belatung	0.34
ternak	kancil	0.22
ternak	kobra	0.21
ternak	kupu	0.19
ternak	kerapu	0.29
ternak	beo	0.25
ternak	kecoak	0.3
ternak	cecak	0.29
ternak	sanca	0.27
ternak	lutung	0.22
ternak	rajungan	0.28
ternak	nuri	0.18
ternak	iguana	0.32
ternak	lipan	0.3
ternak	celeng	0.36
ternak	wader	0.21
ternak	beruk	0.29
ternak	marmut	0.43
ternak	laron	0.24
ternak	insekta	0.34
ternak	cenderawasih	0.27
ternak	kutilang	0.37
ternak	kelomang	0.34
ternak	pedet	0.51
ternak	lipas	0.31
ternak	cemani	0.38
ternak	bonobo	0.16
ternak	tonggeret	0.27
ternak	gazelle	0.23
ternak	tedong	0.33
ternak	pekatik	0.39
ternak	tongeret	0.26
babi	serangga	0.28
babi	tikus	0.44
babi	gajah	0.4
babi	singa	0.36
babi	domba	0.49
babi	naga	0.33
babi	bebek	0.41
babi	buaya	0.41
babi	cacing	0.36
babi	paus	0.34
babi	nyamuk	0.3
babi	lebah	0.27
babi	kutu	0.32
babi	mamalia	0.42
babi	hiu	0.41
babi	harimau	0.44
babi	kerbau	0.55
babi	semut	0.26
babi	beruang	0.45
babi	monyet	0.44
babi	lele	0.34
babi	rusa	0.49
babi	serigala	0.43
babi	katak	0.39
babi	unta	0.38
babi	kera	0.48
babi	ulat	0.39
babi	kepiting	0.38
babi	kodok	0.36
babi	penyu	0.36
babi	elang	0.33
babi	rubah	0.33
babi	kadal	0.33
babi	merpati	0.36
babi	lembu	0.5
babi	kelelawar	0.39
babi	belut	0.3
babi	bersayap	0.3
babi	keledai	0.43
babi	belalang	0.33
babi	siput	0.35
babi	angsa	0.41
babi	banteng	0.4
babi	jangkrik	0.28
babi	cupang	0.14
babi	primata	0.33
babi	pari	0.29
babi	gagak	0.39
babi	biota	0.3
babi	gurita	0.34
babi	kijang	0.35
babi	kecoa	0.27
babi	simpanse	0.3
babi	pejantan	0.23
babi	tupai	0.42
babi	orangutan	0.31
babi	ngengat	0.22
babi	tokek	0.29
babi	garuda	0.24
babi	musang	0.43
babi	keong	0.27
babi	kalkun	0.43
babi	cicak	0.27
babi	gorila	0.3
babi	patin	0.27
babi	tungau	0.27
babi	biawak	0.38
babi	pipit	0.28
babi	semur	0.35
babi	mencit	0.31
babi	bunglon	0.25
babi	belatung	0.37
babi	kancil	0.25
babi	kobra	0.21
babi	kupu	0.18
babi	kerapu	0.27
babi	beo	0.28
babi	kecoak	0.29
babi	cecak	0.25
babi	sanca	0.25
babi	lutung	0.33
babi	rajungan	0.27
babi	nuri	0.26
babi	iguana	0.34
babi	lipan	0.31
babi	celeng	0.58
babi	wader	0.23
babi	beruk	0.42
babi	marmut	0.38
babi	laron	0.21
babi	insekta	0.21
babi	cenderawasih	0.3
babi	kutilang	0.26
babi	kelomang	0.27
babi	pedet	0.3
babi	lipas	0.39
babi	cemani	0.38
babi	bonobo	0.23
babi	tonggeret	0.25
babi	gazelle	0.25
babi	tedong	0.39
babi	pekatik	0.31
babi	tongeret	0.26
serangga	tikus	0.5
serangga	gajah	0.29
serangga	singa	0.28
serangga	domba	0.24
serangga	naga	0.29
serangga	bebek	0.33
serangga	buaya	0.35
serangga	cacing	0.49
serangga	paus	0.28
serangga	nyamuk	0.61
serangga	lebah	0.57
serangga	kutu	0.52
serangga	mamalia	0.48
serangga	hiu	0.34
serangga	harimau	0.34
serangga	kerbau	0.26
serangga	semut	0.58
serangga	beruang	0.37
serangga	monyet	0.35
serangga	lele	0.33
serangga	rusa	0.32
serangga	serigala	0.32
serangga	katak	0.44
serangga	unta	0.32
serangga	kera	0.29
serangga	ulat	0.58
serangga	kepiting	0.37
serangga	kodok	0.43
serangga	penyu	0.33
serangga	elang	0.32
serangga	rubah	0.21
serangga	kadal	0.47
serangga	merpati	0.34
serangga	lembu	0.23
serangga	kelelawar	0.51
serangga	belut	0.37
serangga	bersayap	0.42
serangga	keledai	0.16
serangga	belalang	0.54
serangga	siput	0.41
serangga	angsa	0.3
serangga	banteng	0.25
serangga	jangkrik	0.51
serangga	cupang	0.23
serangga	primata	0.36
serangga	pari	0.24
serangga	gagak	0.39
serangga	biota	0.36
serangga	gurita	0.31
serangga	kijang	0.22
serangga	kecoa	0.57
serangga	simpanse	0.26
serangga	pejantan	0.31
serangga	tupai	0.4
serangga	orangutan	0.31
serangga	ngengat	0.59
serangga	tokek	0.35
serangga	garuda	0.22
serangga	musang	0.33
serangga	keong	0.34
serangga	kalkun	0.26
serangga	cicak	0.41
serangga	gorila	0.3
serangga	patin	0.25
serangga	tungau	0.52
serangga	biawak	0.34
serangga	pipit	0.36
serangga	semur	0.21
serangga	mencit	0.29
serangga	bunglon	0.4
serangga	belatung	0.47
serangga	kancil	0.25
serangga	kobra	0.32
serangga	kupu	0.41
serangga	kerapu	0.27
serangga	beo	0.22
serangga	kecoak	0.56
serangga	cecak	0.43
serangga	sanca	0.23
serangga	lutung	0.27
serangga	rajungan	0.25
serangga	nuri	0.28
serangga	iguana	0.4
serangga	lipan	0.52
serangga	celeng	0.24
serangga	wader	0.28
serangga	beruk	0.32
serangga	marmut	0.35
serangga	laron	0.54
serangga	insekta	0.62
serangga	cenderawasih	0.31
serangga	kutilang	0.37
serangga	kelomang	0.33
serangga	pedet	0.16
serangga	lipas	0.54
serangga	cemani	0.16
serangga	bonobo	0.2
serangga	tonggeret	0.47
serangga	gazelle	0.21
serangga	tedong	0.19
serangga	pekatik	0.31
serangga	tongeret	0.32
tikus	gajah	0.43
tikus	singa	0.38
tikus	domba	0.36
tikus	naga	0.34
tikus	bebek	0.4
tikus	buaya	0.38
tikus	cacing	0.43
tikus	paus	0.3
tikus	nyamuk	0.43
tikus	lebah	0.39
tikus	kutu	0.41
tikus	mamalia	0.43
tikus	hiu	0.32
tikus	harimau	0.42
tikus	kerbau	0.38
tikus	semut	0.48
tikus	beruang	0.4
tikus	monyet	0.47
tikus	lele	0.35
tikus	rusa	0.37
tikus	serigala	0.4
tikus	katak	0.37
tikus	unta	0.33
tikus	kera	0.43
tikus	ulat	0.46
tikus	kepiting	0.4
tikus	kodok	0.41
tikus	penyu	0.27
tikus	elang	0.32
tikus	rubah	0.35
tikus	kadal	0.44
tikus	merpati	0.41
tikus	lembu	0.31
tikus	kelelawar	0.42
tikus	belut	0.33
tikus	bersayap	0.24
tikus	keledai	0.36
tikus	belalang	0.38
tikus	siput	0.43
tikus	angsa	0.34
tikus	banteng	0.31
tikus	jangkrik	0.42
tikus	cupang	0.22
tikus	primata	0.39
tikus	pari	0.17
tikus	gagak	0.42
tikus	biota	0.2
tikus	gurita	0.26
tikus	kijang	0.32
tikus	kecoa	0.55
tikus	simpanse	0.35
tikus	pejantan	0.27
tikus	tupai	0.49
tikus	orangutan	0.26
tikus	ngengat	0.34
tikus	tokek	0.36
tikus	garuda	0.21
tikus	musang	0.48
tikus	keong	0.4
tikus	kalkun	0.33
tikus	cicak	0.41
tikus	gorila	0.3
tikus	patin	0.19
tikus	tungau	0.39
tikus	biawak	0.32
tikus	pipit	0.37
tikus	semur	0.17
tikus	mencit	0.59
tikus	bunglon	0.32
tikus	belatung	0.33
tikus	kancil	0.37
tikus	kobra	0.36
tikus	kupu	0.25
tikus	kerapu	0.35
tikus	beo	0.26
tikus	kecoak	0.53
tikus	cecak	0.38
tikus	sanca	0.3
tikus	lutung	0.3
tikus	rajungan	0.21
tikus	nuri	0.25
tikus	iguana	0.4
tikus	lipan	0.41
tikus	celeng	0.38
tikus	wader	0.25
tikus	beruk	0.29
tikus	marmut	0.55
tikus	laron	0.37
tikus	insekta	0.37
tikus	cenderawasih	0.25
tikus	kutilang	0.33
tikus	kelomang	0.3
tikus	pedet	0.25
tikus	lipas	0.47
tikus	cemani	0.24
tikus	bonobo	0.25
tikus	tonggeret	0.32
tikus	gazelle	0.28
tikus	tedong	0.25
tikus	pekatik	0.36
tikus	tongeret	0.33
gajah	singa	0.44
gajah	domba	0.34
gajah	naga	0.36
gajah	bebek	0.32
gajah	buaya	0.46
gajah	cacing	0.32
gajah	paus	0.34
gajah	nyamuk	0.3
gajah	lebah	0.36
gajah	kutu	0.28
gajah	mamalia	0.4
gajah	hiu	0.36
gajah	harimau	0.55
gajah	kerbau	0.48
gajah	semut	0.45
gajah	beruang	0.46
gajah	monyet	0.44
gajah	lele	0.33
gajah	rusa	0.44
gajah	serigala	0.31
gajah	katak	0.31
gajah	unta	0.46
gajah	kera	0.49
gajah	ulat	0.28
gajah	kepiting	0.34
gajah	kodok	0.35
gajah	penyu	0.39
gajah	elang	0.38
gajah	rubah	0.24
gajah	kadal	0.33
gajah	merpati	0.31
gajah	lembu	0.41
gajah	kelelawar	0.34
gajah	belut	0.31
gajah	bersayap	0.24
gajah	keledai	0.43
gajah	belalang	0.3
gajah	siput	0.27
gajah	angsa	0.33
gajah	banteng	0.44
gajah	jangkrik	0.26
gajah	cupang	0.19
gajah	primata	0.38
gajah	pari	0.27
gajah	gagak	0.26
gajah	biota	0.19
gajah	gurita	0.27
gajah	kijang	0.39
gajah	kecoa	0.28
gajah	simpanse	0.43
gajah	pejantan	0.29
gajah	tupai	0.34
gajah	orangutan	0.46
gajah	ngengat	0.29
gajah	tokek	0.33
gajah	garuda	0.33
gajah	musang	0.4
gajah	keong	0.26
gajah	kalkun	0.3
gajah	cicak	0.36
gajah	gorila	0.36
gajah	patin	0.31
gajah	tungau	0.24
gajah	biawak	0.38
gajah	pipit	0.3
gajah	semur	0.18
gajah	mencit	0.36
gajah	bunglon	0.27
gajah	belatung	0.25
gajah	kancil	0.43
gajah	kobra	0.3
gajah	kupu	0.25
gajah	kerapu	0.21
gajah	beo	0.24
gajah	kecoak	0.28
gajah	cecak	0.29
gajah	sanca	0.31
gajah	lutung	0.37
gajah	rajungan	0.22
gajah	nuri	0.22
gajah	iguana	0.37
gajah	lipan	0.34
gajah	celeng	0.37
gajah	wader	0.24
gajah	beruk	0.41
gajah	marmut	0.31
gajah	laron	0.15
gajah	insekta	0.25
gajah	cenderawasih	0.27
gajah	kutilang	0.32
gajah	kelomang	0.38
gajah	pedet	0.25
gajah	lipas	0.34
gajah	cemani	0.28
gajah	bonobo	0.37
gajah	tonggeret	0.29
gajah	gazelle	0.3
gajah	tedong	0.26
gajah	pekatik	0.36
gajah	tongeret	0.29
singa	domba	0.35
singa	naga	0.4
singa	bebek	0.26
singa	buaya	0.4
singa	cacing	0.23
singa	paus	0.31
singa	nyamuk	0.25
singa	lebah	0.29
singa	kutu	0.32
singa	mamalia	0.29
singa	hiu	0.38
singa	harimau	0.53
singa	kerbau	0.36
singa	semut	0.33
singa	beruang	0.45
singa	monyet	0.4
singa	lele	0.32
singa	rusa	0.4
singa	serigala	0.43
singa	katak	0.36
singa	unta	0.39
singa	kera	0.39
singa	ulat	0.25
singa	kepiting	0.31
singa	kodok	0.34
singa	penyu	0.3
singa	elang	0.42
singa	rubah	0.34
singa	kadal	0.32
singa	merpati	0.29
singa	lembu	0.42
singa	kelelawar	0.27
singa	belut	0.25
singa	bersayap	0.29
singa	keledai	0.35
singa	belalang	0.27
singa	siput	0.25
singa	angsa	0.27
singa	banteng	0.47
singa	jangkrik	0.27
singa	cupang	0.23
singa	primata	0.29
singa	pari	0.22
singa	gagak	0.26
singa	biota	0.18
singa	gurita	0.28
singa	kijang	0.38
singa	kecoa	0.18
singa	simpanse	0.28
singa	pejantan	0.29
singa	tupai	0.32
singa	orangutan	0.3
singa	ngengat	0.2
singa	tokek	0.28
singa	garuda	0.35
singa	musang	0.33
singa	keong	0.28
singa	kalkun	0.19
singa	cicak	0.24
singa	gorila	0.33
singa	patin	0.24
singa	tungau	0.24
singa	biawak	0.29
singa	pipit	0.26
singa	semur	0.2
singa	mencit	0.23
singa	bunglon	0.26
singa	belatung	0.15
singa	kancil	0.38
singa	kobra	0.37
singa	kupu	0.31
singa	kerapu	0.19
singa	beo	0.21
singa	kecoak	0.23
singa	cecak	0.24
singa	sanca	0.26
singa	lutung	0.35
singa	rajungan	0.11
singa	nuri	0.24
singa	iguana	0.34
singa	lipan	0.36
singa	celeng	0.32
singa	wader	0.17
singa	beruk	0.37
singa	marmut	0.28
singa	laron	0.18
singa	insekta	0.19
singa	cenderawasih	0.29
singa	kutilang	0.29
singa	kelomang	0.23
singa	pedet	0.18
singa	lipas	0.33
singa	cemani	0.28
singa	bonobo	0.24
singa	tonggeret	0.24
singa	gazelle	0.27
singa	tedong	0.22
singa	pekatik	0.29
singa	tongeret	0.26
domba	naga	0.32
domba	bebek	0.42
domba	buaya	0.32
domba	cacing	0.29
domba	paus	0.31
domba	nyamuk	0.26
domba	lebah	0.35
domba	kutu	0.22
domba	mamalia	0.3
domba	hiu	0.28
domba	harimau	0.35
domba	kerbau	0.54
domba	semut	0.24
domba	beruang	0.39
domba	monyet	0.33
domba	lele	0.31
domba	rusa	0.45
domba	serigala	0.47
domba	katak	0.25
domba	unta	0.48
domba	kera	0.27
domba	ulat	0.27
domba	kepiting	0.26
domba	kodok	0.27
domba	penyu	0.24
domba	elang	0.32
domba	rubah	0.27
domba	kadal	0.25
domba	merpati	0.38
domba	lembu	0.52
domba	kelelawar	0.24
domba	belut	0.29
domba	bersayap	0.23
domba	keledai	0.41
domba	belalang	0.23
domba	siput	0.15
domba	angsa	0.4
domba	banteng	0.46
domba	jangkrik	0.31
domba	cupang	0.24
domba	primata	0.26
domba	pari	0.22
domba	gagak	0.29
domba	biota	0.14
domba	gurita	0.27
domba	kijang	0.36
domba	kecoa	0.21
domba	simpanse	0.27
domba	pejantan	0.35
domba	tupai	0.35
domba	orangutan	0.23
domba	ngengat	0.15
domba	tokek	0.23
domba	garuda	0.28
domba	musang	0.31
domba	keong	0.17
domba	kalkun	0.45
domba	cicak	0.19
domba	gorila	0.32
domba	patin	0.28
domba	tungau	0.27
domba	biawak	0.29
domba	pipit	0.26
domba	semur	0.26
domba	mencit	0.32
domba	bunglon	0.2
domba	belatung	0.26
domba	kancil	0.29
domba	kobra	0.2
domba	kupu	0.12
domba	kerapu	0.26
domba	beo	0.22
domba	kecoak	0.18
domba	cecak	0.17
domba	sanca	0.25
domba	lutung	0.3
domba	rajungan	0.22
domba	nuri	0.2
domba	iguana	0.25
domba	lipan	0.18
domba	celeng	0.34
domba	wader	0.17
domba	beruk	0.24
domba	marmut	0.35
domba	laron	0.15
domba	insekta	0.17
domba	cenderawasih	0.26
domba	kutilang	0.3
domba	kelomang	0.21
domba	pedet	0.44
domba	lipas	0.27
domba	cemani	0.36
domba	bonobo	0.25
domba	tonggeret	0.2
domba	gazelle	0.29
domba	tedong	0.31
domba	pekatik	0.32
domba	tongeret	0.19
naga	bebek	0.33
naga	buaya	0.47
naga	cacing	0.34
naga	paus	0.31
naga	nyamuk	0.24
naga	lebah	0.2
naga	kutu	0.22
naga	mamalia	0.23
naga	hiu	0.38
naga	harimau	0.42
naga	kerbau	0.39
naga	semut	0.27
naga	beruang	0.38
naga	monyet	0.36
naga	lele	0.36
naga	rusa	0.38
naga	serigala	0.34
naga	katak	0.31
naga	unta	0.27
naga	kera	0.31
naga	ulat	0.3
naga	kepiting	0.35
naga	kodok	0.35
naga	penyu	0.33
naga	elang	0.42
naga	rubah	0.34
naga	kadal	0.43
naga	merpati	0.32
naga	lembu	0.37
naga	kelelawar	0.36
naga	belut	0.37
naga	bersayap	0.4
naga	keledai	0.31
naga	belalang	0.25
naga	siput	0.27
naga	angsa	0.36
naga	banteng	0.37
naga	jangkrik	0.24
naga	cupang	0.27
naga	primata	0.22
naga	pari	0.23
naga	gagak	0.33
naga	biota	0.24
naga	gurita	0.33
naga	kijang	0.28
naga	kecoa	0.18
naga	simpanse	0.18
naga	pejantan	0.21
naga	tupai	0.37
naga	orangutan	0.27
naga	ngengat	0.18
naga	tokek	0.31
naga	garuda	0.41
naga	musang	0.35
naga	keong	0.25
naga	kalkun	0.28
naga	cicak	0.33
naga	gorila	0.26
naga	patin	0.35
naga	tungau	0.15
naga	biawak	0.31
naga	pipit	0.27
naga	semur	0.2
naga	mencit	0.19
naga	bunglon	0.3
naga	belatung	0.24
naga	kancil	0.35
naga	kobra	0.38
naga	kupu	0.29
naga	kerapu	0.29
naga	beo	0.15
naga	kecoak	0.22
naga	cecak	0.33
naga	sanca	0.32
naga	lutung	0.29
naga	rajungan	0.18
naga	nuri	0.24
naga	iguana	0.35
naga	lipan	0.37
naga	celeng	0.32
naga	wader	0.19
naga	beruk	0.25
naga	marmut	0.27
naga	laron	0.21
