noun_w_orang_noaffix1	noun_w_orang_noaffix2	cossim
konseli	observer	0.27
konseli	saintis	0.06
konseli	akrobatik	-0.01
konseli	raden	0.03
konseli	volunteer	0.12
konseli	bintara	0.09
konseli	cagub	0.1
konseli	kondektur	0.05
konseli	opsir	0.09
konseli	bodyguard	0.02
konseli	negosiator	0.25
konseli	agnostik	0.14
konseli	angota	0.13
konseli	reserse	0.19
konseli	teknokrat	0.12
konseli	oportunis	0.1
konseli	flamboyan	0.06
konseli	mucikari	0.16
konseli	terperiksa	0.14
konseli	biduan	0.06
konseli	konstruktivis	0.18
konseli	cerpenis	0.16
konseli	sinden	0.07
konseli	binatu	0.06
konseli	kiyai	0.12
konseli	romusha	0.07
konseli	wapres	0.06
konseli	pelayat	0.1
konseli	bumiputera	0.11
konseli	nyai	0.07
konseli	mantu	0.06
konseli	bartender	0.12
konseli	enterpreneur	0.01
konseli	ekstrovert	0.29
konseli	formatur	0.1
konseli	rohaniawan	0.21
konseli	rasionalis	0.19
konseli	gigolo	0.11
konseli	presidium	0.14
konseli	upline	0.13
konseli	asesor	0.28
konseli	nahkoda	0.11
konseli	franchisee	0.19
konseli	evaluator	0.33
konseli	porter	0.02
konseli	sensei	0.06
konseli	buzzer	-0
konseli	lover	-0.02
konseli	sayyid	0.06
konseli	keparat	0.02
konseli	marsekal	0.07
konseli	kontrolir	0.07
konseli	mubalig	0.06
konseli	organisator	0.17
konseli	balerina	0.09
konseli	selebgram	0.08
konseli	bumiputra	0.06
konseli	kopral	-0.03
konseli	kalifah	0.1
konseli	perias	0.18
konseli	arsiparis	0.17
konseli	gentlemen	0.04
konseli	waiter	0.15
konseli	loper	0.04
konseli	waliyullah	0.16
konseli	marxis	0.05
konseli	liberalis	0.08
konseli	judoka	0.09
konseli	businessman	0.06
konseli	syaman	0.19
konseli	widyaiswara	0.17
konseli	learner	0.22
konseli	ginekolog	0.14
konseli	residivis	0.13
konseli	tumenggung	0.1
konseli	ketum	0.01
konseli	murabbi	0.24
konseli	wagub	0.06
konseli	vlogger	0.14
konseli	kapolda	0.12
konseli	kacung	-0.03
konseli	koleris	0.19
konseli	moralis	0.14
konseli	propagandis	0.09
konseli	voter	0.11
konseli	adopter	0.14
konseli	inlander	0.06
konseli	peresensi	0.2
konseli	klinisi	0.27
konseli	jongos	0.08
konseli	mayoret	0.12
konseli	devi	0.01
konseli	waskita	0.16
konseli	ballerina	0.06
konseli	enterpreneurship	0.08
konseli	jugun	0.06
konseli	mukminah	0.2
konseli	teungku	0.07
konseli	mandataris	0.16
konseli	reformer	0.05
konseli	grader	0.16
konseli	sekularis	0.09
konseli	filosuf	0.2
konseli	konservator	0.12
konseli	madam	-0.01
konseli	masbuk	0.14
konseli	cendikia	0.08
konseli	validator	0.16
konseli	terroris	0.14
konseli	duchess	-0
konseli	meneer	0.12
konseli	godfather	0.09
konseli	assessor	0.22
konseli	paramedik	0.25
konseli	egoistik	0.26
konseli	floris	0.12
konseli	biduanita	0.07
konseli	clairvoyance	0.23
konseli	bhiksuni	0.16
konseli	evangelist	0.18
konseli	gatekeeper	0.07
konseli	diktaktor	0.12
konseli	ekspat	0.12
konseli	inspektor	0.14
konseli	superintendent	0.03
konseli	foreman	0.14
konseli	golfer	0.04
konseli	sebatangkara	0.11
konseli	herpetolog	0.11
konseli	strategist	0.05
konseli	selebtwit	0.09
konseli	achiever	0.13
konseli	hispanik	0.07
konseli	ghostwriter	0.18
konseli	nulipara	0.18
konseli	legalis	0.24
konseli	networker	0.08
konseli	monetaris	0.17
konseli	pamongpraja	0.22
konseli	pengibing	0.19
konseli	taekwondoin	0.1
konseli	paedofil	0.18
konseli	campers	0.18
konseli	pramusiwi	0.19
konseli	wirausahaan	0.24
konseli	kooperator	0.16
konseli	perempuaan	0.19
konseli	markonis	0.1
konseli	sadomasokis	0.16
konseli	mushalli	0.23
konseli	mubayyin	0.14
konseli	koder	0.23
konseli	laksmana	0.06
konseli	nonpartisipan	0.21
konseli	kristalografer	0.22
konseli	marbut	0.03
konseli	snowboarder	0.12
konseli	crossline	0.09
konseli	murabi	0.17
konseli	postrukturalis	0.19
konseli	budayan	0.18
konseli	penaluk	0.09
konseli	propagandais	0.1
konseli	khatamul	0.05
konseli	controlleur	0.11
woman	punggawa	0.03
woman	firaun	0.17
woman	humanis	0.14
woman	intel	0.12
woman	tameng	0.1
woman	komunikan	0.06
woman	pengamen	0.15
woman	naturalis	0.09
woman	waria	0.24
woman	technical	0.17
woman	marinir	0.09
woman	bandit	0.19
woman	inspektur	0.04
woman	syetan	0.1
woman	pecundang	0.19
woman	borjuis	0.11
woman	pialang	0.12
woman	ekspatriat	0.17
woman	praja	0.05
woman	miliarder	0.18
woman	satria	0.1
woman	laksamana	0.14
woman	maniak	0.17
woman	transmigran	-0.02
woman	blasteran	0.16
woman	mujtahid	0.08
woman	tiran	0.11
woman	decision	0.21
woman	sepuh	0.13
woman	resign	0.16
woman	marketer	0.22
woman	prabu	0.03
woman	koboi	0.22
woman	persona	0.19
woman	fighter	0.22
woman	pegiat	0.15
woman	priyayi	0.17
woman	mbok	0.12
woman	agamis	0.16
woman	purnawirawan	0.12
woman	peragawati	0.19
woman	demokrat	0.16
woman	mantri	0.11
woman	syuhada	0.09
woman	sekuriti	0.06
woman	mujahid	0.14
woman	idiot	0.19
woman	demokratik	0.06
woman	salesman	0.26
woman	eyang	0
woman	bajingan	0.23
woman	selebritas	0.21
woman	paramedis	0.05
woman	dirigen	0.1
woman	translator	0.16
woman	principal	0.22
woman	panitera	0.04
woman	panelis	0.11
woman	orator	0.22
woman	mursyid	0.13
woman	algojo	0.11
woman	pawang	0.09
woman	sersan	-0
woman	rentenir	0.12
woman	kompeni	0.1
woman	superstar	0.21
woman	ekstremis	0.14
woman	perjaka	0.23
woman	comic	0.19
woman	jagal	0.13
woman	diva	0.25
woman	modernis	0.14
woman	sipir	0.15
woman	partisan	0.14
woman	patriot	0.12
woman	habib	0.1
woman	materialis	0.18
woman	inovator	0.16
woman	sahaya	0.19
woman	polwan	0.16
woman	mubaligh	0.05
woman	pemrakarsa	0.12
woman	mahasiwa	0.04
woman	observer	0.17
woman	saintis	0.19
woman	akrobatik	0.18
woman	raden	0.12
woman	volunteer	0.15
woman	bintara	0.04
woman	cagub	0.18
woman	kondektur	0.12
woman	opsir	0.06
woman	bodyguard	0.17
woman	negosiator	0.19
woman	agnostik	0.16
woman	angota	0.07
woman	reserse	0.14
woman	teknokrat	0.15
woman	oportunis	0.18
woman	flamboyan	0.18
woman	mucikari	0.22
woman	terperiksa	0.03
woman	biduan	0.16
woman	konstruktivis	0.04
woman	cerpenis	0.13
woman	sinden	0.17
woman	binatu	0.12
woman	kiyai	0.14
woman	romusha	0.08
woman	wapres	0.13
woman	pelayat	0.04
woman	bumiputera	0.11
woman	nyai	0.16
woman	mantu	0.13
woman	bartender	0.23
woman	enterpreneur	0.25
woman	ekstrovert	0.23
woman	formatur	0.02
woman	rohaniawan	0.06
woman	rasionalis	0.19
woman	gigolo	0.3
woman	presidium	0.08
woman	upline	0.06
woman	asesor	-0.02
woman	nahkoda	0.1
woman	franchisee	0.09
woman	evaluator	0.14
woman	porter	0.16
woman	sensei	0.13
woman	buzzer	0.12
woman	lover	0.35
woman	sayyid	0.11
woman	keparat	0.12
woman	marsekal	0.09
woman	kontrolir	0.06
woman	mubalig	-0.04
woman	organisator	0.14
woman	balerina	0.24
woman	selebgram	0.23
woman	bumiputra	0.14
woman	kopral	0.15
woman	kalifah	0.04
woman	perias	0.15
woman	arsiparis	0.2
woman	gentlemen	0.31
woman	waiter	0.25
woman	loper	0.16
woman	waliyullah	0.13
woman	marxis	0.15
woman	liberalis	0.19
woman	judoka	0.07
woman	businessman	0.35
woman	syaman	0.21
woman	widyaiswara	0.07
woman	learner	0.29
woman	ginekolog	0.18
woman	residivis	0.13
woman	tumenggung	0.05
woman	ketum	0.1
woman	murabbi	0.07
woman	wagub	0.15
woman	vlogger	0.26
woman	kapolda	0.11
woman	kacung	0.15
woman	koleris	0.26
woman	moralis	0.2
woman	propagandis	0.15
woman	voter	0.2
woman	adopter	0.17
woman	inlander	0.18
woman	peresensi	0.12
woman	klinisi	0.07
woman	jongos	0.31
woman	mayoret	0.13
woman	devi	0.19
woman	waskita	0.16
woman	ballerina	0.29
woman	enterpreneurship	0.17
woman	jugun	0.16
woman	mukminah	0.22
woman	teungku	0.11
woman	mandataris	0.09
woman	reformer	0.3
woman	grader	0.22
woman	sekularis	0.18
woman	filosuf	0.06
woman	konservator	0.08
woman	madam	0.27
woman	masbuk	0.1
woman	cendikia	0.08
woman	validator	0.06
woman	terroris	0.23
woman	duchess	0.2
woman	meneer	0.17
woman	godfather	0.29
woman	assessor	0.05
woman	paramedik	0.07
woman	egoistik	0.17
woman	floris	0.13
woman	biduanita	0.22
woman	clairvoyance	0.13
woman	bhiksuni	0.11
woman	evangelist	0.27
woman	gatekeeper	0.19
woman	diktaktor	0.15
woman	ekspat	0.24
woman	inspektor	0.15
woman	superintendent	0.2
woman	foreman	0.3
woman	golfer	0.18
woman	sebatangkara	0.03
woman	herpetolog	0.09
woman	strategist	0.33
woman	selebtwit	0.25
woman	achiever	0.33
woman	hispanik	0.21
woman	ghostwriter	0.28
woman	nulipara	0.08
woman	legalis	0.18
woman	networker	0.27
woman	monetaris	0.06
woman	pamongpraja	0.09
woman	pengibing	0.13
woman	taekwondoin	0.02
woman	paedofil	0.19
woman	campers	0.18
woman	pramusiwi	0.07
woman	wirausahaan	0.15
woman	kooperator	0.13
woman	perempuaan	0.21
woman	markonis	0.16
woman	sadomasokis	0.27
woman	mushalli	0.09
woman	mubayyin	0.01
woman	koder	0.18
woman	laksmana	0.17
woman	nonpartisipan	0.11
woman	kristalografer	0.08
woman	marbut	0.13
woman	snowboarder	0.2
woman	crossline	0.15
woman	murabi	0.11
woman	postrukturalis	0.07
woman	budayan	0.14
woman	penaluk	0.17
woman	propagandais	0.18
woman	khatamul	0.12
woman	controlleur	0.15
punggawa	firaun	0.21
punggawa	humanis	0.19
punggawa	intel	0.23
punggawa	tameng	0.29
punggawa	komunikan	0.11
punggawa	pengamen	0.2
punggawa	naturalis	0.21
punggawa	waria	0.16
punggawa	technical	0.15
punggawa	marinir	0.21
punggawa	bandit	0.27
punggawa	inspektur	0.18
punggawa	syetan	0.14
punggawa	pecundang	0.17
punggawa	borjuis	0.19
punggawa	pialang	0.17
punggawa	ekspatriat	0.26
punggawa	praja	0.34
punggawa	miliarder	0.16
punggawa	satria	0.36
punggawa	laksamana	0.21
punggawa	maniak	0.26
punggawa	transmigran	0.24
punggawa	blasteran	0.17
punggawa	mujtahid	0.1
punggawa	tiran	0.22
punggawa	decision	0.03
punggawa	sepuh	0.33
punggawa	resign	0.13
punggawa	marketer	0.17
punggawa	prabu	0.3
punggawa	koboi	0.11
punggawa	persona	0.14
punggawa	fighter	0.06
punggawa	pegiat	0.22
punggawa	priyayi	0.27
punggawa	mbok	0.08
punggawa	agamis	0.17
punggawa	purnawirawan	0.22
punggawa	peragawati	0.11
punggawa	demokrat	0.22
punggawa	mantri	0.35
punggawa	syuhada	0.13
punggawa	sekuriti	0.19
punggawa	mujahid	0.24
punggawa	idiot	0.12
punggawa	demokratik	0.1
punggawa	salesman	0.11
punggawa	eyang	0.26
punggawa	bajingan	0.17
punggawa	selebritas	0.24
punggawa	paramedis	0.22
punggawa	dirigen	0.3
punggawa	translator	0.15
punggawa	principal	0.16
punggawa	panitera	0.27
punggawa	panelis	0.16
punggawa	orator	0.17
punggawa	mursyid	0.15
punggawa	algojo	0.33
punggawa	pawang	0.31
punggawa	sersan	0.19
punggawa	rentenir	0.2
punggawa	kompeni	0.28
punggawa	superstar	0.19
punggawa	ekstremis	0.14
punggawa	perjaka	0.22
punggawa	comic	0.18
punggawa	jagal	0.15
punggawa	diva	0.18
punggawa	modernis	0.08
punggawa	sipir	0.26
punggawa	partisan	0.22
punggawa	patriot	0.23
punggawa	habib	0.16
punggawa	materialis	0.17
punggawa	inovator	0.21
punggawa	sahaya	0.18
punggawa	polwan	0.19
punggawa	mubaligh	0.17
punggawa	pemrakarsa	0.16
punggawa	mahasiwa	0.21
punggawa	observer	0.12
punggawa	saintis	0.18
punggawa	akrobatik	0.16
punggawa	raden	0.27
punggawa	volunteer	0.16
punggawa	bintara	0.25
punggawa	cagub	0.17
punggawa	kondektur	0.21
punggawa	opsir	0.25
punggawa	bodyguard	0.26
punggawa	negosiator	0.14
punggawa	agnostik	0.04
punggawa	angota	0.22
punggawa	reserse	0.2
punggawa	teknokrat	0.29
punggawa	oportunis	0.15
punggawa	flamboyan	0.24
punggawa	mucikari	0.16
punggawa	terperiksa	0.15
punggawa	biduan	0.26
punggawa	konstruktivis	0.13
punggawa	cerpenis	0.21
punggawa	sinden	0.28
punggawa	binatu	0.08
punggawa	kiyai	0.25
punggawa	romusha	0.14
punggawa	wapres	0.19
punggawa	pelayat	0.29
punggawa	bumiputera	0.2
punggawa	nyai	0.18
punggawa	mantu	0.24
punggawa	bartender	0.19
punggawa	enterpreneur	0.19
punggawa	ekstrovert	0.06
punggawa	formatur	0.27
punggawa	rohaniawan	0.3
punggawa	rasionalis	0.17
punggawa	gigolo	0.13
punggawa	presidium	0.25
punggawa	upline	0.07
punggawa	asesor	0.21
punggawa	nahkoda	0.33
punggawa	franchisee	0.07
punggawa	evaluator	0.2
punggawa	porter	0.25
punggawa	sensei	0.09
punggawa	buzzer	0.13
punggawa	lover	0.12
punggawa	sayyid	0.19
punggawa	keparat	0.21
punggawa	marsekal	0.2
punggawa	kontrolir	0.19
punggawa	mubalig	0.24
punggawa	organisator	0.22
punggawa	balerina	0.18
punggawa	selebgram	0.18
punggawa	bumiputra	0.22
punggawa	kopral	0.23
punggawa	kalifah	0.14
punggawa	perias	0.27
punggawa	arsiparis	0.23
punggawa	gentlemen	0.1
punggawa	waiter	0.23
punggawa	loper	0.25
punggawa	waliyullah	0.22
punggawa	marxis	0.14
punggawa	liberalis	0.17
punggawa	judoka	0.13
punggawa	businessman	0.25
punggawa	syaman	0.15
punggawa	widyaiswara	0.22
punggawa	learner	0
punggawa	ginekolog	0.14
punggawa	residivis	0.23
punggawa	tumenggung	0.33
punggawa	ketum	0.19
punggawa	murabbi	0.21
punggawa	wagub	0.16
punggawa	vlogger	0.17
punggawa	kapolda	0.28
punggawa	kacung	0.26
punggawa	koleris	0.19
punggawa	moralis	0.21
punggawa	propagandis	0.2
punggawa	voter	0.12
punggawa	adopter	0.12
punggawa	inlander	0.2
punggawa	peresensi	0.22
punggawa	klinisi	0.13
punggawa	jongos	0.28
punggawa	mayoret	0.21
punggawa	devi	0.07
punggawa	waskita	0.2
punggawa	ballerina	0.17
punggawa	enterpreneurship	0.14
punggawa	jugun	0.13
punggawa	mukminah	0.15
punggawa	teungku	0.26
punggawa	mandataris	0.15
punggawa	reformer	0.18
punggawa	grader	0.12
punggawa	sekularis	0.16
punggawa	filosuf	0.21
punggawa	konservator	0.21
punggawa	madam	0.15
punggawa	masbuk	0.11
punggawa	cendikia	0.27
punggawa	validator	0.09
punggawa	terroris	0.2
punggawa	duchess	0.18
punggawa	meneer	0.33
punggawa	godfather	0.2
punggawa	assessor	0.3
punggawa	paramedik	0.16
punggawa	egoistik	0.12
punggawa	floris	0.25
punggawa	biduanita	0.28
punggawa	clairvoyance	0.05
punggawa	bhiksuni	0.21
punggawa	evangelist	0.18
punggawa	gatekeeper	0.16
punggawa	diktaktor	0.25
punggawa	ekspat	0.23
punggawa	inspektor	0.22
punggawa	superintendent	0.13
punggawa	foreman	0.24
punggawa	golfer	0.14
punggawa	sebatangkara	0.25
punggawa	herpetolog	0.13
punggawa	strategist	0.16
punggawa	selebtwit	0.19
punggawa	achiever	0.08
punggawa	hispanik	0.12
punggawa	ghostwriter	0.15
punggawa	nulipara	0.1
punggawa	legalis	0.21
punggawa	networker	0.2
punggawa	monetaris	0.18
punggawa	pamongpraja	0.33
punggawa	pengibing	0.27
punggawa	taekwondoin	0.24
punggawa	paedofil	0.19
punggawa	campers	0.23
punggawa	pramusiwi	0.25
punggawa	wirausahaan	0.22
punggawa	kooperator	0.21
punggawa	perempuaan	0.23
punggawa	markonis	0.24
punggawa	sadomasokis	0.08
punggawa	mushalli	0.12
punggawa	mubayyin	0.11
punggawa	koder	0.16
punggawa	laksmana	0.2
punggawa	nonpartisipan	0.15
punggawa	kristalografer	0.2
punggawa	marbut	0.11
punggawa	snowboarder	0.08
punggawa	crossline	0.09
punggawa	murabi	0.25
punggawa	postrukturalis	0.3
punggawa	budayan	0.32
punggawa	penaluk	0.29
punggawa	propagandais	0.13
punggawa	khatamul	0.07
punggawa	controlleur	0.19
firaun	humanis	0.17
firaun	intel	0.13
firaun	tameng	0.2
firaun	komunikan	0.15
firaun	pengamen	0.01
firaun	naturalis	0.18
firaun	waria	0.04
firaun	technical	0.04
firaun	marinir	0.19
firaun	bandit	0.15
firaun	inspektur	0.21
firaun	syetan	0.16
firaun	pecundang	0.1
firaun	borjuis	0.14
firaun	pialang	0.25
firaun	ekspatriat	0.15
firaun	praja	0.14
firaun	miliarder	0.2
firaun	satria	0.11
firaun	laksamana	0.24
firaun	maniak	0.16
firaun	transmigran	0.14
firaun	blasteran	0.11
firaun	mujtahid	0.22
firaun	tiran	0.28
firaun	decision	0.07
firaun	sepuh	0.14
firaun	resign	0.06
firaun	marketer	0.09
firaun	prabu	0.27
firaun	koboi	0.13
firaun	persona	0.12
firaun	fighter	0.05
firaun	pegiat	0.06
firaun	priyayi	0.17
firaun	mbok	0.06
firaun	agamis	0.19
firaun	purnawirawan	0.12
firaun	peragawati	0.13
firaun	demokrat	0.23
firaun	mantri	0.12
firaun	syuhada	0.25
firaun	sekuriti	0.07
firaun	mujahid	0.2
firaun	idiot	0.1
firaun	demokratik	0.22
firaun	salesman	0.14
firaun	eyang	0.12
firaun	bajingan	0.11
firaun	selebritas	0.24
firaun	paramedis	0.09
firaun	dirigen	0.08
firaun	translator	0.03
firaun	principal	0.07
firaun	panitera	0.27
firaun	panelis	0.09
firaun	orator	0.24
firaun	mursyid	0.17
firaun	algojo	0.13
firaun	pawang	0.16
firaun	sersan	0.02
firaun	rentenir	0.14
firaun	kompeni	0.17
firaun	superstar	0.16
firaun	ekstremis	0.16
firaun	perjaka	0.2
firaun	comic	0.1
firaun	jagal	0.09
firaun	diva	0.17
firaun	modernis	0.14
firaun	sipir	0.16
firaun	partisan	0.21
firaun	patriot	0.11
firaun	habib	0.2
firaun	materialis	0.21
firaun	inovator	0.12
firaun	sahaya	0.2
firaun	polwan	0.25
firaun	mubaligh	0.21
firaun	pemrakarsa	0.19
firaun	mahasiwa	0.13
firaun	observer	0.16
firaun	saintis	0.26
firaun	akrobatik	0.15
firaun	raden	0.15
firaun	volunteer	0.03
firaun	bintara	0.25
firaun	cagub	0.19
firaun	kondektur	0.07
firaun	opsir	0.11
firaun	bodyguard	0.2
firaun	negosiator	0.11
firaun	agnostik	0.15
firaun	angota	0.13
firaun	reserse	0.08
firaun	teknokrat	0.28
firaun	oportunis	0.17
firaun	flamboyan	0.07
firaun	mucikari	0.12
firaun	terperiksa	0.06
firaun	biduan	0.08
firaun	konstruktivis	0.17
firaun	cerpenis	0.15
firaun	sinden	0.04
firaun	binatu	-0.02
firaun	kiyai	0.18
firaun	romusha	0.15
firaun	wapres	0.24
firaun	pelayat	0.2
firaun	bumiputera	0.18
firaun	nyai	0.12
firaun	mantu	0.13
firaun	bartender	0.1
firaun	enterpreneur	0.13
firaun	ekstrovert	0.06
firaun	formatur	0.06
firaun	rohaniawan	0.21
firaun	rasionalis	0.28
firaun	gigolo	0.16
firaun	presidium	0.17
firaun	upline	0.12
firaun	asesor	0.07
firaun	nahkoda	0.2
firaun	franchisee	0.16
firaun	evaluator	0.1
firaun	porter	0.06
firaun	sensei	0.04
firaun	buzzer	0.1
firaun	lover	0.1
firaun	sayyid	0.23
firaun	keparat	0.2
firaun	marsekal	0.26
firaun	kontrolir	0.11
firaun	mubalig	0.17
firaun	organisator	0.16
firaun	balerina	0.16
firaun	selebgram	0.16
firaun	bumiputra	0.21
firaun	kopral	0.17
firaun	kalifah	0.39
firaun	perias	0.18
firaun	arsiparis	0.13
firaun	gentlemen	0.07
firaun	waiter	0.11
firaun	loper	0.05
firaun	waliyullah	0.27
firaun	marxis	0.15
firaun	liberalis	0.23
firaun	judoka	0.12
firaun	businessman	0.14
firaun	syaman	0.15
firaun	widyaiswara	0.15
firaun	learner	0.05
firaun	ginekolog	0.06
firaun	residivis	0.13
firaun	tumenggung	0.18
firaun	ketum	0.09
firaun	murabbi	0.18
firaun	wagub	0.19
firaun	vlogger	0.14
firaun	kapolda	0.24
firaun	kacung	0.22
firaun	koleris	0.21
firaun	moralis	0.21
firaun	propagandis	0.16
firaun	voter	0.04
firaun	adopter	0.15
firaun	inlander	0.14
firaun	peresensi	0.12
firaun	klinisi	0.15
firaun	jongos	0.16
firaun	mayoret	0.14
firaun	devi	0.12
firaun	waskita	0.16
firaun	ballerina	0.17
firaun	enterpreneurship	0.1
firaun	jugun	0.13
firaun	mukminah	0.25
firaun	teungku	0.18
firaun	mandataris	0.22
firaun	reformer	0.18
firaun	grader	0.1
firaun	sekularis	0.26
firaun	filosuf	0.26
firaun	konservator	0.2
firaun	madam	0.21
firaun	masbuk	0.11
firaun	cendikia	0.24
firaun	validator	0.06
firaun	terroris	0.22
firaun	duchess	0.15
firaun	meneer	0.13
firaun	godfather	0.13
firaun	assessor	0.13
firaun	paramedik	0.08
firaun	egoistik	0.21
firaun	floris	0.04
firaun	biduanita	0.18
firaun	clairvoyance	0.15
firaun	bhiksuni	0.17
firaun	evangelist	0.07
firaun	gatekeeper	0.18
firaun	diktaktor	0.4
firaun	ekspat	0.11
firaun	inspektor	0.19
firaun	superintendent	0.14
firaun	foreman	0.11
firaun	golfer	0.02
firaun	sebatangkara	0.19
firaun	herpetolog	0.19
firaun	strategist	0.03
firaun	selebtwit	0.19
firaun	achiever	0.1
firaun	hispanik	0.22
firaun	ghostwriter	0.12
firaun	nulipara	0.12
firaun	legalis	0.24
firaun	networker	0.09
firaun	monetaris	0.17
firaun	pamongpraja	0.26
firaun	pengibing	0.09
firaun	taekwondoin	0.14
firaun	paedofil	0.16
firaun	campers	0.07
firaun	pramusiwi	0.08
firaun	wirausahaan	0.15
firaun	kooperator	0.12
firaun	perempuaan	0.23
firaun	markonis	0.21
firaun	sadomasokis	0.17
firaun	mushalli	0.14
firaun	mubayyin	0.17
firaun	koder	0.1
firaun	laksmana	0.21
firaun	nonpartisipan	0.12
firaun	kristalografer	0.2
firaun	marbut	0.08
firaun	snowboarder	0.16
firaun	crossline	0.09
firaun	murabi	0.22
firaun	postrukturalis	0.19
firaun	budayan	0.22
firaun	penaluk	0.25
firaun	propagandais	0.14
firaun	khatamul	0.18
firaun	controlleur	0.18
humanis	intel	0.11
humanis	tameng	0.18
humanis	komunikan	0.18
humanis	pengamen	0.24
humanis	naturalis	0.43
humanis	waria	0.25
humanis	technical	0.14
humanis	marinir	0.2
humanis	bandit	0.21
humanis	inspektur	0.19
humanis	syetan	0.13
humanis	pecundang	0.26
humanis	borjuis	0.22
humanis	pialang	0.13
humanis	ekspatriat	0.22
humanis	praja	0.17
humanis	miliarder	0.08
humanis	satria	0.23
humanis	laksamana	0.18
humanis	maniak	0.17
humanis	transmigran	0.16
humanis	blasteran	0.15
humanis	mujtahid	0.1
humanis	tiran	0.23
humanis	decision	0.01
humanis	sepuh	0.2
humanis	resign	0.01
humanis	marketer	0.18
humanis	prabu	0.12
humanis	koboi	0.21
humanis	persona	0.26
humanis	fighter	0.11
humanis	pegiat	0.33
humanis	priyayi	0.22
humanis	mbok	0.13
humanis	agamis	0.46
humanis	purnawirawan	0.19
humanis	peragawati	0.21
humanis	demokrat	0.33
humanis	mantri	0.11
humanis	syuhada	0.12
humanis	sekuriti	0.17
humanis	mujahid	0.18
humanis	idiot	0.16
humanis	demokratik	0.37
humanis	salesman	0.18
humanis	eyang	0.17
humanis	bajingan	0.19
humanis	selebritas	0.2
humanis	paramedis	0.23
humanis	dirigen	0.23
humanis	translator	0.19
humanis	principal	0.19
humanis	panitera	0.1
humanis	panelis	0.14
humanis	orator	0.3
humanis	mursyid	0.15
humanis	algojo	0.28
humanis	pawang	0.1
humanis	sersan	0.22
humanis	rentenir	0.16
humanis	kompeni	0.15
humanis	superstar	0.15
humanis	ekstremis	0.26
humanis	perjaka	0.1
humanis	comic	0.22
humanis	jagal	0.17
humanis	diva	0.08
humanis	modernis	0.35
humanis	sipir	0.24
humanis	partisan	0.32
humanis	patriot	0.32
humanis	habib	0.14
humanis	materialis	0.39
humanis	inovator	0.27
humanis	sahaya	0.06
humanis	polwan	0.24
humanis	mubaligh	0.18
humanis	pemrakarsa	0.12
humanis	mahasiwa	0.23
humanis	observer	0.11
humanis	saintis	0.32
humanis	akrobatik	0.14
humanis	raden	0.19
humanis	volunteer	0.24
humanis	bintara	0.2
humanis	cagub	0.19
humanis	kondektur	0.26
humanis	opsir	0.22
humanis	bodyguard	0.11
humanis	negosiator	0.21
humanis	agnostik	0.28
humanis	angota	0.11
humanis	reserse	0.17
humanis	teknokrat	0.33
humanis	oportunis	0.29
humanis	flamboyan	0.31
humanis	mucikari	0.1
humanis	terperiksa	0.13
humanis	biduan	0.09
humanis	konstruktivis	0.37
humanis	cerpenis	0.31
humanis	sinden	0.13
humanis	binatu	0.1
humanis	kiyai	0.14
humanis	romusha	0.13
humanis	wapres	0.14
humanis	pelayat	0.21
humanis	bumiputera	0.22
humanis	nyai	0.11
humanis	mantu	0.1
humanis	bartender	0.13
humanis	enterpreneur	0.29
humanis	ekstrovert	0.19
humanis	formatur	0.08
humanis	rohaniawan	0.33
humanis	rasionalis	0.42
humanis	gigolo	0.13
humanis	presidium	0.17
humanis	upline	0.03
humanis	asesor	0.17
humanis	nahkoda	0.12
humanis	franchisee	0.08
humanis	evaluator	0.22
humanis	porter	0.16
humanis	sensei	0.08
humanis	buzzer	0.17
humanis	lover	0.18
humanis	sayyid	0.23
humanis	keparat	0.26
humanis	marsekal	0.23
humanis	kontrolir	0.1
humanis	mubalig	0.19
humanis	organisator	0.26
humanis	balerina	0.21
humanis	selebgram	0.13
humanis	bumiputra	0.25
humanis	kopral	0.22
humanis	kalifah	0.13
humanis	perias	0.17
humanis	arsiparis	0.28
humanis	gentlemen	0.23
humanis	waiter	0.16
humanis	loper	0.2
humanis	waliyullah	0.13
humanis	marxis	0.35
humanis	liberalis	0.42
humanis	judoka	0.12
humanis	businessman	0.25
humanis	syaman	0.11
humanis	widyaiswara	0.18
humanis	learner	0.25
humanis	ginekolog	0.15
humanis	residivis	0.25
humanis	tumenggung	0.17
humanis	ketum	0.1
humanis	murabbi	0.23
humanis	wagub	0.18
humanis	vlogger	0.23
humanis	kapolda	0.28
humanis	kacung	0.16
humanis	koleris	0.32
humanis	moralis	0.5
humanis	propagandis	0.31
humanis	voter	0.14
humanis	adopter	0.16
humanis	inlander	0.22
humanis	peresensi	0.31
humanis	klinisi	0.25
humanis	jongos	0.23
humanis	mayoret	0.14
humanis	devi	0.05
humanis	waskita	0.21
humanis	ballerina	0.16
humanis	enterpreneurship	0.29
humanis	jugun	0.07
humanis	mukminah	0.19
humanis	teungku	0.13
humanis	mandataris	0.13
humanis	reformer	0.39
humanis	grader	0.19
humanis	sekularis	0.41
humanis	filosuf	0.31
humanis	konservator	0.24
humanis	madam	0.19
humanis	masbuk	0.09
humanis	cendikia	0.32
humanis	validator	0.2
humanis	terroris	0.24
humanis	duchess	0.06
humanis	meneer	0.19
humanis	godfather	0.3
humanis	assessor	0.12
humanis	paramedik	0.28
humanis	egoistik	0.38
