noun_w_ekor	noun_w_buah	cossim
ayam	pusaka	0.24
ayam	momentum	0.1
ayam	perkumpulan	0.15
ayam	interpretasi	0.11
ayam	slogan	0.13
ayam	subuh	0.29
ayam	kubah	0.27
ayam	pesona	0.19
ayam	tautan	0.15
ayam	keraton	0.24
ayam	pentas	0.21
ayam	tool	0.02
ayam	dompet	0.17
ayam	keharusan	0.2
ayam	jambu	0.33
ayam	balon	0.25
ayam	katalog	0.11
ayam	katup	0.14
ayam	pelukan	0.17
ayam	perpisahan	0.13
ayam	topeng	0.24
ayam	kafe	0.19
ayam	tragedi	0.14
ayam	kantung	0.21
ayam	balok	0.22
ayam	persidangan	0.18
ayam	bis	0.16
ayam	pepaya	0.42
ayam	refleksi	0.04
ayam	pensil	0.18
ayam	rumusan	0.11
ayam	penyajian	0.26
ayam	teror	0.12
ayam	kaleng	0.29
ayam	amanat	0.15
ayam	esai	0.21
ayam	debat	0.25
ayam	nyanyian	0.25
ayam	kado	0.18
ayam	helm	0.22
ayam	kromosom	0.26
ayam	akademi	0.15
ayam	aliansi	0.11
ayam	kementerian	0.12
ayam	rawa	0.31
ayam	investigasi	0.15
ayam	jurang	0.16
ayam	busur	0.18
ayam	gelang	0.31
ayam	pistol	0.22
ayam	kemeja	0.24
ayam	kedai	0.29
ayam	perkampungan	0.29
ayam	karpet	0.28
ayam	kurma	0.34
ayam	kos	0.26
ayam	kongres	0.12
ayam	respons	0.17
ayam	syair	0.17
ayam	penanda	0.16
ayam	pengabdian	0.16
ayam	potret	0.17
ayam	skandal	0.2
ayam	pena	0.21
ayam	cangkir	0.21
ayam	teleskop	0.1
ayam	terobosan	0.08
ayam	nagari	0.21
ayam	teluk	0.22
ayam	frasa	0.18
ayam	salon	0.19
ayam	piramida	0.14
ayam	mantra	0.17
ayam	kurva	0.16
ayam	pepatah	0.21
ayam	kesultanan	0.17
ayam	akumulasi	0.2
ayam	wortel	0.37
ayam	suntikan	0.26
ayam	kompor	0.24
ayam	ambisi	0.14
ayam	pengajian	0.18
ayam	persimpangan	0.19
ayam	kritikan	0.12
ayam	pertemanan	0.22
ayam	kekosongan	0.13
ayam	korporasi	0.16
ayam	percetakan	0.18
ayam	representasi	0.18
ayam	sandal	0.21
ayam	gerbong	0.19
ayam	halangan	0.12
ayam	mal	0.12
ayam	keranjang	0.29
ayam	cafe	0.2
ayam	supermarket	0.27
ayam	jeda	0.2
ayam	panti	0.16
ayam	perkakas	0.17
ayam	bingkai	0.14
ayam	gang	0.28
ayam	sedan	0.22
ayam	kutukan	0.17
ayam	matriks	0.1
ayam	koridor	0.09
ayam	obrolan	0.17
ayam	perbincangan	0.16
ayam	mangkuk	0.32
ayam	ranting	0.27
ayam	lorong	0.21
ayam	kios	0.32
ayam	pojok	0.2
ayam	warnet	0.18
ayam	narasi	0.15
ayam	puskesmas	0.15
ayam	panci	0.3
ayam	kiriman	0.18
ayam	tinju	0.29
ayam	konsistensi	0.19
ayam	plugin	0.11
ayam	pementasan	0.16
ayam	sketsa	0.18
ayam	tato	0.22
ayam	arca	0.2
ayam	galeri	0.18
ayam	pura	0.2
ayam	kebodohan	0.17
ayam	pantun	0.21
ayam	teriakan	0.23
ayam	dermaga	0.17
ayam	kejelasan	0.07
ayam	hub	0.11
ayam	agensi	0.08
ayam	kosakata	0.19
ayam	pertengkaran	0.23
ayam	ajakan	0.12
ayam	node	0.06
ayam	tape	0.16
ayam	sistim	0.15
ayam	spanduk	0.21
ayam	akuarium	0.2
ayam	konsensus	0.05
ayam	tugu	0.21
ayam	lelucon	0.16
ayam	kemewahan	0.13
ayam	konsepsi	0.17
ayam	tesis	0.15
ayam	becak	0.28
ayam	sandiwara	0.11
ayam	pelarian	0.18
ayam	alarm	0.22
ayam	portofolio	0.1
ayam	metodologi	0.13
ayam	risalah	0.14
ayam	fragmen	0.12
ayam	senar	0.22
ayam	sekte	0.15
ayam	feature	0.12
ayam	melodi	0.19
ayam	brosur	0.13
ayam	anjuran	0.2
ayam	altar	0.16
ayam	pencitraan	0.12
ayam	ringkasan	0.2
ayam	mukjizat	0.23
ayam	sangkar	0.4
ayam	akhiran	0.03
ayam	parit	0.24
ayam	kaus	0.28
ayam	sajak	0.21
ayam	tontonan	0.22
ayam	koper	0.15
ayam	telaga	0.18
ayam	orkestra	0.14
ayam	ilusi	0.13
ayam	amplop	0.21
ayam	ormas	0.21
ayam	karaoke	0.15
ayam	kerinduan	0.18
ayam	tikungan	0.14
ayam	lonceng	0.24
ayam	resort	0.14
ayam	nota	0.15
ayam	fondasi	0.18
ayam	perhelatan	0.15
ayam	tonggak	0.17
ayam	halte	0.09
ayam	semangka	0.29
ayam	plakat	0.23
ayam	gengsi	0.2
ayam	kardus	0.26
ayam	kapak	0.21
ayam	harmoni	0.12
ayam	idealisme	0.12
ayam	lakon	0.15
ayam	gunting	0.24
ayam	kerikil	0.19
ayam	dilema	0.17
ayam	jebakan	0.18
ayam	ruko	0.2
ayam	tong	0.2
ayam	prosa	0.18
ayam	gendang	0.2
ayam	pengkhianatan	0.18
ayam	garapan	0.13
ayam	analogi	0.17
ayam	pose	0.13
ayam	terusan	0.22
ayam	board	0.1
ayam	penegasan	0.12
ayam	firma	0.11
ayam	piagam	0.2
ayam	tanjung	0.26
ayam	gong	0.18
ayam	karung	0.35
ayam	kanvas	0.19
ayam	kontrakan	0.19
ayam	simpang	0.24
ayam	sayembara	0.16
ayam	cerminan	0.18
ayam	ember	0.21
ayam	gundukan	0.28
ayam	meridian	0.07
ayam	lempengan	0.27
ayam	lompatan	0.19
ayam	renungan	0.13
ayam	ransel	0.22
ayam	sim	0.11
ayam	akronim	0.12
ayam	kongsi	0.14
ayam	cluster	0.17
ayam	tanggul	0.16
ayam	nisan	0.16
ayam	sisir	0.2
ayam	cawan	0.15
ayam	petisi	0.16
ayam	pelataran	0.24
ayam	perempatan	0.29
ayam	dahan	0.3
ayam	gergaji	0.26
ayam	rangkuman	0.15
ayam	kilang	0.18
ayam	ketukan	0.22
ayam	bisikan	0.16
ayam	surau	0.17
ayam	proposisi	0.18
ayam	gubuk	0.25
ayam	karton	0.24
ayam	puzzle	0.16
ayam	kontradiksi	0.11
ayam	minimarket	0.19
ayam	curug	0.16
ayam	pawai	0.21
ayam	kiasan	0.16
ayam	laci	0.04
ayam	bungkusan	0.26
ayam	hirarki	0.1
ayam	kontainer	0.22
ayam	kerumitan	0.08
ayam	pahatan	0.13
ayam	vas	0.08
ayam	dogma	0.16
ayam	sanggar	0.16
ayam	senter	0.21
ayam	sindiran	0.13
ayam	ikhtiar	0.15
ayam	anion	0.1
ayam	petikan	0.19
ayam	lokakarya	0.14
ayam	mangan	0.17
ayam	metafora	0.09
ayam	mikrofon	0.16
ayam	kewajaran	0.1
ayam	penantian	0.14
ayam	gate	0.16
ayam	kation	0.12
ayam	mercusuar	0.14
ayam	keran	0.18
ayam	demokratisasi	0.12
ayam	wisma	0.23
ayam	vila	0.1
ayam	guci	0.17
ayam	sukun	0.31
ayam	sequence	0.04
ayam	pergelaran	0.12
ayam	perda	0.14
ayam	meteran	0.18
ayam	telegram	0.08
ayam	paradoks	0.11
ayam	periuk	0.25
ayam	firasat	0.16
ayam	hikayat	0.18
ayam	gamet	0.19
ayam	losmen	0.11
ayam	inskripsi	0.1
ayam	ceruk	0.2
ayam	mengkudu	0.27
ayam	plaza	0.07
ayam	pasak	0.18
ayam	morfem	0.12
ayam	puri	0.19
ayam	tuturan	0.07
ayam	amandemen	0.13
ayam	pelaminan	0.08
ayam	ironi	0.12
ayam	almari	0.18
ayam	keniscayaan	0.12
ayam	bumper	0.09
ayam	lesung	0.28
ayam	petaka	0.17
ayam	ujaran	0.15
ayam	boks	0.2
ayam	baskom	0.23
ayam	simfoni	0.1
ayam	nampan	0.26
ayam	simbiosis	0.12
ayam	sekoci	0.07
ayam	kesengajaan	0.09
ayam	paviliun	0.15
ayam	penggaris	0.12
ayam	nomina	0.16
ayam	hologram	0.07
ayam	petasan	0.26
ayam	mosi	0.07
ayam	matakuliah	0.12
ayam	tamparan	0.16
ayam	gayung	0.17
ayam	motel	0.12
ayam	crane	0.13
ayam	kiwi	0.26
ayam	cangkul	0.22
ayam	hantaman	0.16
ayam	kecupan	0.18
ayam	tempayan	0.23
ayam	komersialisasi	0.18
ayam	bohlam	0.23
ayam	minibus	0.14
ayam	adisi	0.09
ayam	diskursus	0.15
ayam	dipan	0.18
ayam	lokus	0.2
ayam	tunnel	-0
ayam	korpus	0.15
ayam	bazar	0.22
ayam	kelab	0.12
ayam	manifesto	0.12
ayam	layangan	0.31
ayam	gentong	0.31
ayam	potential	0.08
ayam	panser	0.17
ayam	simposium	0.22
ayam	sakelar	0.11
ayam	kapuk	0.23
ayam	katrol	0.12
ayam	lamunan	0.16
ayam	plang	0.15
ayam	gurauan	0.2
ayam	postulat	0.11
ayam	restauran	0.27
ayam	kelaziman	0.13
ayam	belalai	0.22
ayam	sand	0.09
ayam	melodrama	0.13
ayam	konstruk	0.14
ayam	bakpao	0.38
ayam	termos	0.13
ayam	modalitas	0.17
ayam	kontinum	0.16
ayam	ketidaksengajaan	0.13
ayam	jip	0.06
ayam	stetoskop	0.12
ayam	asbak	0.15
ayam	komuniti	0.12
ayam	musala	0.15
ayam	finite	0.03
ayam	gubug	0.24
ayam	vlog	0.09
ayam	alegori	0.1
ayam	kemustahilan	0.13
ayam	puli	0.23
ayam	konperensi	0.08
ayam	mahligai	0.1
ayam	rempeyek	0.36
ayam	tangsi	0.25
ayam	keranda	0.3
ayam	serunai	0.25
ayam	tranformasi	0.18
ayam	jerigen	0.18
ayam	bufet	0.16
ayam	paradigm	0.09
ayam	leksem	0.17
ayam	rencong	0.2
ayam	kersen	0.18
ayam	ogung	0.21
ayam	transmiter	0.02
ayam	besek	0.33
ayam	teratak	0.27
ayam	prakondisi	0.22
ayam	buntalan	0.32
ayam	kubang	0.32
ayam	settlements	0.14
ayam	lepat	0.27
ayam	tetrad	0.11
ayam	gandang	0.31
ayam	telomere	0.2
ayam	gundu	0.29
ayam	episteme	0.07
ayam	krans	0.29
ayam	sarune	0.21
ayam	suitan	0.27
ayam	hasapi	0.25
ayam	boombox	0.14
ayam	artshop	0.26
ayam	lakuna	0.13
ayam	penyerah	0.3
ayam	kungkung	0.33
ayam	derat	0.26
ayam	lepau	0.32
ayam	taxable	0.1
ayam	performativitas	0.15
kucing	bagian	0.22
kucing	hal	0.23
kucing	hari	0.26
kucing	bahasa	0.22
kucing	anak	0.45
kucing	tempat	0.3
kucing	cara	0.23
kucing	dunia	0.27
kucing	kali	0.29
kucing	rumah	0.37
kucing	kota	0.24
kucing	air	0.33
kucing	nama	0.24
kucing	hasil	0.2
kucing	masyarakat	0.23
kucing	masa	0.2
kucing	negara	0.31
kucing	kelas	0.24
kucing	kata	0.17
kucing	tanggal	0.21
kucing	film	0.25
kucing	jenis	0.36
kucing	penyakit	0.36
kucing	harga	0.22
kucing	perusahaan	0.23
kucing	proses	0.19
kucing	desa	0.22
kucing	perjalanan	0.2
kucing	daerah	0.21
kucing	wilayah	0.21
kucing	informasi	0.18
kucing	masalah	0.24
kucing	tubuh	0.35
kucing	sistem	0.17
kucing	bentuk	0.24
kucing	produk	0.25
kucing	rasa	0.26
kucing	sekolah	0.25
kucing	makanan	0.41
kucing	jalan	0.24
kucing	obat	0.3
kucing	awal	0.21
kucing	jumlah	0.21
kucing	keluarga	0.32
kucing	pendidikan	0.17
kucing	kerja	0.15
kucing	mata	0.33
kucing	data	0.12
kucing	artikel	0.26
kucing	pemerintah	0.17
kucing	lagu	0.25
kucing	ibu	0.31
kucing	mesin	0.2
kucing	tanah	0.31
kucing	tujuan	0.18
kucing	kelompok	0.26
kucing	jam	0.18
kucing	buku	0.22
kucing	makan	0.38
kucing	kehidupan	0.22
kucing	tim	0.23
kucing	hukum	0.22
kucing	akhir	0.2
kucing	hubungan	0.23
kucing	kegiatan	0.17
kucing	sumber	0.22
kucing	kecamatan	0.13
kucing	program	0.17
kucing	hati	0.24
kucing	situs	0.2
kucing	tangan	0.24
kucing	musik	0.25
kucing	usaha	0.23
kucing	penilaian	0.2
kucing	bola	0.34
kucing	malam	0.26
kucing	bisnis	0.21
kucing	bidang	0.15
kucing	kondisi	0.22
kucing	suara	0.27
kucing	alat	0.21
kucing	media	0.23
kucing	nilai	0.16
kucing	ilmu	0.22
kucing	posisi	0.19
kucing	blog	0.25
kucing	musim	0.18
kucing	agama	0.21
kucing	gambar	0.29
kucing	kemampuan	0.22
kucing	lingkungan	0.29
kucing	kebutuhan	0.22
kucing	mobil	0.35
kucing	kepala	0.26
kucing	acara	0.17
kucing	ruang	0.23
kucing	pesawat	0.31
kucing	album	0.18
kucing	aplikasi	0.19
kucing	daya	0.19
kucing	barang	0.29
kucing	cerita	0.23
kucing	negeri	0.23
kucing	keadaan	0.22
kucing	sejarah	0.21
kucing	karya	0.19
kucing	politik	0.24
kucing	ekonomi	0.17
kucing	badan	0.33
kucing	pekerjaan	0.17
kucing	organisasi	0.25
kucing	perubahan	0.19
kucing	permainan	0.27
kucing	pusat	0.14
kucing	pasar	0.26
kucing	pilihan	0.21
kucing	pertanyaan	0.22
kucing	teknologi	0.16
kucing	komputer	0.27
kucing	bangsa	0.22
kucing	penelitian	0.17
kucing	sisi	0.18
kucing	foto	0.28
kucing	jaringan	0.2
kucing	batu	0.33
kucing	perangkat	0.21
kucing	pemerintahan	0.13
kucing	tiket	0.28
kucing	kekuatan	0.19
kucing	ukuran	0.24
kucing	produksi	0.17
kucing	arah	0.14
kucing	model	0.23
kucing	contoh	0.17
kucing	video	0.25
kucing	wisata	0.21
kucing	pribadi	0.22
kucing	halaman	0.21
kucing	daftar	0.19
kucing	wajah	0.32
kucing	versi	0.2
kucing	lokasi	0.19
kucing	tanaman	0.39
kucing	layanan	0.14
kucing	perkembangan	0.21
kucing	provinsi	0.22
kucing	kamar	0.26
kucing	surat	0.18
kucing	budaya	0.25
kucing	pengetahuan	0.22
kucing	operasi	0.17
kucing	gaya	0.23
kucing	perang	0.23
kucing	kapal	0.28
kucing	tugas	0.16
kucing	pengalaman	0.18
kucing	kasus	0.26
kucing	pertandingan	0.22
kucing	bangunan	0.23
kucing	kemungkinan	0.28
kucing	pembangunan	0.16
kucing	alasan	0.19
kucing	faktor	0.19
kucing	desain	0.24
kucing	terkait	0.21
kucing	fungsi	0.13
kucing	industri	0.18
kucing	zaman	0.2
kucing	pulau	0.3
kucing	nomor	0.18
kucing	kesempatan	0.18
kucing	pagi	0.2
kucing	televisi	0.27
kucing	hotel	0.18
kucing	jarak	0.22
kucing	energi	0.23
kucing	pantai	0.26
kucing	motor	0.29
kucing	periode	0.16
kucing	suku	0.19
kucing	klub	0.3
kucing	metode	0.17
kucing	pasukan	0.25
kucing	benda	0.35
kucing	pesan	0.19
kucing	sungai	0.26
kucing	komunikasi	0.2
kucing	aktivitas	0.22
kucing	istilah	0.19
kucing	berita	0.21
kucing	game	0.27
kucing	konsep	0.2
kucing	kantor	0.15
kucing	jalur	0.21
kucing	tindakan	0.23
kucing	daun	0.35
kucing	angka	0.21
kucing	tangga	0.27
kucing	gelar	0.15
kucing	karakter	0.27
kucing	sel	0.23
kucing	area	0.2
kucing	hutan	0.33
kucing	fasilitas	0.13
kucing	tanda	0.23
kucing	pintu	0.25
kucing	gerakan	0.27
kucing	bintang	0.22
kucing	kereta	0.33
kucing	garis	0.18
kucing	kayu	0.32
kucing	fitur	0.18
kucing	kerajaan	0.26
kucing	langkah	0.15
kucing	kematian	0.24
kucing	kawasan	0.23
kucing	titik	0.17
kucing	kebijakan	0.11
kucing	ayat	0.17
kucing	pembelajaran	0.21
kucing	pohon	0.33
kucing	serangan	0.19
kucing	teknik	0.19
kucing	tulisan	0.19
kucing	peran	0.18
kucing	kartu	0.19
kucing	peristiwa	0.22
kucing	jawaban	0.17
kucing	perbedaan	0.2
kucing	maskapai	0.27
kucing	lembaga	0.2
kucing	kekuasaan	0.19
kucing	individu	0.29
kucing	layar	0.21
kucing	teori	0.19
kucing	keputusan	0.15
kucing	kabupaten	0.14
kucing	link	0.14
kucing	sikap	0.25
kucing	grup	0.21
kucing	pola	0.23
kucing	stasiun	0.26
kucing	upaya	0.21
kucing	keuntungan	0.18
kucing	kehilangan	0.26
kucing	tipe	0.26
kucing	kejadian	0.29
kucing	kendaraan	0.28
kucing	toko	0.28
kucing	perasaan	0.26
kucing	unit	0.18
kucing	huruf	0.2
kucing	proyek	0.17
kucing	materi	0.19
kucing	asam	0.22
kucing	kode	0.15
kucing	standar	0.21
kucing	status	0.2
kucing	pelajaran	0.2
kucing	rencana	0.15
kucing	pendapat	0.21
kucing	kisah	0.23
kucing	iklan	0.21
kucing	kamera	0.28
kucing	virus	0.29
kucing	cahaya	0.27
kucing	modal	0.19
kucing	ruangan	0.28
kucing	bukti	0.18
kucing	situasi	0.18
kucing	file	0.22
kucing	peningkatan	0.16
kucing	manajemen	0.17
kucing	saluran	0.22
kucing	aliran	0.16
kucing	bank	0.19
kucing	partai	0.26
kucing	agen	0.24
kucing	akun	0.21
kucing	judul	0.15
kucing	perilaku	0.34
kucing	struktur	0.15
kucing	kategori	0.17
kucing	tentara	0.25
kucing	laporan	0.17
kucing	objek	0.26
kucing	pemilihan	0.22
kucing	gunung	0.26
kucing	generasi	0.18
kucing	kemenangan	0.17
kucing	pernikahan	0.21
kucing	arti	0.18
kucing	catatan	0.15
kucing	studi	0.19
kucing	komunitas	0.23
kucing	pertemuan	0.15
kucing	unsur	0.17
kucing	semangat	0.12
kucing	penjualan	0.24
kucing	senjata	0.21
kucing	kesalahan	0.18
kucing	mulut	0.26
kucing	lahan	0.26
kucing	gereja	0.18
kucing	batas	0.14
kucing	gol	0.19
kucing	siang	0.21
kucing	pandangan	0.25
kucing	lapangan	0.09
kucing	keseluruhan	0.2
kucing	band	0.24
kucing	ponsel	0.28
kucing	kuliah	0.16
kucing	kunci	0.22
kucing	episode	0.18
kucing	gigi	0.27
kucing	baju	0.29
kucing	makna	0.19
kucing	gedung	0.18
kucing	kertas	0.3
kucing	perbuatan	0.21
kucing	keinginan	0.22
kucing	jabatan	0.08
kucing	kabar	0.22
kucing	drama	0.19
kucing	penampilan	0.22
kucing	sudut	0.23
kucing	sarana	0.12
kucing	strategi	0.18
kucing	aturan	0.12
kucing	harapan	0.2
kucing	aspek	0.19
kucing	hadiah	0.25
kucing	kelapa	0.21
kucing	perencanaan	0.12
kucing	gula	0.2
kucing	masjid	0.22
kucing	era	0.13
kucing	latihan	0.15
kucing	tanya	0.17
kucing	potensi	0.2
kucing	telepon	0.17
kucing	payudara	0.19
kucing	kalimat	0.18
kucing	peralatan	0.25
kucing	penjelasan	0.12
kucing	populasi	0.29
kucing	luka	0.25
kucing	kepercayaan	0.18
kucing	kursi	0.25
kucing	dinding	0.24
kucing	alternatif	0.19
kucing	paket	0.17
kucing	peluang	0.2
kucing	perintah	0.12
kucing	investasi	0.19
kucing	komponen	0.19
kucing	pabrik	0.14
kucing	peraturan	0.15
kucing	kebiasaan	0.32
kucing	batang	0.26
kucing	ide	0.21
kucing	tradisi	0.23
kucing	novel	0.19
kucing	lubang	0.24
kucing	suasana	0.18
kucing	permasalahan	0.14
kucing	babak	0.14
kucing	kitab	0.16
kucing	aksi	0.21
kucing	radio	0.22
kucing	majalah	0.19
kucing	kampung	0.34
kucing	cabang	0.19
kucing	teks	0.19
kucing	meja	0.29
kucing	solusi	0.16
kucing	kompetisi	0.21
kucing	laga	0.17
kucing	tema	0.17
kucing	pemikiran	0.18
kucing	pengertian	0.15
kucing	ajaran	0.14
kucing	permintaan	0.19
kucing	taman	0.31
kucing	komentar	0.16
kucing	alamat	0.19
kucing	beban	0.1
kucing	rahasia	0.22
kucing	kebenaran	0.16
kucing	es	0.06
kucing	sepeda	0.28
kucing	syarat	0.21
kucing	tulang	0.29
kucing	lampu	0.27
kucing	pemahaman	0.18
kucing	biru	0.3
kucing	misi	0.18
kucing	pernyataan	0.16
kucing	latar	0.19
kucing	dosa	0.18
kucing	karier	0.17
kucing	kebudayaan	0.25
kucing	kain	0.28
kucing	perjanjian	0.17
kucing	campuran	0.26
kucing	kotak	0.29
kucing	arus	0.08
kucing	format	0.09
kucing	pertempuran	0.19
kucing	analisis	0.08
kucing	konflik	0.21
kucing	pendekatan	0.15
kucing	dokumen	0.16
kucing	fakta	0.22
kucing	pelatihan	0.14
kucing	sebutan	0.15
kucing	prestasi	0.12
kucing	ciri	0.24
kucing	prinsip	0.12
kucing	distrik	0.11
kucing	kompleks	0.15
kucing	mimpi	0.24
kucing	sosok	0.27
kucing	transaksi	0.22
kucing	kolam	0.31
kucing	kontrak	0.16
kucing	petunjuk	0.1
kucing	tombol	0.12
kucing	upacara	0.12
kucing	logam	0.29
kucing	sepatu	0.27
kucing	kampus	0.2
kucing	ketinggian	0.15
kucing	doa	0.16
kucing	kebaikan	0.21
kucing	planet	0.31
kucing	universitas	0.2
kucing	hukuman	0.21
kucing	ujian	0.19
kucing	perguruan	0.18
kucing	merek	0.27
kucing	perjuangan	0.13
kucing	kejahatan	0.2
kucing	peta	0.15
kucing	skor	0.15
kucing	masakan	0.3
kucing	ketentuan	0.14
kucing	level	0.11
kucing	perkara	0.22
kucing	jendela	0.25
kucing	kue	0.34
kucing	bus	0.18
kucing	tes	0.21
kucing	kaca	0.29
kucing	naskah	0.17
kucing	ajang	0.17
kucing	memori	0.15
kucing	nasi	0.39
kucing	kewajiban	0.14
kucing	label	0.15
kucing	istana	0.21
kucing	pengelolaan	0.23
kucing	rapat	0.13
kucing	kemajuan	0.11
kucing	dapur	0.26
kucing	pos	0.17
kucing	penawaran	0.15
kucing	kabel	0.26
kucing	kepemimpinan	0.12
kucing	biji	0.26
kucing	rekaman	0.23
kucing	persoalan	0.17
kucing	penjara	0.2
kucing	jurusan	0.14
kucing	satuan	0.21
kucing	peringatan	0.16
kucing	kenyataan	0.13
kucing	kecelakaan	0.23
kucing	bencana	0.25
kucing	konten	0.2
kucing	restoran	0.24
kucing	ikatan	0.21
kucing	sinyal	0.23
kucing	sore	0.2
kucing	jembatan	0.21
kucing	baterai	0.19
kucing	identitas	0.19
kucing	kekerasan	0.22
kucing	diskusi	0.14
kucing	keyakinan	0.14
kucing	tas	0.25
kucing	kesadaran	0.16
kucing	tantangan	0.13
kucing	gua	0.26
kucing	profesi	0.2
kucing	simbol	0.2
kucing	gitar	0.24
kucing	paham	0.21
kucing	panggilan	0.16
kucing	keterampilan	0.21
kucing	atom	0.21
kucing	gambaran	0.17
kucing	pemandangan	0.23
kucing	potongan	0.24
kucing	ancaman	0.22
kucing	rangkaian	0.13
kucing	bandara	0.21
kucing	kunjungan	0.12
kucing	danau	0.25
kucing	papan	0.19
kucing	fenomena	0.25
kucing	keberhasilan	0.18
kucing	panggung	0.2
kucing	topik	0.16
kucing	kebebasan	0.16
kucing	niat	0.18
kucing	medan	0.13
kucing	interaksi	0.26
kucing	kerjasama	0.15
kucing	kolom	0.13
kucing	satelit	0.2
kucing	pesta	0.19
kucing	dimensi	0.14
kucing	keindahan	0.23
kucing	plastik	0.26
kucing	bar	0.19
kucing	elemen	0.18
kucing	celana	0.22
kucing	kampanye	0.16
kucing	filsafat	0.19
kucing	perbatasan	0.16
kucing	studio	0.18
kucing	pertimbangan	0.12
kucing	kombinasi	0.22
kucing	kebetulan	0.3
kucing	kriteria	0.23
kucing	persiapan	0.13
kucing	harian	0.23
kucing	pembicaraan	0.17
kucing	konser	0.24
kucing	nada	0.17
kucing	botol	0.26
kucing	kesan	0.19
kucing	ucapan	0.2
kucing	pelabuhan	0.23
kucing	properti	0.24
kucing	surga	0.18
kucing	wawancara	0.12
kucing	pertunjukan	0.24
kucing	krisis	0.15
kucing	tabel	0.09
kucing	konteks	0.17
kucing	konstruksi	0.09
kucing	pengadilan	0.19
kucing	lomba	0.21
kucing	siklus	0.17
kucing	demokrasi	0.19
kucing	terapi	0.24
kucing	sinetron	0.17
kucing	lukisan	0.31
kucing	bukit	0.16
kucing	riwayat	0.17
kucing	tuntutan	0.15
kucing	riset	0.15
kucing	aset	0.26
kucing	perpustakaan	0.18
kucing	pelanggaran	0.18
kucing	patung	0.32
kucing	gagasan	0.17
kucing	pesanan	0.2
kucing	penemuan	0.2
kucing	definisi	0.15
kucing	isu	0.24
kucing	kontes	0.37
kucing	jaminan	0.16
kucing	perkebunan	0.19
kucing	praktik	0.21
kucing	lingkaran	0.24
kucing	distribusi	0.17
kucing	kalender	0.17
kucing	zona	0.18
kucing	makam	0.24
kucing	bunyi	0.21
kucing	daratan	0.29
kucing	disiplin	0.19
kucing	kekalahan	0.21
kucing	logo	0.19
kucing	adegan	0.2
kucing	wadah	0.21
kucing	tali	0.21
kucing	museum	0.24
kucing	mekanisme	0.15
kucing	kandang	0.38
kucing	pergerakan	0.26
kucing	kebun	0.31
kucing	percobaan	0.27
kucing	puisi	0.18
kucing	variabel	0.1
kucing	roti	0.28
kucing	basis	0.11
kucing	map	0.17
kucing	peradaban	0.2
kucing	kegagalan	0.17
kucing	browser	0.2
kucing	perayaan	0.23
kucing	forum	0.17
kucing	janji	0.13
kucing	perkawinan	0.24
kucing	perekonomian	0.06
kucing	rekening	0.2
kucing	gelas	0.24
kucing	gerbang	0.14
kucing	pengakuan	0.17
kucing	busana	0.17
kucing	obyek	0.23
kucing	kajian	0.12
kucing	dewan	0.23
kucing	kesuksesan	0.16
kucing	dataran	0.18
kucing	persamaan	0.15
kucing	tinjauan	0.06
kucing	kesatuan	0.15
kucing	kesepakatan	0.14
kucing	perumahan	0.16
kucing	dusun	0.2
kucing	evaluasi	0.14
kucing	penutup	0.16
kucing	pemberontakan	0.12
kucing	kurikulum	0.14
kucing	bom	0.19
kucing	pengajaran	0.13
kucing	komposisi	0.18
kucing	visi	0.12
kucing	resolusi	0.16
kucing	inspirasi	0.15
kucing	tabung	0.18
kucing	candi	0.26
kucing	komitmen	0.14
kucing	koperasi	0.16
kucing	kebahagiaan	0.21
kucing	inovasi	0.13
kucing	susunan	0.18
kucing	karet	0.23
kucing	profil	0.11
kucing	menara	0.17
kucing	sesi	0.2
kucing	kebakaran	0.27
kucing	kritik	0.09
kucing	benteng	0.15
kucing	undangan	0.11
kucing	pedang	0.2
kucing	kesimpulan	0.13
kucing	instrumen	0.22
kucing	cincin	0.25
kucing	terminal	0.19
kucing	ban	0.2
kucing	panduan	0.14
kucing	perahu	0.22
kucing	laboratorium	0.22
kucing	institusi	0.16
kucing	tahapan	0.17
kucing	tembok	0.25
kucing	larutan	0.25
kucing	koran	0.29
kucing	divisi	0.09
kucing	legenda	0.2
kucing	jeruk	0.22
kucing	problem	0.16
kucing	makalah	0.17
kucing	angkutan	0.13
kucing	pengukuran	0.21
kucing	organisme	0.27
kucing	fiksi	0.23
kucing	platform	0.18
kucing	dugaan	0.19
kucing	impian	0.18
kucing	tiang	0.16
kucing	keadilan	0.16
kucing	rantai	0.23
kucing	pesantren	0.19
kucing	partikel	0.25
kucing	kerangka	0.22
kucing	instansi	0.1
kucing	pameran	0.26
kucing	permohonan	0.2
kucing	boneka	0.4
kucing	senyum	0.19
kucing	jurnal	0.22
kucing	keseimbangan	0.19
kucing	pedoman	0.08
kucing	tambang	0.18
kucing	citra	0.18
kucing	perlawanan	0.09
kucing	peperangan	0.14
kucing	revolusi	0.13
kucing	pengumuman	0.14
kucing	kemasan	0.2
kucing	persahabatan	0.25
kucing	tawaran	0.15
kucing	pencapaian	0.15
kucing	acuan	0.12
kucing	jagung	0.25
kucing	usul	0.24
kucing	hadis	0.23
kucing	kehormatan	0.2
kucing	survei	0.12
kucing	otoritas	0.16
kucing	momen	0.18
kucing	prioritas	0.13
kucing	robot	0.38
kucing	muatan	0.18
