noun_w_orang	noun_w_orang_only	cossim
mukmin	suruhan	0.16
mukmin	inspektur	0.12
mukmin	pialang	0.13
mukmin	miliarder	0.16
mukmin	satria	0.23
mukmin	usahawan	0.21
mukmin	pelapor	0.24
mukmin	pemahat	0.17
mukmin	penunggu	0.19
mukmin	penurut	0.18
mukmin	pengusul	0.13
mukmin	pemimpi	0.27
mukmin	penyusup	0.18
mukmin	pemungut	0.19
mukmin	penceramah	0.17
mukmin	penggarap	0.2
mukmin	pelupa	0.24
mukmin	perupa	0.16
mukmin	panelis	0.14
mukmin	penyendiri	0.25
mukmin	pemateri	0.13
mukmin	penggali	0.23
mukmin	penukar	0.13
mukmin	penyabar	0.33
mukmin	habib	0.19
mukmin	pelempar	0.19
mukmin	pemborong	0.2
mukmin	pendemo	0.14
mukmin	pencerita	0.29
mukmin	penyelundup	0.15
mukmin	penganggur	0.18
mukmin	penggiling	0.2
mukmin	penterjemah	0.15
mukmin	pengulas	0.13
mukmin	penagih	0.15
mukmin	hartawan	0.3
mukmin	perumus	0.09
mukmin	wapres	0.14
mukmin	peniup	0.19
mukmin	penggalang	0.24
mukmin	pembenci	0.33
mukmin	pengkaji	0.25
mukmin	pembebas	0.26
mukmin	pemetik	0.17
mukmin	penjilat	0.21
mukmin	pencabut	0.23
mukmin	peramah	0.25
mukmin	pengukir	0.21
mukmin	pengejar	0.29
mukmin	pemerah	0.11
mukmin	wiraswastawan	0.17
mukmin	pemulia	0.28
mukmin	penendang	0.19
mukmin	penyimak	0.21
mukmin	pelestari	0.21
mukmin	penjemput	0.14
mukmin	pembaru	0.3
mukmin	marxis	0.17
mukmin	penghayat	0.25
mukmin	pengadu	0.21
mukmin	pemasak	0.17
mukmin	pembobol	0.17
mukmin	penggemblengan	0.17
mukmin	penghasut	0.23
mukmin	penderma	0.23
mukmin	pemaksa	0.21
mukmin	peragu	0.17
mukmin	pengekor	0.24
mukmin	perayu	0.2
mukmin	pendebat	0.25
mukmin	penyuara	0.18
mukmin	pemimpinan	0.31
mukmin	penghadang	0.22
mukmin	pengasah	0.23
mukmin	madam	0.13
mukmin	pengutang	0.26
mukmin	pembisik	0.21
mukmin	pengetuk	0.26
mukmin	pemberang	0.3
mukmin	peneguh	0.32
mukmin	pewirausaha	0.27
mukmin	pencuriga	0.29
mukmin	pengalah	0.28
mukmin	pengalasan	0.27
mukmin	pengamuk	0.19
pemeluk	detektif	0.14
pemeluk	penikmat	0.25
pemeluk	jaksa	0.17
pemeluk	pemangku	0.23
pemeluk	perampok	0.28
pemeluk	pelarian	0.26
pemeluk	kolektor	0.28
pemeluk	macan	0.1
pemeluk	pengidap	0.2
pemeluk	preman	0.2
pemeluk	penunjuk	0.21
pemeluk	pemuka	0.48
pemeluk	pengemis	0.25
pemeluk	direksi	0.16
pemeluk	pemusik	0.26
pemeluk	sukarelawan	0.28
pemeluk	fasilitator	0.23
pemeluk	kristen	0.52
pemeluk	penerbang	0.19
pemeluk	bibi	0.16
pemeluk	pejalan	0.31
pemeluk	pramuka	0.16
pemeluk	petinju	0.24
pemeluk	penyandang	0.22
pemeluk	penanggung	0.23
pemeluk	penolong	0.26
pemeluk	botani	0.17
pemeluk	jagoan	0.12
pemeluk	penembak	0.25
pemeluk	penipu	0.2
pemeluk	jemaah	0.36
pemeluk	debitur	0.19
pemeluk	diktator	0.16
pemeluk	penyelamat	0.26
pemeluk	abdi	0.24
pemeluk	lurah	0.21
pemeluk	pendaftar	0.23
pemeluk	milisi	0.34
pemeluk	pelari	0.24
pemeluk	pengiring	0.2
pemeluk	penata	0.21
pemeluk	pengambil	0.2
pemeluk	penuntut	0.17
pemeluk	demonstran	0.27
pemeluk	sandera	0.23
pemeluk	pembina	0.26
pemeluk	astronot	0.16
pemeluk	serdadu	0.26
pemeluk	tanggungan	0.19
pemeluk	pencetus	0.24
pemeluk	pemangsa	0.19
pemeluk	bendahara	0.14
pemeluk	penyebar	0.37
pemeluk	kuli	0.12
pemeluk	kreditur	0.24
pemeluk	pemesan	0.16
pemeluk	biang	0.13
pemeluk	dermawan	0.25
pemeluk	pemeriksa	0.18
pemeluk	negarawan	0.27
pemeluk	pengukur	0.12
pemeluk	penambang	0.12
pemeluk	pembajak	0.12
pemeluk	budayawan	0.28
pemeluk	perekam	0.12
pemeluk	penyayang	0.26
pemeluk	pemukul	0.21
pemeluk	perencana	0.24
pemeluk	pengumpul	0.16
pemeluk	separatis	0.34
pemeluk	mumi	0.11
pemeluk	wirausahawan	0.3
pemeluk	penangkap	0.26
pemeluk	informan	0.23
pemeluk	humas	0.12
pemeluk	penyelam	0.24
pemeluk	pemasar	0.22
pemeluk	pemalas	0.11
pemeluk	penarik	0.16
pemeluk	pengembara	0.26
pemeluk	cleaning	0.03
pemeluk	gerilyawan	0.31
pemeluk	penggagas	0.24
pemeluk	duda	0.16
pemeluk	penyembah	0.43
pemeluk	penilai	0.15
pemeluk	penguji	0.12
pemeluk	eksportir	0.21
pemeluk	wiraswasta	0.23
pemeluk	nona	0.07
pemeluk	deputi	0.25
pemeluk	pengunjuk	0.23
pemeluk	penyembuh	0.19
pemeluk	rohaniwan	0.35
pemeluk	pemanah	0.27
pemeluk	firaun	0.18
pemeluk	penyelidik	0.17
pemeluk	penampil	0.2
pemeluk	peranakan	0.29
pemeluk	marinir	0.24
pemeluk	suruhan	0.19
pemeluk	inspektur	0.15
pemeluk	pialang	0.18
pemeluk	miliarder	0.18
pemeluk	satria	0.14
pemeluk	usahawan	0.29
pemeluk	pelapor	0.23
pemeluk	pemahat	0.19
pemeluk	penunggu	0.15
pemeluk	penurut	0.17
pemeluk	pengusul	0.23
pemeluk	pemimpi	0.23
pemeluk	penyusup	0.23
pemeluk	pemungut	0.22
pemeluk	penceramah	0.28
pemeluk	penggarap	0.26
pemeluk	pelupa	0.05
pemeluk	perupa	0.27
pemeluk	panelis	0.14
pemeluk	penyendiri	0.21
pemeluk	pemateri	0.14
pemeluk	penggali	0.07
pemeluk	penukar	0.12
pemeluk	penyabar	0.23
pemeluk	habib	0.21
pemeluk	pelempar	0.2
pemeluk	pemborong	0.16
pemeluk	pendemo	0.24
pemeluk	pencerita	0.2
pemeluk	penyelundup	0.18
pemeluk	penganggur	0.24
pemeluk	penggiling	0.07
pemeluk	penterjemah	0.25
pemeluk	pengulas	0.2
pemeluk	penagih	0.24
pemeluk	hartawan	0.3
pemeluk	perumus	0.18
pemeluk	wapres	0.16
pemeluk	peniup	0.06
pemeluk	penggalang	0.24
pemeluk	pembenci	0.32
pemeluk	pengkaji	0.27
pemeluk	pembebas	0.23
pemeluk	pemetik	0.16
pemeluk	penjilat	0.1
pemeluk	pencabut	0.12
pemeluk	peramah	0.22
pemeluk	pengukir	0.19
pemeluk	pengejar	0.15
pemeluk	pemerah	0.13
pemeluk	wiraswastawan	0.21
pemeluk	pemulia	0.23
pemeluk	penendang	0.18
pemeluk	penyimak	0.18
pemeluk	pelestari	0.23
pemeluk	penjemput	0.18
pemeluk	pembaru	0.31
pemeluk	marxis	0.25
pemeluk	penghayat	0.45
pemeluk	pengadu	0.22
pemeluk	pemasak	0.18
pemeluk	pembobol	0.15
pemeluk	penggemblengan	0.22
pemeluk	penghasut	0.28
pemeluk	penderma	0.26
pemeluk	pemaksa	0.27
pemeluk	peragu	0.19
pemeluk	pengekor	0.22
pemeluk	perayu	0.09
pemeluk	pendebat	0.32
pemeluk	penyuara	0.3
pemeluk	pemimpinan	0.27
pemeluk	penghadang	0.26
pemeluk	pengasah	0.14
pemeluk	madam	0.1
pemeluk	pengutang	0.31
pemeluk	pembisik	0.17
pemeluk	pengetuk	0.22
pemeluk	pemberang	0.3
pemeluk	peneguh	0.28
pemeluk	pewirausaha	0.27
pemeluk	pencuriga	0.28
pemeluk	pengalah	0.34
pemeluk	pengalasan	0.33
pemeluk	pengamuk	0.36
detektif	penikmat	0.27
detektif	jaksa	0.44
detektif	pemangku	0.14
detektif	perampok	0.36
detektif	pelarian	0.25
detektif	kolektor	0.32
detektif	macan	0.1
detektif	pengidap	0.13
detektif	preman	0.33
detektif	penunjuk	0.18
detektif	pemuka	0.24
detektif	pengemis	0.24
detektif	direksi	0.24
detektif	pemusik	0.23
detektif	sukarelawan	0.26
detektif	fasilitator	0.17
detektif	kristen	0.14
detektif	penerbang	0.24
detektif	bibi	0.21
detektif	pejalan	0.19
detektif	pramuka	0.25
detektif	petinju	0.24
detektif	penyandang	0.21
detektif	penanggung	0.22
detektif	penolong	0.24
detektif	botani	0.24
detektif	jagoan	0.36
detektif	penembak	0.31
detektif	penipu	0.37
detektif	jemaah	0.06
detektif	debitur	0.2
detektif	diktator	0.2
detektif	penyelamat	0.3
detektif	abdi	0.14
detektif	lurah	0.15
detektif	pendaftar	0.11
detektif	milisi	0.16
detektif	pelari	0.21
detektif	pengiring	0.12
detektif	penata	0.24
detektif	pengambil	0.22
detektif	penuntut	0.3
detektif	demonstran	0.08
detektif	sandera	0.21
detektif	pembina	0.2
detektif	astronot	0.1
detektif	serdadu	0.23
detektif	tanggungan	0.17
detektif	pencetus	0.14
detektif	pemangsa	0.25
detektif	bendahara	0.21
detektif	penyebar	0.2
detektif	kuli	0.24
detektif	kreditur	0.22
detektif	pemesan	0.15
detektif	biang	0.17
detektif	dermawan	0.19
detektif	pemeriksa	0.31
detektif	negarawan	0.24
detektif	pengukur	0.14
detektif	penambang	0.2
detektif	pembajak	0.14
detektif	budayawan	0.23
detektif	perekam	0.29
detektif	penyayang	0.23
detektif	pemukul	0.13
detektif	perencana	0.29
detektif	pengumpul	0.23
detektif	separatis	0.18
detektif	mumi	0.13
detektif	wirausahawan	0.17
detektif	penangkap	0.24
detektif	informan	0.3
detektif	humas	0.21
detektif	penyelam	0.29
detektif	pemasar	0.28
detektif	pemalas	0.2
detektif	penarik	0.23
detektif	pengembara	0.22
detektif	cleaning	0.2
detektif	gerilyawan	0.23
detektif	penggagas	0.2
detektif	duda	0.21
detektif	penyembah	0.14
detektif	penilai	0.27
detektif	penguji	0.18
detektif	eksportir	0.16
detektif	wiraswasta	0.25
detektif	nona	0.28
detektif	deputi	0.25
detektif	pengunjuk	0.1
detektif	penyembuh	0.22
detektif	rohaniwan	0.23
detektif	pemanah	0.18
detektif	firaun	0.15
detektif	penyelidik	0.47
detektif	penampil	0.21
detektif	peranakan	0.18
detektif	marinir	0.23
detektif	suruhan	0.24
detektif	inspektur	0.41
detektif	pialang	0.34
detektif	miliarder	0.25
detektif	satria	0.19
detektif	usahawan	0.27
detektif	pelapor	0.32
detektif	pemahat	0.28
detektif	penunggu	0.18
detektif	penurut	0.16
detektif	pengusul	0.12
detektif	pemimpi	0.26
detektif	penyusup	0.22
detektif	pemungut	0.2
detektif	penceramah	0.2
detektif	penggarap	0.17
detektif	pelupa	0.27
detektif	perupa	0.15
detektif	panelis	0.15
detektif	penyendiri	0.32
detektif	pemateri	0.09
detektif	penggali	0.27
detektif	penukar	0.09
detektif	penyabar	0.18
detektif	habib	0.11
detektif	pelempar	0.16
detektif	pemborong	0.22
detektif	pendemo	0.12
detektif	pencerita	0.33
detektif	penyelundup	0.25
detektif	penganggur	0.19
detektif	penggiling	0.11
detektif	penterjemah	0.21
detektif	pengulas	0.23
detektif	penagih	0.38
detektif	hartawan	0.28
detektif	perumus	0.18
detektif	wapres	0.09
detektif	peniup	0.2
detektif	penggalang	0.28
detektif	pembenci	0.27
detektif	pengkaji	0.28
detektif	pembebas	0.1
detektif	pemetik	0.19
detektif	penjilat	0.26
detektif	pencabut	0.17
detektif	peramah	0.18
detektif	pengukir	0.25
detektif	pengejar	0.26
detektif	pemerah	0.24
detektif	wiraswastawan	0.26
detektif	pemulia	0.25
detektif	penendang	0.23
detektif	penyimak	0.2
detektif	pelestari	0.24
detektif	penjemput	0.2
detektif	pembaru	0.23
detektif	marxis	0.16
detektif	penghayat	0.19
detektif	pengadu	0.26
detektif	pemasak	0.23
detektif	pembobol	0.34
detektif	penggemblengan	0.16
detektif	penghasut	0.25
detektif	penderma	0.19
detektif	pemaksa	0.26
detektif	peragu	0.23
detektif	pengekor	0.23
detektif	perayu	0.33
detektif	pendebat	0.31
detektif	penyuara	0.17
detektif	pemimpinan	0.21
detektif	penghadang	0.22
detektif	pengasah	0.29
detektif	madam	0.26
detektif	pengutang	0.2
detektif	pembisik	0.28
detektif	pengetuk	0.25
detektif	pemberang	0.29
detektif	peneguh	0.19
detektif	pewirausaha	0.23
detektif	pencuriga	0.33
detektif	pengalah	0.32
detektif	pengalasan	0.26
detektif	pengamuk	0.24
penikmat	jaksa	0.21
penikmat	pemangku	0.29
penikmat	perampok	0.25
penikmat	pelarian	0.25
penikmat	kolektor	0.46
penikmat	macan	0.16
penikmat	pengidap	0.26
penikmat	preman	0.16
penikmat	penunjuk	0.2
penikmat	pemuka	0.31
penikmat	pengemis	0.24
penikmat	direksi	0.18
penikmat	pemusik	0.45
penikmat	sukarelawan	0.21
penikmat	fasilitator	0.25
penikmat	kristen	0.21
penikmat	penerbang	0.22
penikmat	bibi	0.05
penikmat	pejalan	0.35
penikmat	pramuka	0.21
penikmat	petinju	0.21
penikmat	penyandang	0.28
penikmat	penanggung	0.25
penikmat	penolong	0.21
penikmat	botani	0.23
penikmat	jagoan	0.28
penikmat	penembak	0.23
penikmat	penipu	0.19
penikmat	jemaah	0.25
penikmat	debitur	0.21
penikmat	diktator	0.13
penikmat	penyelamat	0.31
penikmat	abdi	0.29
penikmat	lurah	0.1
penikmat	pendaftar	0.24
penikmat	milisi	0.14
penikmat	pelari	0.26
penikmat	pengiring	0.28
penikmat	penata	0.32
penikmat	pengambil	0.39
penikmat	penuntut	0.33
penikmat	demonstran	0.16
penikmat	sandera	0.19
penikmat	pembina	0.27
penikmat	astronot	0.15
penikmat	serdadu	0.21
penikmat	tanggungan	0.14
penikmat	pencetus	0.29
penikmat	pemangsa	0.25
penikmat	bendahara	0.14
penikmat	penyebar	0.35
penikmat	kuli	0.17
penikmat	kreditur	0.25
penikmat	pemesan	0.31
penikmat	biang	0.2
penikmat	dermawan	0.26
penikmat	pemeriksa	0.28
penikmat	negarawan	0.24
penikmat	pengukur	0.19
penikmat	penambang	0.24
penikmat	pembajak	0.26
penikmat	budayawan	0.37
penikmat	perekam	0.28
penikmat	penyayang	0.23
penikmat	pemukul	0.15
penikmat	perencana	0.32
penikmat	pengumpul	0.4
penikmat	separatis	0.17
penikmat	mumi	0.13
penikmat	wirausahawan	0.29
penikmat	penangkap	0.26
penikmat	informan	0.19
penikmat	humas	0.18
penikmat	penyelam	0.3
penikmat	pemasar	0.42
penikmat	pemalas	0.22
penikmat	penarik	0.27
penikmat	pengembara	0.34
penikmat	cleaning	0.12
penikmat	gerilyawan	0.2
penikmat	penggagas	0.37
penikmat	duda	0.17
penikmat	penyembah	0.32
penikmat	penilai	0.32
penikmat	penguji	0.29
penikmat	eksportir	0.36
penikmat	wiraswasta	0.16
penikmat	nona	0.16
penikmat	deputi	0.1
penikmat	pengunjuk	0.19
penikmat	penyembuh	0.21
penikmat	rohaniwan	0.29
penikmat	pemanah	0.24
penikmat	firaun	0.14
penikmat	penyelidik	0.25
penikmat	penampil	0.34
penikmat	peranakan	0.24
penikmat	marinir	0.16
penikmat	suruhan	0.07
penikmat	inspektur	0.19
penikmat	pialang	0.22
penikmat	miliarder	0.16
penikmat	satria	0.24
penikmat	usahawan	0.3
penikmat	pelapor	0.24
penikmat	pemahat	0.29
penikmat	penunggu	0.24
penikmat	penurut	0.18
penikmat	pengusul	0.29
penikmat	pemimpi	0.28
penikmat	penyusup	0.21
penikmat	pemungut	0.28
penikmat	penceramah	0.22
penikmat	penggarap	0.38
penikmat	pelupa	0.14
penikmat	perupa	0.38
penikmat	panelis	0.33
penikmat	penyendiri	0.3
penikmat	pemateri	0.25
penikmat	penggali	0.29
penikmat	penukar	0.22
penikmat	penyabar	0.18
penikmat	habib	0.13
penikmat	pelempar	0.22
penikmat	pemborong	0.23
penikmat	pendemo	0.21
penikmat	pencerita	0.35
penikmat	penyelundup	0.27
penikmat	penganggur	0.26
penikmat	penggiling	0.28
penikmat	penterjemah	0.22
penikmat	pengulas	0.36
penikmat	penagih	0.26
penikmat	hartawan	0.3
penikmat	perumus	0.26
penikmat	wapres	0.1
penikmat	peniup	0.26
penikmat	penggalang	0.23
penikmat	pembenci	0.42
penikmat	pengkaji	0.38
penikmat	pembebas	0.29
penikmat	pemetik	0.31
penikmat	penjilat	0.26
penikmat	pencabut	0.23
penikmat	peramah	0.17
penikmat	pengukir	0.32
penikmat	pengejar	0.32
penikmat	pemerah	0.23
penikmat	wiraswastawan	0.26
penikmat	pemulia	0.36
penikmat	penendang	0.21
penikmat	penyimak	0.45
penikmat	pelestari	0.41
penikmat	penjemput	0.21
penikmat	pembaru	0.36
penikmat	marxis	0.25
penikmat	penghayat	0.42
penikmat	pengadu	0.27
penikmat	pemasak	0.29
penikmat	pembobol	0.25
penikmat	penggemblengan	0.23
penikmat	penghasut	0.27
penikmat	penderma	0.19
penikmat	pemaksa	0.3
penikmat	peragu	0.19
penikmat	pengekor	0.41
penikmat	perayu	0.29
penikmat	pendebat	0.26
penikmat	penyuara	0.35
penikmat	pemimpinan	0.22
penikmat	penghadang	0.17
penikmat	pengasah	0.32
penikmat	madam	0.06
penikmat	pengutang	0.24
penikmat	pembisik	0.31
penikmat	pengetuk	0.28
penikmat	pemberang	0.27
penikmat	peneguh	0.27
penikmat	pewirausaha	0.37
penikmat	pencuriga	0.33
penikmat	pengalah	0.37
penikmat	pengalasan	0.28
penikmat	pengamuk	0.3
jaksa	pemangku	0.24
jaksa	perampok	0.29
jaksa	pelarian	0.22
jaksa	kolektor	0.26
jaksa	macan	0.09
jaksa	pengidap	0.16
jaksa	preman	0.3
jaksa	penunjuk	0.19
jaksa	pemuka	0.28
jaksa	pengemis	0.24
jaksa	direksi	0.39
jaksa	pemusik	0.26
jaksa	sukarelawan	0.23
jaksa	fasilitator	0.17
jaksa	kristen	0.21
jaksa	penerbang	0.23
jaksa	bibi	0.22
jaksa	pejalan	0.22
jaksa	pramuka	0.21
jaksa	petinju	0.25
jaksa	penyandang	0.21
jaksa	penanggung	0.25
jaksa	penolong	0.21
jaksa	botani	0.23
jaksa	jagoan	0.23
jaksa	penembak	0.27
jaksa	penipu	0.26
jaksa	jemaah	0.16
jaksa	debitur	0.21
jaksa	diktator	0.31
jaksa	penyelamat	0.17
jaksa	abdi	0.28
jaksa	lurah	0.29
jaksa	pendaftar	0.14
jaksa	milisi	0.24
jaksa	pelari	0.19
jaksa	pengiring	0.14
jaksa	penata	0.28
jaksa	pengambil	0.19
jaksa	penuntut	0.57
jaksa	demonstran	0.32
jaksa	sandera	0.27
jaksa	pembina	0.3
jaksa	astronot	0.17
jaksa	serdadu	0.23
jaksa	tanggungan	0.22
jaksa	pencetus	0.18
jaksa	pemangsa	0.11
jaksa	bendahara	0.31
jaksa	penyebar	0.23
jaksa	kuli	0.26
jaksa	kreditur	0.22
jaksa	pemesan	0.15
jaksa	biang	0.13
jaksa	dermawan	0.2
jaksa	pemeriksa	0.38
jaksa	negarawan	0.29
jaksa	pengukur	0.07
jaksa	penambang	0.21
jaksa	pembajak	0.2
jaksa	budayawan	0.29
jaksa	perekam	0.22
jaksa	penyayang	0.19
jaksa	pemukul	0.21
jaksa	perencana	0.27
jaksa	pengumpul	0.17
jaksa	separatis	0.14
jaksa	mumi	0.12
jaksa	wirausahawan	0.25
jaksa	penangkap	0.21
jaksa	informan	0.29
jaksa	humas	0.3
jaksa	penyelam	0.13
jaksa	pemasar	0.19
jaksa	pemalas	0.17
jaksa	penarik	0.18
jaksa	pengembara	0.2
jaksa	cleaning	0.19
jaksa	gerilyawan	0.16
jaksa	penggagas	0.24
jaksa	duda	0.25
jaksa	penyembah	0.12
jaksa	penilai	0.27
jaksa	penguji	0.26
jaksa	eksportir	0.22
jaksa	wiraswasta	0.25
jaksa	nona	0.26
jaksa	deputi	0.41
jaksa	pengunjuk	0.28
jaksa	penyembuh	0.12
jaksa	rohaniwan	0.33
jaksa	pemanah	0.17
jaksa	firaun	0.2
jaksa	penyelidik	0.45
jaksa	penampil	0.12
jaksa	peranakan	0.12
jaksa	marinir	0.31
jaksa	suruhan	0.22
jaksa	inspektur	0.43
jaksa	pialang	0.28
jaksa	miliarder	0.25
jaksa	satria	0.18
jaksa	usahawan	0.29
jaksa	pelapor	0.41
jaksa	pemahat	0.24
jaksa	penunggu	0.16
jaksa	penurut	0.14
jaksa	pengusul	0.21
jaksa	pemimpi	0.21
jaksa	penyusup	0.23
jaksa	pemungut	0.2
jaksa	penceramah	0.3
jaksa	penggarap	0.26
jaksa	pelupa	0.13
jaksa	perupa	0.16
jaksa	panelis	0.21
jaksa	penyendiri	0.13
jaksa	pemateri	0.24
jaksa	penggali	0.24
jaksa	penukar	0.09
jaksa	penyabar	0.13
jaksa	habib	0.25
jaksa	pelempar	0.24
jaksa	pemborong	0.25
jaksa	pendemo	0.32
jaksa	pencerita	0.22
jaksa	penyelundup	0.25
jaksa	penganggur	0.2
jaksa	penggiling	0.19
jaksa	penterjemah	0.24
jaksa	pengulas	0.19
jaksa	penagih	0.26
jaksa	hartawan	0.25
jaksa	perumus	0.27
jaksa	wapres	0.25
jaksa	peniup	0.19
jaksa	penggalang	0.26
jaksa	pembenci	0.27
jaksa	pengkaji	0.32
jaksa	pembebas	0.15
jaksa	pemetik	0.18
jaksa	penjilat	0.23
jaksa	pencabut	0.17
jaksa	peramah	0.18
jaksa	pengukir	0.16
jaksa	pengejar	0.22
jaksa	pemerah	0.25
jaksa	wiraswastawan	0.25
jaksa	pemulia	0.25
jaksa	penendang	0.27
jaksa	penyimak	0.23
jaksa	pelestari	0.17
jaksa	penjemput	0.27
jaksa	pembaru	0.21
jaksa	marxis	0.18
jaksa	penghayat	0.17
jaksa	pengadu	0.4
jaksa	pemasak	0.19
jaksa	pembobol	0.29
jaksa	penggemblengan	0.21
jaksa	penghasut	0.34
jaksa	penderma	0.13
jaksa	pemaksa	0.24
jaksa	peragu	0.24
jaksa	pengekor	0.16
jaksa	perayu	0.24
jaksa	pendebat	0.3
jaksa	penyuara	0.29
jaksa	pemimpinan	0.34
jaksa	penghadang	0.22
jaksa	pengasah	0.25
jaksa	madam	0.26
jaksa	pengutang	0.27
jaksa	pembisik	0.37
jaksa	pengetuk	0.25
jaksa	pemberang	0.26
jaksa	peneguh	0.23
jaksa	pewirausaha	0.27
jaksa	pencuriga	0.26
jaksa	pengalah	0.3
jaksa	pengalasan	0.34
jaksa	pengamuk	0.3
pemangku	perampok	0.17
pemangku	pelarian	0.16
pemangku	kolektor	0.28
pemangku	macan	0.15
pemangku	pengidap	0.09
pemangku	preman	0.17
pemangku	penunjuk	0.16
pemangku	pemuka	0.43
pemangku	pengemis	0.23
pemangku	direksi	0.33
pemangku	pemusik	0.26
pemangku	sukarelawan	0.25
pemangku	fasilitator	0.38
pemangku	kristen	0.16
pemangku	penerbang	0.17
pemangku	bibi	0.22
pemangku	pejalan	0.28
pemangku	pramuka	0.24
pemangku	petinju	0.13
pemangku	penyandang	0.31
pemangku	penanggung	0.32
pemangku	penolong	0.2
pemangku	botani	0.15
pemangku	jagoan	0.12
pemangku	penembak	0.15
pemangku	penipu	0.14
pemangku	jemaah	0.28
pemangku	debitur	0.16
pemangku	diktator	0.15
pemangku	penyelamat	0.22
pemangku	abdi	0.29
pemangku	lurah	0.33
pemangku	pendaftar	0.15
pemangku	milisi	0.21
pemangku	pelari	0.15
pemangku	pengiring	0.25
pemangku	penata	0.28
pemangku	pengambil	0.45
pemangku	penuntut	0.25
pemangku	demonstran	0.2
pemangku	sandera	0.24
pemangku	pembina	0.41
pemangku	astronot	0.15
pemangku	serdadu	0.17
pemangku	tanggungan	0.21
pemangku	pencetus	0.21
pemangku	pemangsa	0.19
pemangku	bendahara	0.28
pemangku	penyebar	0.25
pemangku	kuli	0.12
pemangku	kreditur	0.25
pemangku	pemesan	0.24
pemangku	biang	0.08
pemangku	dermawan	0.14
pemangku	pemeriksa	0.28
pemangku	negarawan	0.3
pemangku	pengukur	0.2
pemangku	penambang	0.3
pemangku	pembajak	0.18
pemangku	budayawan	0.29
pemangku	perekam	0.18
pemangku	penyayang	0.14
pemangku	pemukul	0.21
pemangku	perencana	0.32
pemangku	pengumpul	0.24
pemangku	separatis	0.16
pemangku	mumi	0.15
pemangku	wirausahawan	0.23
pemangku	penangkap	0.18
pemangku	informan	0.18
pemangku	humas	0.33
pemangku	penyelam	0.18
pemangku	pemasar	0.33
pemangku	pemalas	0.06
pemangku	penarik	0.19
pemangku	pengembara	0.16
pemangku	cleaning	0.13
pemangku	gerilyawan	0.17
pemangku	penggagas	0.23
pemangku	duda	0.21
pemangku	penyembah	0.24
pemangku	penilai	0.31
pemangku	penguji	0.17
pemangku	eksportir	0.28
pemangku	wiraswasta	0.19
pemangku	nona	0.13
pemangku	deputi	0.32
pemangku	pengunjuk	0.18
pemangku	penyembuh	0.2
pemangku	rohaniwan	0.36
pemangku	pemanah	0.23
pemangku	firaun	0.25
pemangku	penyelidik	0.16
pemangku	penampil	0.21
pemangku	peranakan	0.15
pemangku	marinir	0.09
pemangku	suruhan	0.16
pemangku	inspektur	0.29
pemangku	pialang	0.3
pemangku	miliarder	0.2
pemangku	satria	0.15
pemangku	usahawan	0.24
pemangku	pelapor	0.24
pemangku	pemahat	0.15
pemangku	penunggu	0.23
pemangku	penurut	0.1
pemangku	pengusul	0.25
pemangku	pemimpi	0.18
pemangku	penyusup	0.18
pemangku	pemungut	0.29
pemangku	penceramah	0.22
pemangku	penggarap	0.28
pemangku	pelupa	0.04
pemangku	perupa	0.15
pemangku	panelis	0.19
pemangku	penyendiri	0.09
pemangku	pemateri	0.29
pemangku	penggali	0.21
pemangku	penukar	0.2
pemangku	penyabar	0.08
pemangku	habib	0.21
pemangku	pelempar	0.17
pemangku	pemborong	0.21
pemangku	pendemo	0.21
pemangku	pencerita	0.16
pemangku	penyelundup	0.13
pemangku	penganggur	0.21
pemangku	penggiling	0.18
pemangku	penterjemah	0.17
pemangku	pengulas	0.13
pemangku	penagih	0.16
pemangku	hartawan	0.24
pemangku	perumus	0.35
pemangku	wapres	0.21
pemangku	peniup	0.2
pemangku	penggalang	0.34
pemangku	pembenci	0.17
pemangku	pengkaji	0.25
pemangku	pembebas	0.17
pemangku	pemetik	0.32
pemangku	penjilat	0.25
pemangku	pencabut	0.22
pemangku	peramah	0.1
pemangku	pengukir	0.21
pemangku	pengejar	0.23
pemangku	pemerah	0.13
pemangku	wiraswastawan	0.26
pemangku	pemulia	0.25
pemangku	penendang	0.14
pemangku	penyimak	0.18
pemangku	pelestari	0.38
pemangku	penjemput	0.22
pemangku	pembaru	0.26
pemangku	marxis	0.14
pemangku	penghayat	0.28
pemangku	pengadu	0.27
pemangku	pemasak	0.26
pemangku	pembobol	0.13
pemangku	penggemblengan	0.17
pemangku	penghasut	0.23
pemangku	penderma	0.21
pemangku	pemaksa	0.19
pemangku	peragu	0.16
pemangku	pengekor	0.17
pemangku	perayu	0.18
pemangku	pendebat	0.16
pemangku	penyuara	0.26
pemangku	pemimpinan	0.34
pemangku	penghadang	0.18
pemangku	pengasah	0.23
pemangku	madam	0.22
pemangku	pengutang	0.21
pemangku	pembisik	0.32
pemangku	pengetuk	0.24
pemangku	pemberang	0.21
pemangku	peneguh	0.27
pemangku	pewirausaha	0.27
pemangku	pencuriga	0.2
pemangku	pengalah	0.26
pemangku	pengalasan	0.31
pemangku	pengamuk	0.31
perampok	pelarian	0.38
perampok	kolektor	0.29
perampok	macan	0.31
perampok	pengidap	0.15
perampok	preman	0.5
perampok	penunjuk	0.2
perampok	pemuka	0.34
perampok	pengemis	0.45
perampok	direksi	0.19
