noun_w_orang	noun_w_orang_only	cossim
dalam	tahun	0.39
dalam	orang	0.43
dalam	saat	0.57
dalam	anak	0.32
dalam	tempat	0.47
dalam	diri	0.42
dalam	manusia	0.42
dalam	hasil	0.45
dalam	masyarakat	0.47
dalam	kelas	0.38
dalam	hidup	0.53
dalam	wanita	0.38
dalam	anggota	0.39
dalam	keluarga	0.35
dalam	data	0.33
dalam	ibu	0.28
dalam	kelompok	0.46
dalam	jam	0.31
dalam	tim	0.39
dalam	pemain	0.35
dalam	kulit	0.34
dalam	bisnis	0.43
dalam	siswa	0.32
dalam	pihak	0.35
dalam	pria	0.32
dalam	media	0.42
dalam	penduduk	0.24
dalam	guru	0.32
dalam	perempuan	0.33
dalam	kepala	0.34
dalam	bumi	0.36
dalam	pengguna	0.31
dalam	politik	0.44
dalam	wisatawan	0.17
dalam	teman	0.28
dalam	bangsa	0.38
dalam	penelitian	0.39
dalam	batu	0.3
dalam	warga	0.31
dalam	perangkat	0.43
dalam	model	0.37
dalam	pasangan	0.32
dalam	bayi	0.28
dalam	penulis	0.36
dalam	mahasiswa	0.29
dalam	dokter	0.24
dalam	internet	0.34
dalam	pemimpin	0.4
dalam	raja	0.25
dalam	peserta	0.38
dalam	rakyat	0.34
dalam	ahli	0.43
dalam	tokoh	0.38
dalam	pasukan	0.31
dalam	tenaga	0.32
dalam	kaum	0.32
dalam	istri	0.24
dalam	militer	0.32
dalam	karakter	0.35
dalam	pengunjung	0.25
dalam	gadis	0.26
dalam	penderita	0.33
dalam	suami	0.26
dalam	pembelajaran	0.45
dalam	calon	0.23
dalam	ayah	0.21
dalam	tamu	0.31
dalam	pelayanan	0.37
dalam	individu	0.4
dalam	remaja	0.29
dalam	umat	0.39
dalam	mantan	0.2
dalam	kehilangan	0.34
dalam	matahari	0.29
dalam	tipe	0.31
dalam	keturunan	0.26
dalam	burung	0.24
dalam	pemilik	0.31
dalam	korban	0.26
dalam	konsumen	0.31
dalam	putra	0.11
dalam	saudara	0.19
dalam	manajemen	0.38
dalam	agen	0.38
dalam	penyanyi	0.26
dalam	tentara	0.34
dalam	objek	0.37
dalam	generasi	0.32
dalam	karyawan	0.28
dalam	putri	0.09
dalam	umur	0.28
dalam	presiden	0.25
dalam	pajak	0.26
dalam	pelanggan	0.29
dalam	makhluk	0.34
dalam	kelahiran	0.27
dalam	ujung	0.41
dalam	pasien	0.28
dalam	kelapa	0.26
dalam	perdagangan	0.4
dalam	petani	0.25
dalam	polisi	0.27
dalam	luka	0.33
dalam	pekerja	0.35
dalam	kepercayaan	0.35
dalam	suhu	0.33
dalam	pemuda	0.32
dalam	sahabat	0.26
dalam	staf	0.18
dalam	radio	0.24
dalam	penumpang	0.22
dalam	pimpinan	0.33
dalam	kampung	0.31
dalam	pembaca	0.33
dalam	kekurangan	0.32
dalam	aktor	0.29
dalam	ulama	0.31
dalam	artis	0.25
dalam	pejabat	0.29
dalam	kontak	0.33
dalam	lelaki	0.24
dalam	murid	0.24
dalam	campuran	0.37
dalam	pelaku	0.41
dalam	peneliti	0.3
dalam	ketua	0.27
dalam	pengusaha	0.33
dalam	wakil	0.28
dalam	pegawai	0.3
dalam	pendukung	0.37
dalam	petunjuk	0.34
dalam	pemenang	0.31
dalam	musuh	0.28
dalam	adik	0.15
dalam	petugas	0.34
dalam	dewa	0.22
dalam	perbaikan	0.43
dalam	pelatih	0.24
dalam	pedagang	0.25
dalam	pelajar	0.29
dalam	biji	0.32
dalam	pengurus	0.28
dalam	jurusan	0.3
dalam	ilmuwan	0.28
dalam	kakak	0.16
dalam	pendiri	0.28
dalam	produsen	0.32
dalam	menteri	0.29
dalam	profesi	0.31
dalam	mitra	0.32
dalam	raksasa	0.25
dalam	angkatan	0.27
dalam	manajer	0.31
dalam	dosen	0.26
dalam	sasaran	0.34
dalam	pembuat	0.39
dalam	sutradara	0.21
dalam	buruh	0.27
dalam	penjual	0.28
dalam	pengganti	0.27
dalam	nenek	0.15
dalam	induk	0.29
dalam	rekan	0.3
dalam	perwakilan	0.23
dalam	lulusan	0.23
dalam	tetangga	0.21
dalam	kuasa	0.3
dalam	bandar	0.27
dalam	terapi	0.3
dalam	pembeli	0.29
dalam	malaikat	0.24
dalam	penerima	0.29
dalam	gubernur	0.19
dalam	prajurit	0.27
dalam	tukang	0.22
dalam	operator	0.27
dalam	pakar	0.37
dalam	wartawan	0.23
dalam	pacar	0.15
dalam	pergerakan	0.44
dalam	produser	0.25
dalam	senior	0.28
dalam	wali	0.2
dalam	saksi	0.25
dalam	kawan	0.29
dalam	hamba	0.25
dalam	obyek	0.37
dalam	pemegang	0.34
dalam	seniman	0.24
dalam	dewan	0.28
dalam	penyedia	0.36
dalam	penjaga	0.33
dalam	hakim	0.21
dalam	kaisar	0.19
dalam	pencari	0.27
dalam	famili	0.26
dalam	pahlawan	0.27
dalam	pembawa	0.29
dalam	undangan	0.26
dalam	cadangan	0.28
dalam	pemeran	0.32
dalam	investor	0.24
dalam	perwira	0.26
dalam	bangsawan	0.23
dalam	legenda	0.29
dalam	pembantu	0.33
dalam	pengarang	0.31
dalam	eksekutif	0.27
dalam	budak	0.24
dalam	mama	0.17
dalam	kerangka	0.44
dalam	pengelola	0.36
dalam	cucu	0.11
dalam	tambang	0.24
dalam	nelayan	0.2
dalam	hantu	0.16
dalam	atlet	0.24
dalam	isteri	0.23
dalam	pendeta	0.21
dalam	pejuang	0.3
dalam	tahanan	0.3
dalam	pengikut	0.3
dalam	direktur	0.22
dalam	rombongan	0.26
dalam	politikus	0.26
dalam	formasi	0.31
dalam	panitia	0.25
dalam	aktivis	0.29
dalam	jenderal	0.19
dalam	pengajar	0.29
dalam	pilot	0.18
dalam	kandidat	0.26
dalam	mayat	0.26
dalam	subjek	0.41
dalam	pendidik	0.28
dalam	wasit	0.15
dalam	balita	0.23
dalam	penghuni	0.33
dalam	pangeran	0.16
dalam	pengembang	0.35
dalam	asisten	0.2
dalam	responden	0.17
dalam	juru	0.26
dalam	jajaran	0.44
dalam	awak	0.22
dalam	distributor	0.21
dalam	kakek	0.14
dalam	pembuka	0.41
dalam	profesor	0.22
dalam	penari	0.24
dalam	pemberi	0.3
dalam	komandan	0.26
dalam	kerabat	0.25
dalam	pelayan	0.27
dalam	komunis	0.26
dalam	teroris	0.23
dalam	pendatang	0.21
dalam	arsitek	0.18
dalam	politisi	0.24
dalam	ratu	0.2
dalam	pembunuh	0.21
dalam	penyelenggara	0.35
dalam	turunan	0.27
dalam	pelukis	0.2
dalam	desainer	0.25
dalam	utusan	0.22
dalam	kapten	0.18
dalam	pembiayaan	0.34
dalam	pengacara	0.2
dalam	sekutu	0.25
dalam	alumni	0.21
dalam	perawat	0.25
dalam	penganut	0.33
dalam	sponsor	0.2
dalam	atasan	0.25
dalam	pengamat	0.34
dalam	vokalis	0.14
dalam	santri	0.21
dalam	sekretaris	0.22
dalam	jurnalis	0.24
dalam	kritikus	0.26
dalam	penghubung	0.29
dalam	pesaing	0.27
dalam	pengawas	0.29
dalam	oknum	0.21
dalam	penjahat	0.29
dalam	pelaksana	0.37
dalam	konsultan	0.32
dalam	kebangsaan	0.31
dalam	pembicara	0.29
dalam	turis	0.17
dalam	bidan	0.19
dalam	rasul	0.22
dalam	iblis	0.25
dalam	demonstrasi	0.34
dalam	janda	0.16
dalam	pengantar	0.36
dalam	elit	0.28
dalam	kader	0.26
dalam	waris	0.26
dalam	insinyur	0.17
dalam	dukun	0.21
dalam	audit	0.28
dalam	pendengar	0.26
dalam	pendamping	0.32
dalam	duta	0.24
dalam	doktor	0.21
dalam	bubur	0.18
dalam	pewaris	0.24
dalam	intelijen	0.28
dalam	praktisi	0.34
dalam	pengungsi	0.2
dalam	walikota	0.18
dalam	finalis	0.25
dalam	pengendara	0.23
dalam	pencuri	0.24
dalam	panglima	0.21
dalam	imigran	0.2
dalam	pemburu	0.23
dalam	pengawal	0.32
dalam	penemu	0.24
dalam	resepsionis	0.11
dalam	delegasi	0.24
dalam	pengemudi	0.24
dalam	penerjemah	0.25
dalam	pemandu	0.28
dalam	tawanan	0.26
dalam	penegak	0.31
dalam	spektrum	0.31
dalam	penutur	0.21
dalam	penyihir	0.17
dalam	keponakan	0.11
dalam	teknisi	0.22
dalam	jago	0.3
dalam	kiper	0.19
dalam	pelamar	0.18
dalam	pemasok	0.26
dalam	propaganda	0.29
dalam	penanda	0.3
dalam	pemikir	0.31
dalam	saingan	0.24
dalam	pembimbing	0.26
dalam	petinggi	0.29
dalam	pelaut	0.18
dalam	pengrajin	0.25
dalam	analis	0.24
dalam	striker	0.16
dalam	ekonom	0.21
dalam	tuna	0.18
dalam	langganan	0.2
dalam	pencinta	0.27
dalam	supir	0.13
dalam	kenalan	0.21
dalam	penyidik	0.22
dalam	pelacur	0.24
dalam	ksatria	0.24
dalam	pengirim	0.22
dalam	dalang	0.3
dalam	perusak	0.32
dalam	wirausaha	0.27
dalam	majikan	0.2
dalam	administrator	0.2
dalam	pucuk	0.27
dalam	pendiam	0.22
dalam	kapitalis	0.19
dalam	agensi	0.25
dalam	mukmin	0.25
dalam	pemeluk	0.27
dalam	detektif	0.22
dalam	penikmat	0.28
dalam	jaksa	0.18
dalam	pemangku	0.26
dalam	perampok	0.19
dalam	pelarian	0.31
dalam	kolektor	0.24
dalam	macan	0.2
dalam	pengidap	0.24
dalam	preman	0.17
dalam	penunjuk	0.28
dalam	pemuka	0.29
dalam	pengemis	0.19
dalam	direksi	0.22
dalam	pemusik	0.22
dalam	sukarelawan	0.27
dalam	fasilitator	0.24
dalam	kristen	0.24
dalam	penerbang	0.17
dalam	bibi	0.06
dalam	pejalan	0.22
dalam	pramuka	0.2
dalam	petinju	0.21
dalam	penyandang	0.18
dalam	penanggung	0.28
dalam	penolong	0.25
dalam	botani	0.21
dalam	jagoan	0.27
dalam	penembak	0.23
dalam	penipu	0.17
dalam	jemaah	0.26
dalam	debitur	0.21
dalam	diktator	0.16
dalam	penyelamat	0.31
dalam	abdi	0.2
dalam	lurah	0.11
dalam	pendaftar	0.18
dalam	milisi	0.21
dalam	pelari	0.22
dalam	pengiring	0.29
dalam	penata	0.27
dalam	pengambil	0.36
dalam	penuntut	0.22
dalam	demonstran	0.18
dalam	sandera	0.17
dalam	pembina	0.26
dalam	astronot	0.18
dalam	serdadu	0.15
dalam	tanggungan	0.26
dalam	pencetus	0.28
dalam	pemangsa	0.21
dalam	bendahara	0.24
dalam	penyebar	0.25
dalam	kuli	0.2
dalam	kreditur	0.19
dalam	pemesan	0.26
dalam	biang	0.23
dalam	dermawan	0.16
dalam	pemeriksa	0.25
dalam	negarawan	0.19
dalam	pengukur	0.27
dalam	penambang	0.2
dalam	pembajak	0.18
dalam	budayawan	0.12
dalam	perekam	0.3
dalam	penyayang	0.17
dalam	pemukul	0.2
dalam	perencana	0.31
dalam	pengumpul	0.21
dalam	separatis	0.26
dalam	mumi	0.14
dalam	wirausahawan	0.21
dalam	penangkap	0.18
dalam	informan	0.23
dalam	humas	0.23
dalam	penyelam	0.23
dalam	pemasar	0.28
dalam	pemalas	0.15
dalam	penarik	0.21
dalam	pengembara	0.32
dalam	cleaning	0.12
dalam	gerilyawan	0.21
dalam	penggagas	0.25
dalam	duda	0.11
dalam	penyembah	0.19
dalam	penilai	0.23
dalam	penguji	0.2
dalam	eksportir	0.2
dalam	wiraswasta	0.16
dalam	nona	0.08
dalam	deputi	0.17
dalam	pengunjuk	0.18
dalam	penyembuh	0.29
dalam	rohaniwan	0.2
dalam	pemanah	0.23
dalam	firaun	0.16
dalam	penyelidik	0.28
dalam	penampil	0.33
dalam	peranakan	0.27
dalam	marinir	0.15
dalam	suruhan	0.15
dalam	inspektur	0.2
dalam	pialang	0.19
dalam	miliarder	0.15
dalam	satria	0.13
dalam	usahawan	0.25
dalam	pelapor	0.2
dalam	pemahat	0.15
dalam	penunggu	0.2
dalam	penurut	0.26
dalam	pengusul	0.13
dalam	pemimpi	0.23
dalam	penyusup	0.26
dalam	pemungut	0.18
dalam	penceramah	0.18
dalam	penggarap	0.29
dalam	pelupa	0.17
dalam	perupa	0.24
dalam	panelis	0.2
dalam	penyendiri	0.23
dalam	pemateri	0.2
dalam	penggali	0.26
dalam	penukar	0.25
dalam	penyabar	0.2
dalam	habib	0.07
dalam	pelempar	0.15
dalam	pemborong	0.2
dalam	pendemo	0.18
dalam	pencerita	0.24
dalam	penyelundup	0.1
dalam	penganggur	0.19
dalam	penggiling	0.32
dalam	penterjemah	0.3
dalam	pengulas	0.27
dalam	penagih	0.21
dalam	hartawan	0.2
dalam	perumus	0.3
dalam	wapres	0.09
dalam	peniup	0.14
dalam	penggalang	0.33
dalam	pembenci	0.2
dalam	pengkaji	0.32
dalam	pembebas	0.19
dalam	pemetik	0.19
dalam	penjilat	0.16
dalam	pencabut	0.25
dalam	peramah	0.17
dalam	pengukir	0.27
dalam	pengejar	0.23
dalam	pemerah	0.2
dalam	wiraswastawan	0.21
dalam	pemulia	0.23
dalam	penendang	0.27
dalam	penyimak	0.32
dalam	pelestari	0.28
dalam	penjemput	0.15
dalam	pembaru	0.38
dalam	marxis	0.18
dalam	penghayat	0.31
dalam	pengadu	0.17
dalam	pemasak	0.26
dalam	pembobol	0.25
dalam	penggemblengan	0.24
dalam	penghasut	0.2
dalam	penderma	0.21
dalam	pemaksa	0.19
dalam	peragu	0.19
dalam	pengekor	0.22
dalam	perayu	0.2
dalam	pendebat	0.26
dalam	penyuara	0.25
dalam	pemimpinan	0.33
dalam	penghadang	0.32
dalam	pengasah	0.35
dalam	madam	0.21
dalam	pengutang	0.19
dalam	pembisik	0.21
dalam	pengetuk	0.26
dalam	pemberang	0.32
dalam	peneguh	0.36
dalam	pewirausaha	0.26
dalam	pencuriga	0.26
dalam	pengalah	0.39
dalam	pengalasan	0.31
dalam	pengamuk	0.31
tahun	orang	0.32
tahun	saat	0.58
tahun	anak	0.34
tahun	tempat	0.27
tahun	diri	0.19
tahun	manusia	0.24
tahun	hasil	0.3
tahun	masyarakat	0.27
tahun	kelas	0.28
tahun	hidup	0.32
tahun	wanita	0.31
tahun	anggota	0.21
tahun	keluarga	0.25
tahun	data	0.23
tahun	ibu	0.23
tahun	kelompok	0.24
tahun	jam	0.43
tahun	tim	0.2
tahun	pemain	0.18
tahun	kulit	0.22
tahun	bisnis	0.21
tahun	siswa	0.23
tahun	pihak	0.16
tahun	pria	0.31
tahun	media	0.16
tahun	penduduk	0.34
tahun	guru	0.21
tahun	perempuan	0.33
tahun	kepala	0.25
tahun	bumi	0.31
tahun	pengguna	0.19
tahun	politik	0.2
tahun	wisatawan	0.21
tahun	teman	0.22
tahun	bangsa	0.23
tahun	penelitian	0.36
tahun	batu	0.22
tahun	warga	0.25
tahun	perangkat	0.25
tahun	model	0.22
tahun	pasangan	0.21
tahun	bayi	0.27
tahun	penulis	0.25
tahun	mahasiswa	0.25
tahun	dokter	0.19
tahun	internet	0.18
tahun	pemimpin	0.21
tahun	raja	0.2
tahun	peserta	0.28
tahun	rakyat	0.27
tahun	ahli	0.2
tahun	tokoh	0.15
tahun	pasukan	0.18
tahun	tenaga	0.19
tahun	kaum	0.2
tahun	istri	0.22
tahun	militer	0.25
tahun	karakter	0.14
tahun	pengunjung	0.24
tahun	gadis	0.28
tahun	penderita	0.22
tahun	suami	0.21
tahun	pembelajaran	0.21
tahun	calon	0.19
tahun	ayah	0.25
tahun	tamu	0.22
tahun	pelayanan	0.18
tahun	individu	0.2
tahun	remaja	0.38
tahun	umat	0.28
tahun	mantan	0.19
tahun	kehilangan	0.25
tahun	matahari	0.29
tahun	tipe	0.14
tahun	keturunan	0.2
tahun	burung	0.14
tahun	pemilik	0.19
tahun	korban	0.21
tahun	konsumen	0.19
tahun	putra	0.2
tahun	saudara	0.22
tahun	manajemen	0.18
tahun	agen	0.15
tahun	penyanyi	0.21
tahun	tentara	0.27
tahun	objek	0.14
tahun	generasi	0.39
tahun	karyawan	0.19
tahun	putri	0.17
tahun	umur	0.49
tahun	presiden	0.33
tahun	pajak	0.26
tahun	pelanggan	0.22
tahun	makhluk	0.13
tahun	kelahiran	0.46
tahun	ujung	0.29
tahun	pasien	0.24
tahun	kelapa	0.2
tahun	perdagangan	0.23
tahun	petani	0.24
tahun	polisi	0.22
tahun	luka	0.17
tahun	pekerja	0.22
tahun	kepercayaan	0.18
tahun	suhu	0.26
tahun	pemuda	0.28
tahun	sahabat	0.22
tahun	staf	0.15
tahun	radio	0.2
tahun	penumpang	0.19
tahun	pimpinan	0.18
tahun	kampung	0.24
tahun	pembaca	0.2
tahun	kekurangan	0.16
tahun	aktor	0.17
tahun	ulama	0.19
tahun	artis	0.2
tahun	pejabat	0.21
tahun	kontak	0.16
tahun	lelaki	0.27
tahun	murid	0.24
tahun	campuran	0.17
tahun	pelaku	0.13
tahun	peneliti	0.26
tahun	ketua	0.19
tahun	pengusaha	0.24
tahun	wakil	0.2
tahun	pegawai	0.23
tahun	pendukung	0.11
tahun	petunjuk	0.15
tahun	pemenang	0.23
tahun	musuh	0.1
tahun	adik	0.21
tahun	petugas	0.17
tahun	dewa	0.08
tahun	perbaikan	0.27
tahun	pelatih	0.17
tahun	pedagang	0.21
tahun	pelajar	0.26
tahun	biji	0.23
tahun	pengurus	0.18
tahun	jurusan	0.16
tahun	ilmuwan	0.25
tahun	kakak	0.19
tahun	pendiri	0.19
tahun	produsen	0.19
tahun	menteri	0.22
tahun	profesi	0.15
tahun	mitra	0.19
tahun	raksasa	0.2
tahun	angkatan	0.37
tahun	manajer	0.15
tahun	dosen	0.2
tahun	sasaran	0.19
tahun	pembuat	0.14
tahun	sutradara	0.12
tahun	buruh	0.19
tahun	penjual	0.15
tahun	pengganti	0.17
tahun	nenek	0.27
tahun	induk	0.21
tahun	rekan	0.2
tahun	perwakilan	0.15
tahun	lulusan	0.29
tahun	tetangga	0.21
tahun	kuasa	0.08
tahun	bandar	0.13
tahun	terapi	0.15
tahun	pembeli	0.17
tahun	malaikat	0.12
tahun	penerima	0.18
tahun	gubernur	0.25
tahun	prajurit	0.2
tahun	tukang	0.16
tahun	operator	0.15
tahun	pakar	0.18
tahun	wartawan	0.19
tahun	pacar	0.15
tahun	pergerakan	0.22
tahun	produser	0.15
tahun	senior	0.25
tahun	wali	0.21
tahun	saksi	0.19
tahun	kawan	0.23
tahun	hamba	0.13
tahun	obyek	0.15
tahun	pemegang	0.22
tahun	seniman	0.2
tahun	dewan	0.22
tahun	penyedia	0.15
tahun	penjaga	0.17
tahun	hakim	0.17
tahun	kaisar	0.24
tahun	pencari	0.14
tahun	famili	0.17
tahun	pahlawan	0.14
tahun	pembawa	0.11
tahun	undangan	0.23
tahun	cadangan	0.19
tahun	pemeran	0.13
tahun	investor	0.15
tahun	perwira	0.18
tahun	bangsawan	0.21
tahun	legenda	0.17
tahun	pembantu	0.15
tahun	pengarang	0.16
tahun	eksekutif	0.18
tahun	budak	0.16
tahun	mama	0.13
tahun	kerangka	0.22
tahun	pengelola	0.15
tahun	cucu	0.24
tahun	tambang	0.22
tahun	nelayan	0.19
tahun	hantu	0.14
tahun	atlet	0.17
tahun	isteri	0.19
tahun	pendeta	0.25
tahun	pejuang	0.16
tahun	tahanan	0.18
tahun	pengikut	0.16
tahun	direktur	0.17
tahun	rombongan	0.21
tahun	politikus	0.14
tahun	formasi	0.21
tahun	panitia	0.16
tahun	aktivis	0.22
tahun	jenderal	0.16
tahun	pengajar	0.17
tahun	pilot	0.13
tahun	kandidat	0.18
tahun	mayat	0.2
tahun	subjek	0.15
tahun	pendidik	0.13
tahun	wasit	0.08
tahun	balita	0.29
tahun	penghuni	0.2
tahun	pangeran	0.18
tahun	pengembang	0.21
tahun	asisten	0.15
tahun	responden	0.21
tahun	juru	0.09
tahun	jajaran	0.18
tahun	awak	0.14
tahun	distributor	0.11
tahun	kakek	0.29
tahun	pembuka	0.18
tahun	profesor	0.22
tahun	penari	0.16
tahun	pemberi	0.1
tahun	komandan	0.14
tahun	kerabat	0.17
tahun	pelayan	0.14
tahun	komunis	0.18
tahun	teroris	0.14
tahun	pendatang	0.24
tahun	arsitek	0.13
tahun	politisi	0.14
tahun	ratu	0.15
tahun	pembunuh	0.14
tahun	penyelenggara	0.2
tahun	turunan	0.18
tahun	pelukis	0.14
tahun	desainer	0.16
tahun	utusan	0.19
tahun	kapten	0.16
tahun	pembiayaan	0.2
tahun	pengacara	0.2
tahun	sekutu	0.09
tahun	alumni	0.25
tahun	perawat	0.17
tahun	penganut	0.14
tahun	sponsor	0.16
tahun	atasan	0.15
tahun	pengamat	0.14
tahun	vokalis	0.1
tahun	santri	0.22
tahun	sekretaris	0.13
tahun	jurnalis	0.15
tahun	kritikus	0.18
tahun	penghubung	0.07
tahun	pesaing	0.1
tahun	pengawas	0.17
tahun	oknum	0.06
tahun	penjahat	0.17
tahun	pelaksana	0.14
tahun	konsultan	0.2
tahun	kebangsaan	0.17
tahun	pembicara	0.13
tahun	turis	0.2
tahun	bidan	0.12
tahun	rasul	0.22
tahun	iblis	0.13
tahun	demonstrasi	0.23
tahun	janda	0.23
tahun	pengantar	0.14
tahun	elit	0.14
tahun	kader	0.13
tahun	waris	0.1
tahun	insinyur	0.2
tahun	dukun	0.12
tahun	audit	0.18
tahun	pendengar	0.12
tahun	pendamping	0.18
tahun	duta	0.23
tahun	doktor	0.21
tahun	bubur	0.19
tahun	pewaris	0.13
tahun	intelijen	0.14
tahun	praktisi	0.13
tahun	pengungsi	0.19
tahun	walikota	0.28
tahun	finalis	0.28
tahun	pengendara	0.16
tahun	pencuri	0.15
tahun	panglima	0.17
tahun	imigran	0.2
tahun	pemburu	0.18
tahun	pengawal	0.22
tahun	penemu	0.13
tahun	resepsionis	0.07
tahun	delegasi	0.14
tahun	pengemudi	0.11
tahun	penerjemah	0.1
tahun	pemandu	0.12
tahun	tawanan	0.18
tahun	penegak	0.1
tahun	spektrum	0.2
tahun	penutur	0.15
tahun	penyihir	0.15
tahun	keponakan	0.23
tahun	teknisi	0.17
tahun	jago	0.11
tahun	kiper	0.09
tahun	pelamar	0.18
tahun	pemasok	0.13
tahun	propaganda	0.09
tahun	penanda	0.21
tahun	pemikir	0.14
tahun	saingan	0.14
tahun	pembimbing	0.07
tahun	petinggi	0.21
tahun	pelaut	0.19
tahun	pengrajin	0.18
tahun	analis	0.15
tahun	striker	0.14
tahun	ekonom	0.18
tahun	tuna	0.11
tahun	langganan	0.19
tahun	pencinta	0.12
tahun	supir	0.09
tahun	kenalan	0.24
tahun	penyidik	0.13
tahun	pelacur	0.16
tahun	ksatria	0.14
tahun	pengirim	0.13
tahun	dalang	0.12
tahun	perusak	0.1
tahun	wirausaha	0.15
tahun	majikan	0.13
tahun	administrator	0.11
tahun	pucuk	0.2
tahun	pendiam	0.16
tahun	kapitalis	0.08
tahun	agensi	0.16
tahun	mukmin	0.1
tahun	pemeluk	0.19
tahun	detektif	0.12
tahun	penikmat	0.12
tahun	jaksa	0.16
tahun	pemangku	0.15
tahun	perampok	0.15
tahun	pelarian	0.16
tahun	kolektor	0.15
tahun	macan	0.14
tahun	pengidap	0.12
tahun	preman	0.13
tahun	penunjuk	0.1
tahun	pemuka	0.11
tahun	pengemis	0.2
tahun	direksi	0.15
tahun	pemusik	0.15
tahun	sukarelawan	0.22
tahun	fasilitator	0.07
tahun	kristen	0.18
tahun	penerbang	0.17
tahun	bibi	0.11
tahun	pejalan	0.18
tahun	pramuka	0.17
tahun	petinju	0.14
tahun	penyandang	0.15
tahun	penanggung	0.08
tahun	penolong	0.05
tahun	botani	0.13
tahun	jagoan	0.15
tahun	penembak	0.08
tahun	penipu	0.08
tahun	jemaah	0.19
tahun	debitur	0.12
tahun	diktator	0.13
tahun	penyelamat	0.13
tahun	abdi	0.15
tahun	lurah	0.18
tahun	pendaftar	0.23
tahun	milisi	0.11
tahun	pelari	0.18
tahun	pengiring	0.16
tahun	penata	0.12
tahun	pengambil	0.1
tahun	penuntut	0.12
tahun	demonstran	0.16
tahun	sandera	0.14
tahun	pembina	0.09
tahun	astronot	0.19
tahun	serdadu	0.12
tahun	tanggungan	0.18
tahun	pencetus	0.11
tahun	pemangsa	0.1
tahun	bendahara	0.13
tahun	penyebar	0.05
tahun	kuli	0.15
tahun	kreditur	0.11
tahun	pemesan	0.16
tahun	biang	0.06
tahun	dermawan	0.08
tahun	pemeriksa	0.14
tahun	negarawan	0.1
tahun	pengukur	0.1
tahun	penambang	0.19
tahun	pembajak	0.08
tahun	budayawan	0.11
tahun	perekam	0.13
tahun	penyayang	0.11
tahun	pemukul	0.09
tahun	perencana	0.16
tahun	pengumpul	0.09
tahun	separatis	0.16
tahun	mumi	0.16
tahun	wirausahawan	0.14
tahun	penangkap	0.1
tahun	informan	0.13
tahun	humas	0.08
tahun	penyelam	0.17
tahun	pemasar	0.14
tahun	pemalas	0.07
tahun	penarik	0.1
tahun	pengembara	0.21
tahun	cleaning	0.08
tahun	gerilyawan	0.15
tahun	penggagas	0.13
tahun	duda	0.19
tahun	penyembah	0.11
tahun	penilai	0.11
tahun	penguji	0.14
tahun	eksportir	0.12
tahun	wiraswasta	0.12
tahun	nona	0.14
tahun	deputi	0.13
tahun	pengunjuk	0.12
tahun	penyembuh	0.03
tahun	rohaniwan	0.13
tahun	pemanah	0.12
tahun	firaun	0.16
tahun	penyelidik	0.18
tahun	penampil	0.15
tahun	peranakan	0.11
tahun	marinir	0.18
tahun	suruhan	0.03
tahun	inspektur	0.18
tahun	pialang	0.16
tahun	miliarder	0.22
tahun	satria	0.11
tahun	usahawan	0.2
tahun	pelapor	0.13
tahun	pemahat	0.14
tahun	penunggu	0.11
tahun	penurut	0.15
tahun	pengusul	0.08
tahun	pemimpi	0.13
tahun	penyusup	0.1
tahun	pemungut	0.14
tahun	penceramah	0.13
tahun	penggarap	0.16
tahun	pelupa	0.09
tahun	perupa	0.18
tahun	panelis	0.11
tahun	penyendiri	0.17
tahun	pemateri	0.09
tahun	penggali	0.17
tahun	penukar	0.12
tahun	penyabar	0.1
tahun	habib	0.12
tahun	pelempar	0.05
tahun	pemborong	0.16
tahun	pendemo	0.13
tahun	pencerita	0.12
tahun	penyelundup	0.05
tahun	penganggur	0.2
tahun	penggiling	0.21
tahun	penterjemah	0.08
tahun	pengulas	0.17
tahun	penagih	0.14
tahun	hartawan	0.15
tahun	perumus	0.11
tahun	wapres	0.17
tahun	peniup	0.11
tahun	penggalang	0.23
tahun	pembenci	0.08
tahun	pengkaji	0.21
tahun	pembebas	0.05
tahun	pemetik	0.15
tahun	penjilat	0.04
tahun	pencabut	0.12
tahun	peramah	0.14
tahun	pengukir	0.21
tahun	pengejar	0.16
tahun	pemerah	0.13
tahun	wiraswastawan	0.19
tahun	pemulia	0.13
tahun	penendang	0.16
tahun	penyimak	0.12
tahun	pelestari	0.1
tahun	penjemput	0.11
tahun	pembaru	0.15
tahun	marxis	0.04
tahun	penghayat	0.18
tahun	pengadu	0.06
tahun	pemasak	0.1
tahun	pembobol	0.07
tahun	penggemblengan	0.22
tahun	penghasut	0.06
tahun	penderma	0.13
tahun	pemaksa	0.01
tahun	peragu	0.11
tahun	pengekor	0.08
tahun	perayu	0.07
tahun	pendebat	0.09
tahun	penyuara	0.06
tahun	pemimpinan	0.14
tahun	penghadang	0.1
tahun	pengasah	0.16
tahun	madam	0.14
tahun	pengutang	0.14
tahun	pembisik	0.05
tahun	pengetuk	0.15
tahun	pemberang	0.23
tahun	peneguh	0.11
tahun	pewirausaha	0.11
tahun	pencuriga	0.2
tahun	pengalah	0.16
tahun	pengalasan	0.13
tahun	pengamuk	0.19
orang	saat	0.48
orang	anak	0.64
orang	tempat	0.46
orang	diri	0.49
orang	manusia	0.55
orang	hasil	0.32
orang	masyarakat	0.6
orang	kelas	0.36
