noun_w_ekor	noun_w_orang	cossim
orang	dalam	0.43
orang	tahun	0.32
orang	saat	0.48
orang	anak	0.64
orang	tempat	0.46
orang	diri	0.49
orang	manusia	0.55
orang	hasil	0.32
orang	masyarakat	0.6
orang	kelas	0.36
orang	hidup	0.47
orang	wanita	0.59
orang	anggota	0.59
orang	keluarga	0.54
orang	data	0.3
orang	ibu	0.47
orang	kelompok	0.56
orang	jam	0.27
orang	tim	0.42
orang	pemain	0.48
orang	kulit	0.41
orang	bisnis	0.35
orang	siswa	0.53
orang	pihak	0.54
orang	pria	0.56
orang	media	0.34
orang	penduduk	0.57
orang	guru	0.52
orang	perempuan	0.58
orang	kepala	0.43
orang	bumi	0.33
orang	pengguna	0.5
orang	politik	0.31
orang	wisatawan	0.41
orang	teman	0.61
orang	bangsa	0.51
orang	penelitian	0.27
orang	batu	0.3
orang	warga	0.62
orang	perangkat	0.35
orang	model	0.24
orang	pasangan	0.49
orang	bayi	0.43
orang	penulis	0.45
orang	mahasiswa	0.5
orang	dokter	0.43
orang	internet	0.36
orang	pemimpin	0.54
orang	raja	0.44
orang	peserta	0.53
orang	rakyat	0.5
orang	ahli	0.48
orang	tokoh	0.5
orang	pasukan	0.42
orang	tenaga	0.41
orang	kaum	0.56
orang	istri	0.5
orang	militer	0.33
orang	karakter	0.4
orang	pengunjung	0.45
orang	gadis	0.51
orang	penderita	0.52
orang	suami	0.45
orang	pembelajaran	0.25
orang	calon	0.53
orang	ayah	0.45
orang	tamu	0.41
orang	pelayanan	0.32
orang	individu	0.58
orang	remaja	0.49
orang	umat	0.56
orang	mantan	0.47
orang	kehilangan	0.46
orang	matahari	0.24
orang	tipe	0.39
orang	keturunan	0.47
orang	burung	0.37
orang	pemilik	0.47
orang	korban	0.49
orang	konsumen	0.45
orang	putra	0.43
orang	saudara	0.51
orang	manajemen	0.26
orang	agen	0.35
orang	penyanyi	0.42
orang	tentara	0.52
orang	objek	0.35
orang	generasi	0.45
orang	karyawan	0.5
orang	putri	0.4
orang	umur	0.4
orang	presiden	0.39
orang	pajak	0.3
orang	pelanggan	0.47
orang	makhluk	0.44
orang	kelahiran	0.34
orang	ujung	0.3
orang	pasien	0.5
orang	kelapa	0.27
orang	perdagangan	0.29
orang	petani	0.44
orang	polisi	0.41
orang	luka	0.29
orang	pekerja	0.51
orang	kepercayaan	0.41
orang	suhu	0.18
orang	pemuda	0.52
orang	sahabat	0.52
orang	staf	0.31
orang	radio	0.29
orang	penumpang	0.47
orang	pimpinan	0.42
orang	kampung	0.41
orang	pembaca	0.46
orang	kekurangan	0.34
orang	aktor	0.43
orang	ulama	0.48
orang	artis	0.46
orang	pejabat	0.53
orang	kontak	0.35
orang	lelaki	0.58
orang	murid	0.57
orang	campuran	0.34
orang	pelaku	0.48
orang	peneliti	0.43
orang	ketua	0.4
orang	pengusaha	0.53
orang	wakil	0.47
orang	pegawai	0.51
orang	pendukung	0.4
orang	petunjuk	0.28
orang	pemenang	0.34
orang	musuh	0.4
orang	adik	0.47
orang	petugas	0.43
orang	dewa	0.35
orang	perbaikan	0.25
orang	pelatih	0.37
orang	pedagang	0.49
orang	pelajar	0.51
orang	biji	0.31
orang	pengurus	0.37
orang	jurusan	0.31
orang	ilmuwan	0.45
orang	kakak	0.46
orang	pendiri	0.38
orang	produsen	0.36
orang	menteri	0.35
orang	profesi	0.36
orang	mitra	0.36
orang	raksasa	0.27
orang	angkatan	0.36
orang	manajer	0.4
orang	dosen	0.45
orang	sasaran	0.33
orang	pembuat	0.39
orang	sutradara	0.33
orang	buruh	0.38
orang	penjual	0.41
orang	pengganti	0.3
orang	nenek	0.41
orang	induk	0.3
orang	rekan	0.51
orang	perwakilan	0.34
orang	lulusan	0.38
orang	tetangga	0.47
orang	kuasa	0.32
orang	bandar	0.27
orang	terapi	0.21
orang	pembeli	0.48
orang	malaikat	0.39
orang	penerima	0.42
orang	gubernur	0.36
orang	prajurit	0.5
orang	tukang	0.33
orang	operator	0.31
orang	pakar	0.44
orang	wartawan	0.42
orang	pacar	0.43
orang	pergerakan	0.28
orang	produser	0.36
orang	senior	0.41
orang	wali	0.43
orang	saksi	0.4
orang	kawan	0.5
orang	hamba	0.45
orang	obyek	0.34
orang	pemegang	0.38
orang	seniman	0.46
orang	dewan	0.39
orang	penyedia	0.34
orang	penjaga	0.35
orang	hakim	0.4
orang	kaisar	0.32
orang	pencari	0.37
orang	famili	0.31
orang	pahlawan	0.39
orang	pembawa	0.31
orang	undangan	0.36
orang	cadangan	0.24
orang	pemeran	0.36
orang	investor	0.43
orang	perwira	0.46
orang	bangsawan	0.43
orang	legenda	0.29
orang	pembantu	0.42
orang	pengarang	0.4
orang	eksekutif	0.38
orang	budak	0.42
orang	mama	0.32
orang	kerangka	0.24
orang	pengelola	0.35
orang	cucu	0.44
orang	tambang	0.28
orang	nelayan	0.39
orang	hantu	0.34
orang	atlet	0.45
orang	isteri	0.46
orang	pendeta	0.47
orang	pejuang	0.46
orang	tahanan	0.34
orang	pengikut	0.49
orang	direktur	0.29
orang	rombongan	0.44
orang	politikus	0.44
orang	formasi	0.23
orang	panitia	0.31
orang	aktivis	0.42
orang	jenderal	0.36
orang	pengajar	0.43
orang	pilot	0.33
orang	kandidat	0.42
orang	mayat	0.41
orang	subjek	0.4
orang	pendidik	0.46
orang	wasit	0.27
orang	balita	0.4
orang	penghuni	0.47
orang	pangeran	0.38
orang	pengembang	0.33
orang	asisten	0.31
orang	responden	0.42
orang	juru	0.26
orang	jajaran	0.34
orang	awak	0.41
orang	distributor	0.26
orang	kakek	0.42
orang	pembuka	0.2
orang	profesor	0.35
orang	penari	0.35
orang	pemberi	0.38
orang	komandan	0.37
orang	kerabat	0.51
orang	pelayan	0.39
orang	komunis	0.32
orang	teroris	0.36
orang	pendatang	0.45
orang	arsitek	0.34
orang	politisi	0.45
orang	ratu	0.27
orang	pembunuh	0.37
orang	penyelenggara	0.36
orang	turunan	0.29
orang	pelukis	0.36
orang	desainer	0.36
orang	utusan	0.39
orang	kapten	0.31
orang	pembiayaan	0.24
orang	pengacara	0.38
orang	sekutu	0.36
orang	alumni	0.37
orang	perawat	0.4
orang	penganut	0.42
orang	sponsor	0.26
orang	atasan	0.4
orang	pengamat	0.42
orang	vokalis	0.24
orang	santri	0.42
orang	sekretaris	0.3
orang	jurnalis	0.39
orang	kritikus	0.39
orang	penghubung	0.29
orang	pesaing	0.35
orang	pengawas	0.34
orang	oknum	0.44
orang	penjahat	0.44
orang	pelaksana	0.3
orang	konsultan	0.29
orang	kebangsaan	0.27
orang	pembicara	0.39
orang	turis	0.48
orang	bidan	0.28
orang	rasul	0.37
orang	iblis	0.32
orang	demonstrasi	0.25
orang	janda	0.42
orang	pengantar	0.31
orang	elit	0.38
orang	kader	0.36
orang	waris	0.36
orang	insinyur	0.37
orang	dukun	0.37
orang	audit	0.15
orang	pendengar	0.47
orang	pendamping	0.36
orang	duta	0.34
orang	doktor	0.3
orang	bubur	0.23
orang	pewaris	0.31
orang	intelijen	0.26
orang	praktisi	0.39
orang	pengungsi	0.38
orang	walikota	0.35
orang	finalis	0.29
orang	pengendara	0.44
orang	pencuri	0.38
orang	panglima	0.34
orang	imigran	0.44
orang	pemburu	0.35
orang	pengawal	0.4
orang	penemu	0.39
orang	resepsionis	0.17
orang	delegasi	0.36
orang	pengemudi	0.41
orang	penerjemah	0.3
orang	pemandu	0.28
orang	tawanan	0.39
orang	penegak	0.34
orang	spektrum	0.21
orang	penutur	0.44
orang	penyihir	0.32
orang	keponakan	0.4
orang	teknisi	0.39
orang	jago	0.3
orang	kiper	0.27
orang	pelamar	0.45
orang	pemasok	0.28
orang	propaganda	0.21
orang	penanda	0.28
orang	pemikir	0.41
orang	saingan	0.33
orang	pembimbing	0.34
orang	petinggi	0.44
orang	pelaut	0.43
orang	pengrajin	0.37
orang	analis	0.25
orang	striker	0.25
orang	ekonom	0.35
orang	tuna	0.24
orang	langganan	0.3
orang	pencinta	0.36
orang	supir	0.36
orang	kenalan	0.47
orang	penyidik	0.34
orang	pelacur	0.34
orang	ksatria	0.36
orang	pengirim	0.38
orang	dalang	0.3
orang	perusak	0.35
orang	wirausaha	0.36
orang	majikan	0.37
orang	administrator	0.34
orang	pucuk	0.29
orang	pendiam	0.37
orang	kapitalis	0.24
orang	agensi	0.26
orang	mukmin	0.46
orang	pemeluk	0.43
orang	detektif	0.29
orang	penikmat	0.37
orang	jaksa	0.32
orang	pemangku	0.32
orang	perampok	0.37
orang	pelarian	0.37
orang	kolektor	0.34
orang	macan	0.21
orang	pengidap	0.39
orang	preman	0.37
orang	penunjuk	0.27
orang	pemuka	0.49
orang	pengemis	0.4
orang	direksi	0.29
orang	pemusik	0.4
orang	sukarelawan	0.39
orang	fasilitator	0.27
orang	kristen	0.43
orang	penerbang	0.32
orang	bibi	0.29
orang	pejalan	0.45
orang	pramuka	0.26
orang	petinju	0.32
orang	penyandang	0.41
orang	penanggung	0.32
orang	penolong	0.4
orang	botani	0.2
orang	jagoan	0.34
orang	penembak	0.32
orang	penipu	0.35
orang	jemaah	0.45
orang	debitur	0.36
orang	diktator	0.28
orang	penyelamat	0.34
orang	abdi	0.3
orang	lurah	0.31
orang	pendaftar	0.41
orang	milisi	0.31
orang	pelari	0.38
orang	pengiring	0.31
orang	penata	0.27
orang	pengambil	0.36
orang	penuntut	0.36
orang	demonstran	0.32
orang	sandera	0.31
orang	pembina	0.34
orang	astronot	0.34
orang	serdadu	0.44
orang	tanggungan	0.38
orang	pencetus	0.3
orang	pemangsa	0.29
orang	bendahara	0.3
orang	penyebar	0.3
orang	kuli	0.32
orang	kreditur	0.34
orang	pemesan	0.31
orang	biang	0.19
orang	dermawan	0.38
orang	pemeriksa	0.29
orang	negarawan	0.39
orang	pengukur	0.2
orang	penambang	0.32
orang	pembajak	0.3
orang	budayawan	0.35
orang	perekam	0.25
orang	penyayang	0.32
orang	pemukul	0.23
orang	perencana	0.37
orang	pengumpul	0.24
orang	separatis	0.26
orang	mumi	0.26
orang	wirausahawan	0.41
orang	penangkap	0.28
orang	informan	0.35
orang	humas	0.18
orang	penyelam	0.3
orang	pemasar	0.37
orang	pemalas	0.34
orang	penarik	0.35
orang	pengembara	0.43
orang	cleaning	0.14
orang	gerilyawan	0.32
orang	penggagas	0.23
orang	duda	0.31
orang	penyembah	0.34
orang	penilai	0.38
orang	penguji	0.28
orang	eksportir	0.26
orang	wiraswasta	0.31
orang	nona	0.24
orang	deputi	0.24
orang	pengunjuk	0.31
orang	penyembuh	0.3
orang	rohaniwan	0.37
orang	pemanah	0.32
orang	firaun	0.3
orang	penyelidik	0.32
orang	penampil	0.32
orang	peranakan	0.3
orang	marinir	0.29
orang	suruhan	0.36
orang	inspektur	0.26
orang	pialang	0.33
orang	miliarder	0.38
orang	satria	0.25
orang	usahawan	0.46
orang	pelapor	0.34
orang	pemahat	0.31
orang	penunggu	0.34
orang	penurut	0.35
orang	pengusul	0.27
orang	pemimpi	0.37
orang	penyusup	0.36
orang	pemungut	0.3
orang	penceramah	0.31
orang	penggarap	0.32
orang	pelupa	0.31
orang	perupa	0.36
orang	panelis	0.31
orang	penyendiri	0.36
orang	pemateri	0.26
orang	penggali	0.3
orang	penukar	0.27
orang	penyabar	0.33
orang	habib	0.29
orang	pelempar	0.27
orang	pemborong	0.32
orang	pendemo	0.34
orang	pencerita	0.34
orang	penyelundup	0.27
orang	penganggur	0.35
orang	penggiling	0.25
orang	penterjemah	0.29
orang	pengulas	0.36
orang	penagih	0.27
orang	hartawan	0.46
orang	perumus	0.17
orang	wapres	0.25
orang	peniup	0.18
orang	penggalang	0.33
orang	pembenci	0.42
orang	pengkaji	0.3
orang	pembebas	0.23
orang	pemetik	0.24
orang	penjilat	0.33
orang	pencabut	0.29
orang	peramah	0.35
orang	pengukir	0.32
orang	pengejar	0.4
orang	pemerah	0.25
orang	wiraswastawan	0.39
orang	pemulia	0.33
orang	penendang	0.31
orang	penyimak	0.32
orang	pelestari	0.23
orang	penjemput	0.35
orang	pembaru	0.35
orang	marxis	0.2
orang	penghayat	0.36
orang	pengadu	0.35
orang	pemasak	0.26
orang	pembobol	0.32
orang	penggemblengan	0.23
orang	penghasut	0.35
orang	penderma	0.37
orang	pemaksa	0.33
orang	peragu	0.33
orang	pengekor	0.37
orang	perayu	0.34
orang	pendebat	0.38
orang	penyuara	0.29
orang	pemimpinan	0.4
orang	penghadang	0.27
orang	pengasah	0.26
orang	madam	0.22
orang	pengutang	0.35
orang	pembisik	0.27
orang	pengetuk	0.31
orang	pemberang	0.44
orang	peneguh	0.3
orang	pewirausaha	0.37
orang	pencuriga	0.39
orang	pengalah	0.54
orang	pengalasan	0.47
orang	pengamuk	0.39
anak	dalam	0.32
anak	tahun	0.34
anak	saat	0.43
anak	tempat	0.38
anak	diri	0.39
anak	manusia	0.45
anak	hasil	0.29
anak	masyarakat	0.42
anak	kelas	0.42
anak	hidup	0.4
anak	wanita	0.5
anak	anggota	0.44
anak	keluarga	0.57
anak	data	0.25
anak	ibu	0.62
anak	kelompok	0.45
anak	jam	0.26
anak	tim	0.32
anak	pemain	0.4
anak	kulit	0.34
anak	bisnis	0.33
anak	siswa	0.52
anak	pihak	0.38
anak	pria	0.44
anak	media	0.27
anak	penduduk	0.4
anak	guru	0.46
anak	perempuan	0.64
anak	kepala	0.43
anak	bumi	0.23
anak	pengguna	0.33
anak	politik	0.26
anak	wisatawan	0.26
anak	teman	0.48
anak	bangsa	0.43
anak	penelitian	0.26
anak	batu	0.28
anak	warga	0.46
anak	perangkat	0.29
anak	model	0.3
anak	pasangan	0.47
anak	bayi	0.65
anak	penulis	0.34
anak	mahasiswa	0.41
anak	dokter	0.4
anak	internet	0.28
anak	pemimpin	0.41
anak	raja	0.42
anak	peserta	0.46
anak	rakyat	0.35
anak	ahli	0.28
anak	tokoh	0.43
anak	pasukan	0.3
anak	tenaga	0.31
anak	kaum	0.44
anak	istri	0.59
anak	militer	0.25
anak	karakter	0.44
anak	pengunjung	0.31
anak	gadis	0.54
anak	penderita	0.42
anak	suami	0.53
anak	pembelajaran	0.35
anak	calon	0.49
anak	ayah	0.61
anak	tamu	0.31
anak	pelayanan	0.28
anak	individu	0.46
anak	remaja	0.59
anak	umat	0.37
anak	mantan	0.39
anak	kehilangan	0.37
anak	matahari	0.2
anak	tipe	0.31
anak	keturunan	0.47
anak	burung	0.4
anak	pemilik	0.42
anak	korban	0.41
anak	konsumen	0.36
anak	putra	0.58
anak	saudara	0.51
anak	manajemen	0.22
anak	agen	0.26
anak	penyanyi	0.4
anak	tentara	0.37
anak	objek	0.3
anak	generasi	0.48
anak	karyawan	0.38
anak	putri	0.55
anak	umur	0.52
anak	presiden	0.33
anak	pajak	0.24
anak	pelanggan	0.36
anak	makhluk	0.38
anak	kelahiran	0.44
anak	ujung	0.27
anak	pasien	0.4
anak	kelapa	0.29
anak	perdagangan	0.24
anak	petani	0.38
anak	polisi	0.33
anak	luka	0.23
anak	pekerja	0.41
anak	kepercayaan	0.29
anak	suhu	0.21
anak	pemuda	0.48
anak	sahabat	0.39
anak	staf	0.21
anak	radio	0.24
anak	penumpang	0.37
anak	pimpinan	0.32
anak	kampung	0.39
anak	pembaca	0.35
anak	kekurangan	0.26
anak	aktor	0.35
anak	ulama	0.29
anak	artis	0.36
anak	pejabat	0.36
anak	kontak	0.23
anak	lelaki	0.58
anak	murid	0.53
anak	campuran	0.3
anak	pelaku	0.4
anak	peneliti	0.29
anak	ketua	0.31
anak	pengusaha	0.45
anak	wakil	0.35
anak	pegawai	0.39
anak	pendukung	0.31
anak	petunjuk	0.19
anak	pemenang	0.28
anak	musuh	0.28
anak	adik	0.62
anak	petugas	0.32
anak	dewa	0.28
anak	perbaikan	0.23
anak	pelatih	0.34
anak	pedagang	0.37
anak	pelajar	0.47
anak	biji	0.32
anak	pengurus	0.29
anak	jurusan	0.21
anak	ilmuwan	0.25
anak	kakak	0.56
anak	pendiri	0.34
anak	produsen	0.31
anak	menteri	0.3
anak	profesi	0.29
anak	mitra	0.29
anak	raksasa	0.26
anak	angkatan	0.34
anak	manajer	0.33
anak	dosen	0.33
anak	sasaran	0.28
anak	pembuat	0.33
anak	sutradara	0.29
anak	buruh	0.33
anak	penjual	0.35
anak	pengganti	0.3
anak	nenek	0.45
anak	induk	0.45
anak	rekan	0.35
anak	perwakilan	0.25
anak	lulusan	0.36
anak	tetangga	0.41
anak	kuasa	0.26
anak	bandar	0.23
anak	terapi	0.27
anak	pembeli	0.34
anak	malaikat	0.32
anak	penerima	0.31
anak	gubernur	0.28
anak	prajurit	0.36
anak	tukang	0.29
anak	operator	0.27
anak	pakar	0.26
anak	wartawan	0.3
anak	pacar	0.39
anak	pergerakan	0.26
anak	produser	0.28
anak	senior	0.29
anak	wali	0.41
anak	saksi	0.26
anak	kawan	0.35
anak	hamba	0.39
anak	obyek	0.3
anak	pemegang	0.37
anak	seniman	0.35
anak	dewan	0.3
anak	penyedia	0.26
anak	penjaga	0.3
anak	hakim	0.32
anak	kaisar	0.3
anak	pencari	0.27
anak	famili	0.23
anak	pahlawan	0.34
anak	pembawa	0.27
anak	undangan	0.23
anak	cadangan	0.23
anak	pemeran	0.34
anak	investor	0.32
anak	perwira	0.33
anak	bangsawan	0.38
anak	legenda	0.2
anak	pembantu	0.41
anak	pengarang	0.34
anak	eksekutif	0.3
anak	budak	0.39
anak	mama	0.44
anak	kerangka	0.21
anak	pengelola	0.31
anak	cucu	0.62
anak	tambang	0.25
anak	nelayan	0.33
anak	hantu	0.29
anak	atlet	0.38
anak	isteri	0.53
anak	pendeta	0.34
anak	pejuang	0.37
anak	tahanan	0.31
anak	pengikut	0.3
anak	direktur	0.27
anak	rombongan	0.34
anak	politikus	0.33
anak	formasi	0.17
anak	panitia	0.2
anak	aktivis	0.33
anak	jenderal	0.26
anak	pengajar	0.38
anak	pilot	0.29
anak	kandidat	0.32
anak	mayat	0.33
anak	subjek	0.34
anak	pendidik	0.48
anak	wasit	0.23
anak	balita	0.64
anak	penghuni	0.38
anak	pangeran	0.39
anak	pengembang	0.3
anak	asisten	0.29
anak	responden	0.28
anak	juru	0.18
anak	jajaran	0.25
anak	awak	0.28
anak	distributor	0.24
anak	kakek	0.47
anak	pembuka	0.17
anak	profesor	0.26
anak	penari	0.29
anak	pemberi	0.25
anak	komandan	0.29
anak	kerabat	0.41
anak	pelayan	0.36
anak	komunis	0.18
anak	teroris	0.27
anak	pendatang	0.28
anak	arsitek	0.31
anak	politisi	0.33
anak	ratu	0.28
anak	pembunuh	0.31
anak	penyelenggara	0.27
anak	turunan	0.34
anak	pelukis	0.33
anak	desainer	0.33
anak	utusan	0.26
anak	kapten	0.25
anak	pembiayaan	0.25
anak	pengacara	0.35
anak	sekutu	0.22
anak	alumni	0.29
anak	perawat	0.37
anak	penganut	0.26
anak	sponsor	0.18
anak	atasan	0.29
anak	pengamat	0.23
anak	vokalis	0.22
anak	santri	0.38
anak	sekretaris	0.24
anak	jurnalis	0.32
anak	kritikus	0.23
anak	penghubung	0.25
anak	pesaing	0.25
anak	pengawas	0.32
anak	oknum	0.33
anak	penjahat	0.35
anak	pelaksana	0.21
anak	konsultan	0.26
anak	kebangsaan	0.27
anak	pembicara	0.27
anak	turis	0.31
anak	bidan	0.3
anak	rasul	0.25
anak	iblis	0.31
anak	demonstrasi	0.21
anak	janda	0.46
anak	pengantar	0.29
anak	elit	0.26
anak	kader	0.34
anak	waris	0.36
anak	insinyur	0.3
anak	dukun	0.27
anak	audit	0.11
anak	pendengar	0.33
anak	pendamping	0.35
anak	duta	0.29
anak	doktor	0.25
anak	bubur	0.28
anak	pewaris	0.39
anak	intelijen	0.17
anak	praktisi	0.24
anak	pengungsi	0.34
anak	walikota	0.32
anak	finalis	0.24
anak	pengendara	0.32
anak	pencuri	0.29
anak	panglima	0.31
anak	imigran	0.37
anak	pemburu	0.27
anak	pengawal	0.32
anak	penemu	0.3
anak	resepsionis	0.12
anak	delegasi	0.21
anak	pengemudi	0.3
anak	penerjemah	0.18
anak	pemandu	0.27
anak	tawanan	0.32
anak	penegak	0.26
anak	spektrum	0.18
anak	penutur	0.29
anak	penyihir	0.29
anak	keponakan	0.57
anak	teknisi	0.28
anak	jago	0.25
anak	kiper	0.27
anak	pelamar	0.31
anak	pemasok	0.23
anak	propaganda	0.11
anak	penanda	0.23
anak	pemikir	0.32
anak	saingan	0.26
anak	pembimbing	0.27
anak	petinggi	0.3
anak	pelaut	0.31
anak	pengrajin	0.31
anak	analis	0.12
anak	striker	0.26
anak	ekonom	0.27
anak	tuna	0.27
anak	langganan	0.29
anak	pencinta	0.26
anak	supir	0.28
anak	kenalan	0.33
anak	penyidik	0.26
anak	pelacur	0.33
anak	ksatria	0.25
anak	pengirim	0.25
anak	dalang	0.23
anak	perusak	0.28
anak	wirausaha	0.32
anak	majikan	0.35
anak	administrator	0.22
anak	pucuk	0.25
anak	pendiam	0.32
anak	kapitalis	0.15
anak	agensi	0.18
anak	mukmin	0.3
anak	pemeluk	0.27
anak	detektif	0.26
anak	penikmat	0.25
anak	jaksa	0.25
anak	pemangku	0.33
anak	perampok	0.3
anak	pelarian	0.3
anak	kolektor	0.23
anak	macan	0.26
anak	pengidap	0.33
anak	preman	0.28
anak	penunjuk	0.18
anak	pemuka	0.31
anak	pengemis	0.37
anak	direksi	0.22
anak	pemusik	0.36
anak	sukarelawan	0.27
anak	fasilitator	0.24
anak	kristen	0.3
anak	penerbang	0.3
anak	bibi	0.37
anak	pejalan	0.33
anak	pramuka	0.29
anak	petinju	0.33
anak	penyandang	0.41
anak	penanggung	0.25
anak	penolong	0.3
anak	botani	0.15
anak	jagoan	0.35
anak	penembak	0.24
anak	penipu	0.23
anak	jemaah	0.27
anak	debitur	0.25
anak	diktator	0.21
anak	penyelamat	0.28
anak	abdi	0.25
anak	lurah	0.24
anak	pendaftar	0.27
anak	milisi	0.21
anak	pelari	0.29
anak	pengiring	0.28
anak	penata	0.26
anak	pengambil	0.29
anak	penuntut	0.26
anak	demonstran	0.19
anak	sandera	0.29
anak	pembina	0.33
anak	astronot	0.26
anak	serdadu	0.27
anak	tanggungan	0.36
anak	pencetus	0.26
anak	pemangsa	0.28
anak	bendahara	0.23
anak	penyebar	0.2
anak	kuli	0.25
anak	kreditur	0.19
anak	pemesan	0.24
anak	biang	0.23
anak	dermawan	0.19
anak	pemeriksa	0.2
anak	negarawan	0.23
anak	pengukur	0.2
anak	penambang	0.26
anak	pembajak	0.22
anak	budayawan	0.19
anak	perekam	0.2
anak	penyayang	0.34
anak	pemukul	0.23
anak	perencana	0.3
anak	pengumpul	0.18
anak	separatis	0.17
anak	mumi	0.22
anak	wirausahawan	0.32
anak	penangkap	0.27
anak	informan	0.23
anak	humas	0.11
anak	penyelam	0.2
anak	pemasar	0.25
anak	pemalas	0.31
anak	penarik	0.26
anak	pengembara	0.23
anak	cleaning	0.13
anak	gerilyawan	0.26
anak	penggagas	0.18
anak	duda	0.4
anak	penyembah	0.25
anak	penilai	0.25
anak	penguji	0.17
anak	eksportir	0.19
anak	wiraswasta	0.25
anak	nona	0.23
anak	deputi	0.18
anak	pengunjuk	0.13
anak	penyembuh	0.24
anak	rohaniwan	0.21
anak	pemanah	0.23
anak	firaun	0.29
anak	penyelidik	0.18
anak	penampil	0.23
anak	peranakan	0.29
anak	marinir	0.19
anak	suruhan	0.28
anak	inspektur	0.21
anak	pialang	0.25
anak	miliarder	0.32
anak	satria	0.19
anak	usahawan	0.37
anak	pelapor	0.33
anak	pemahat	0.26
anak	penunggu	0.22
anak	penurut	0.37
anak	pengusul	0.16
anak	pemimpi	0.28
anak	penyusup	0.25
anak	pemungut	0.26
anak	penceramah	0.17
anak	penggarap	0.24
anak	pelupa	0.25
anak	perupa	0.25
anak	panelis	0.2
anak	penyendiri	0.25
anak	pemateri	0.23
anak	penggali	0.23
anak	penukar	0.21
anak	penyabar	0.27
anak	habib	0.21
anak	pelempar	0.21
anak	pemborong	0.24
anak	pendemo	0.22
anak	pencerita	0.3
anak	penyelundup	0.2
anak	penganggur	0.29
anak	penggiling	0.18
anak	penterjemah	0.18
anak	pengulas	0.18
anak	penagih	0.23
anak	hartawan	0.37
anak	perumus	0.1
anak	wapres	0.16
anak	peniup	0.2
anak	penggalang	0.33
anak	pembenci	0.27
anak	pengkaji	0.17
anak	pembebas	0.2
anak	pemetik	0.23
anak	penjilat	0.21
anak	pencabut	0.26
anak	peramah	0.23
anak	pengukir	0.25
anak	pengejar	0.3
anak	pemerah	0.29
anak	wiraswastawan	0.31
anak	pemulia	0.32
anak	penendang	0.31
anak	penyimak	0.28
anak	pelestari	0.28
anak	penjemput	0.29
anak	pembaru	0.28
anak	marxis	0.11
anak	penghayat	0.22
anak	pengadu	0.27
anak	pemasak	0.26
anak	pembobol	0.21
anak	penggemblengan	0.25
anak	penghasut	0.23
anak	penderma	0.28
anak	pemaksa	0.25
anak	peragu	0.27
anak	pengekor	0.32
anak	perayu	0.28
anak	pendebat	0.26
anak	penyuara	0.24
anak	pemimpinan	0.31
anak	penghadang	0.21
anak	pengasah	0.31
anak	madam	0.19
anak	pengutang	0.27
anak	pembisik	0.2
anak	pengetuk	0.25
anak	pemberang	0.4
anak	peneguh	0.29
anak	pewirausaha	0.33
anak	pencuriga	0.29
anak	pengalah	0.48
anak	pengalasan	0.4
anak	pengamuk	0.35
bayi	dalam	0.28
bayi	tahun	0.27
bayi	saat	0.4
bayi	tempat	0.34
bayi	diri	0.32
bayi	manusia	0.41
bayi	hasil	0.22
bayi	masyarakat	0.31
bayi	kelas	0.2
bayi	hidup	0.37
bayi	wanita	0.47
bayi	anggota	0.28
bayi	keluarga	0.39
bayi	data	0.19
bayi	ibu	0.57
bayi	kelompok	0.26
bayi	jam	0.27
bayi	tim	0.19
bayi	pemain	0.28
bayi	kulit	0.41
bayi	bisnis	0.27
bayi	siswa	0.26
bayi	pihak	0.18
bayi	pria	0.39
bayi	media	0.2
bayi	penduduk	0.35
bayi	guru	0.21
bayi	perempuan	0.5
bayi	kepala	0.37
bayi	bumi	0.28
bayi	pengguna	0.25
bayi	politik	0.25
bayi	wisatawan	0.23
bayi	teman	0.26
bayi	bangsa	0.24
bayi	penelitian	0.22
bayi	batu	0.26
bayi	warga	0.3
bayi	perangkat	0.29
bayi	model	0.22
bayi	pasangan	0.39
bayi	penulis	0.22
bayi	mahasiswa	0.25
bayi	dokter	0.37
bayi	internet	0.23
bayi	pemimpin	0.26
bayi	raja	0.31
bayi	peserta	0.3
bayi	rakyat	0.29
bayi	ahli	0.22
bayi	tokoh	0.26
bayi	pasukan	0.22
bayi	tenaga	0.24
bayi	kaum	0.28
bayi	istri	0.38
bayi	militer	0.19
bayi	karakter	0.24
bayi	pengunjung	0.25
bayi	gadis	0.38
bayi	penderita	0.37
bayi	suami	0.39
bayi	pembelajaran	0.21
bayi	calon	0.4
bayi	ayah	0.41
bayi	tamu	0.26
bayi	pelayanan	0.26
bayi	individu	0.31
bayi	remaja	0.39
bayi	umat	0.31
bayi	mantan	0.17
bayi	kehilangan	0.27
bayi	matahari	0.25
bayi	tipe	0.17
bayi	keturunan	0.3
bayi	burung	0.31
bayi	pemilik	0.26
bayi	korban	0.31
bayi	konsumen	0.31
bayi	putra	0.34
bayi	saudara	0.31
bayi	manajemen	0.15
bayi	agen	0.21
bayi	penyanyi	0.29
bayi	tentara	0.25
bayi	objek	0.23
bayi	generasi	0.27
bayi	karyawan	0.22
bayi	putri	0.34
bayi	umur	0.43
bayi	presiden	0.25
bayi	pajak	0.15
bayi	pelanggan	0.28
bayi	makhluk	0.35
bayi	kelahiran	0.53
bayi	ujung	0.21
bayi	pasien	0.43
bayi	kelapa	0.29
bayi	perdagangan	0.21
